jrk_template	Phylum	Class	Order	Family	GENUS	Secondary_lifestyle	Genus	
jrk11009	Ascomycota	Dothideomycetes	Asterinales	Asterinaceae	Pycnocarpon	litter_saprotroph	#N/A	#N/A
jrk11010	Ascomycota	Dothideomycetes	Asterinales	Neobueliellaceae	Neobueliella		Fusarium	litter_saprotroph
jrk11028	Ascomycota	Dothideomycetes	Muyocopronales	Muyocopronaceae	Neocochlearomyces		Vishniacozyma	0
	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Anthodidymella		Hannaella	animal_decomposer
	Ascomycota	Dothideomycetes	Pleosporales	Lindgomycetaceae	Aquimassariosphaeria		Alternaria	litter_saprotroph
jrk11044	Ascomycota	Dothideomycetes	Pleosporales	Lindgomycetaceae	Neolindgomyces		Tilletiopsis	litter_saprotroph
jrk11061	Ascomycota	Dothideomycetes	Pleosporales	Longiostiolaceae	Crassiperidium		Hannaella	animal_decomposer
	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Aquihelicascus		Didymella	litter_saprotroph
jrk11049	Ascomycota	Dothideomycetes	Pleosporales	Parabambusicolaceae	Paratrimmatostroma		Bullera	epiphyte
	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Arezzomyces		Vishniacozyma	0
	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Dlhawksworthia		Hannaella	animal_decomposer
jrk11053	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Hydeomyces		Papiliotrema	fungal_decomposer
jrk11057	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Piniphoma		Neoascochyta	litter_saprotroph
jrk11059	Ascomycota	Dothideomycetes	Pleosporales	Pleomonodictydaceae	Pleohelicoon		Symmetrospora	litter_saprotroph
jrk11060	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Typhicola		#N/A	#N/A
jrk11063	Ascomycota	Dothideomycetes	Pleosporales	Shiraiaceae	Rubroshiraia		Hannaella	animal_decomposer
	Ascomycota	Dothideomycetes	Pleosporales	Sulcatisporaceae	Anthosulcatispora		Cladosporium	plant_pathogen
jrk11067	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Liua		#N/A	#N/A
jrk11069	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Discotubeufia		#N/A	#N/A
	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Acantharia		#N/A	#N/A
	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Clavidisculum		Dioszegia	0
jrk11121	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Heterotruncatella		Ophiosphaerella	litter_saprotroph
jrk11128	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriales family incertae sedis	Neoleptosporella		Hannaella	animal_decomposer
jrk11133	Ascomycota	Sordariomycetes	Delonicicolales	Delonicicolaceae	Furfurella		Neosetophoma	foliar_endophyte
jrk11134	Ascomycota	Sordariomycetes	Diaporthales	Cryphonectriaceae	Capillaureum	wood_saprotroph	#N/A	#N/A
jrk11135	Ascomycota	Sordariomycetes	Diaporthales	Cryphonectriaceae	Chrysomorbus	wood_saprotroph	Keissleriella	0
	Ascomycota	Sordariomycetes	Diaporthales	Cryphonectriaceae	Eriocamporesia	wood_saprotroph	Coniothyrium	litter_saprotroph
jrk11140	Ascomycota	Sordariomycetes	Diaporthales	Neomelanconiellaceae	Neomelanconiella	litter_saprotroph	#N/A	#N/A
jrk11177	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Neomyrmecridium		#N/A	#N/A
jrk11178	Ascomycota	Sordariomycetes	Myrmecridiales	Xenodactylariaceae	Xenodactylaria		Coniothyrium	litter_saprotroph
jrk11185	Ascomycota	Sordariomycetes	Xenospadicoidales	Xenospadicoidaceae	Pseudodiplococcium		#N/A	#N/A
	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Adustochaete		Septoriella	0
	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Metulochaete		#N/A	#N/A
	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Proterochaete		Epicoccum	litter_saprotroph
	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Psilochaete		#N/A	#N/A
	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Pekloderma	ericoid_mycorrhizal	Vishniacozyma	0
jrk11219	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Geesterania		Papiliotrema	fungal_decomposer
jrk11000	Ascomycota	Arthoniomycetes	Arthoniales	Arthoniaceae	Staurospora		#N/A	#N/A
jrk11001	Ascomycota	Arthoniomycetes	Arthoniales	Chrysotrichaceae	Galbinothrix		#N/A	#N/A
jrk11002	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Amylogalla	fungal_decomposer	Vishniacozyma	0
jrk11003	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Craspedodidymella		Symmetrospora	litter_saprotroph
jrk11004	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Crousobrauniella		Neoascochyta	litter_saprotroph
jrk11005	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Hyalodermella		Tilletiopsis	litter_saprotroph
jrk11006	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Saania	fungal_decomposer	Rhodotorula	foliar_endophyte
jrk11007	Ascomycota	Ascomycota class incertae sedis	Ascomycota order incertae sedis	Ascomycota family incertae sedis	Vizellopsidites		Symmetrospora	litter_saprotroph
jrk11008	Ascomycota	Dothideomycetes	Asterinales	Asterinaceae	Asterostomella	foliar_endophyte	Stemphylium	litter_saprotroph
jrk11011	Ascomycota	Dothideomycetes	Botryosphaeriales	Planistromellaceae	Mycosphaerellopsis		Dioszegia	0
jrk11012	Ascomycota	Dothideomycetes	Botryosphaeriales	Planistromellaceae	Planistroma	wood_saprotroph	Fusarium	litter_saprotroph
jrk11013	Ascomycota	Dothideomycetes	Capnodiales	Aeminiaceae	Aeminium	litter_saprotroph	Kiflimonium	0
jrk11014	Ascomycota	Dothideomycetes	Capnodiales	Dissoconiaceae	Globoramichloridium		Fusarium	litter_saprotroph
jrk11015	Ascomycota	Dothideomycetes	Capnodiales	Extremaceae	Paradevriesia		Saitozyma	0
jrk11016	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ceratosperma		Cystofilobasidium	0
jrk11017	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Plurivorosphaerella		Neosetophoma	foliar_endophyte
jrk11018	Ascomycota	Dothideomycetes	Capnodiales	Phaeothecoidiellaceae	Nowamyces		Vishniacozyma	0
	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Lawreya	fungal_decomposer	Vishniacozyma	0
jrk11019	Ascomycota	Dothideomycetes	Capnodiales	Xenodevriesiaceae	Xenodevriesia		Cystobasidium	fungal_decomposer
jrk11020	Ascomycota	Dothideomycetes	Dothideales	Neocelosporiaceae	Neocelosporium		Ophiosphaerella	litter_saprotroph
	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Pseudoconlarium		Vishniacozyma	0
jrk11021	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Neoparodiaceae	Neoparodia		Paraphoma	wood_saprotroph
jrk11022	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Paranectriellaceae	Araneomyces		Leptospora	0
jrk11024	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Trichothyriaceae	Lichenopeltella	fungal_decomposer	Tricellula	0
jrk11025	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Trichothyriaceae	Pachythyrium	fungal_decomposer	#N/A	#N/A
jrk11026	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Trichothyriaceae	Trichothyrium	mycoparasite	#N/A	#N/A
jrk11027	Ascomycota	Dothideomycetes	Eremithallales	Melaspileaceae	Eremithallus		Sporobolomyces	0
	Ascomycota	Dothideomycetes	Jahnulales	Aliquandostipitaceae	Neojahnula		Hansfordia	0
	Ascomycota	Dothideomycetes	Jahnulales	Aliquandostipitaceae	Pseudojahnula		Dioszegia	0
jrk11029	Ascomycota	Dothideomycetes	Muyocopronales	Muyocopronaceae	Neomycoleptodiscus		#N/A	#N/A
	Ascomycota	Dothideomycetes	Muyocopronales	Muyocopronaceae	Pseudopalawania		Vishniacozyma	0
	Ascomycota	Dothideomycetes	Muyocopronales	Muyocopronaceae	Setoapiospora		Microdochium	foliar_endophyte
jrk11030	Ascomycota	Dothideomycetes	Pleosporales	Aigialaceae	Posidoniomyces		Leptospora	0
jrk11031	Ascomycota	Dothideomycetes	Pleosporales	Amorosiaceae	Alfoldia		Setophoma	unsepcified_saprotroph
jrk11032	Ascomycota	Dothideomycetes	Pleosporales	Amorosiaceae	Amorocoelophoma		Phaeosphaeria	0
jrk11033	Ascomycota	Dothideomycetes	Pleosporales	Anteagloniaceae	Purplema		#N/A	#N/A
jrk11034	Ascomycota	Dothideomycetes	Pleosporales	Astrosphaeriellaceae	Quercicola		Phaeosphaeriopsis	litter_saprotroph
jrk11035	Ascomycota	Dothideomycetes	Pleosporales	Astrosphaeriellaceae	Xenoastrosphaeriella		#N/A	#N/A
	Ascomycota	Dothideomycetes	Pleosporales	Bambusicolaceae	Corylicola		#N/A	#N/A
jrk11036	Ascomycota	Dothideomycetes	Pleosporales	Bambusicolaceae	Leucaenicola		Paraphoma	wood_saprotroph
jrk11037	Ascomycota	Dothideomycetes	Pleosporales	Corynesporascaceae	Corynesporasca		Stagonosporopsis	0
jrk11038	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Synfenestella		#N/A	#N/A
jrk11039	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Pseudoconiothyrium		#N/A	#N/A
jrk11040	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Sphaeronaema		Exidia	litter_saprotroph
	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Vandijckomycella		Bulleribasidium	0
	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Chromolaenicola	litter_saprotroph	Fusarium	litter_saprotroph
jrk11041	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Neptunomyces		Zymoseptoria	litter_saprotroph
	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudodidymocyrtis	fungal_decomposer	Taphrina	0
	Ascomycota	Dothideomycetes	Pleosporales	Latoruaceae	Triseptata		Leptospora	0
	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Pseudomurilentithecium		Curvularia	litter_saprotroph
	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Ochraceocephala		Filobasidium	0
jrk11042	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Pseudoleptosphaeria	wood_saprotroph	Rhodotorula	foliar_endophyte
	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Sclerenchymomyces		Paraphoma	wood_saprotroph
jrk11043	Ascomycota	Dothideomycetes	Pleosporales	Ligninsphaeriaceae	Ligninsphaeriopsis		#N/A	#N/A
	Ascomycota	Dothideomycetes	Pleosporales	Longipedicellataceae	Submerspora		Neodevriesia	litter_saprotroph
	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Kiskunsagia		Neosetophoma	foliar_endophyte
jrk11045	Ascomycota	Dothideomycetes	Pleosporales	Massariaceae	Paramassaria		Papiliotrema	fungal_decomposer
	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Neohelicascus		Herpotrichia	wood_saprotroph
jrk11046	Ascomycota	Dothideomycetes	Pleosporales	Neohendersoniaceae	Neomedicopsis		#N/A	#N/A
	Ascomycota	Dothideomycetes	Pleosporales	Neomassarinaceae	Pseudohelminthosporium		Filobasidium	0
jrk11047	Ascomycota	Dothideomycetes	Pleosporales	Occultibambusaceae	Brunneofusispora		Dioszegia	0
jrk11048	Ascomycota	Dothideomycetes	Pleosporales	Parabambusicolaceae	Lonicericola		Paraophiobolus	wood_saprotroph
	Ascomycota	Dothideomycetes	Pleosporales	Parabambusicolaceae	Paramonodictys		Sporobolomyces	0
jrk11050	Ascomycota	Dothideomycetes	Pleosporales	Paralophiostomataceae	Paralophiostoma		Phaeosphaeria	0
	Ascomycota	Dothideomycetes	Pleosporales	Phaeoseptaceae	Pleopunctum		#N/A	#N/A
jrk11051	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Amarenomyces		Papiliotrema	fungal_decomposer
	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Bhagirathimyces		Paraphoma	wood_saprotroph
jrk11052	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Brunneomurispora		Taphrina	0
	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Hydeopsis		Piniphoma	0
jrk11054	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Jeremyomyces		Wojnowiciella	wood_saprotroph
	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Kwanghwana	litter_saprotroph	#N/A	#N/A
	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Murichromolaenicola		Neosetophoma	foliar_endophyte
	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neoophiobolus		#N/A	#N/A
jrk11055	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neostagonosporella		#N/A	#N/A
	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraleptospora		Aureobasidium	litter_saprotroph
	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraloratospora		Tausonia	0
jrk11056	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeoseptoriella		Zymoseptoria	litter_saprotroph
	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Pseudoophiosphaerella		#N/A	#N/A
	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Pseudostaurosphaeria		Sarocladium	litter_saprotroph
	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Wingfieldomyces	plant_pathogen	Filobasidium	0
jrk11058	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Vittaliana		Striaticonidium	0
jrk11062	Ascomycota	Dothideomycetes	Pleosporales	Pseudoastrosphaeriellaceae	Pseudoastrosphaeriellopsis		#N/A	#N/A
	Ascomycota	Dothideomycetes	Pleosporales	Pseudomassarinaceae	Pseudomassarina	litter_saprotroph	Neosetophoma	foliar_endophyte
	Ascomycota	Dothideomycetes	Pleosporales	Pyrenochaetopsidaceae	Xenopyrenochaetopsis	plant_pathogen	Angustimassarina	wood_saprotroph
	Ascomycota	Dothideomycetes	Pleosporales	Roussoellaceae	Pseudoroussoella		Xenoramularia	0
	Ascomycota	Dothideomycetes	Pleosporales	Roussoellaceae	Setoarthopyrenia		Filobasidium	0
	Ascomycota	Dothideomycetes	Pleosporales	Roussoellaceae	Xenoroussoella		Sporobolomyces	0
jrk11064	Ascomycota	Dothideomycetes	Pleosporales	Striatiguttulaceae	Longicorpus		Pyricularia	0
jrk11065	Ascomycota	Dothideomycetes	Pleosporales	Striatiguttulaceae	Striatiguttula		Paraphoma	wood_saprotroph
	Ascomycota	Dothideomycetes	Pleosporales	Sulcatisporaceae	Parasulcatispora		Plectosphaerella	litter_saprotroph
jrk11066	Ascomycota	Dothideomycetes	Pleosporales	Testudinaceae	Halotestudina		#N/A	#N/A
	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Chromolaenomyces		#N/A	#N/A
	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Pseudothyridariella		Tilletiopsis	litter_saprotroph
	Ascomycota	Dothideomycetes	Strigulales	Strigulaceae	Dichoporis		#N/A	#N/A
	Ascomycota	Dothideomycetes	Strigulales	Strigulaceae	Phyllocharis		Dioszegia	0
	Ascomycota	Dothideomycetes	Strigulales	Strigulaceae	Phyllocraterina		#N/A	#N/A
	Ascomycota	Dothideomycetes	Strigulales	Strigulaceae	Phylloporis		Mortierella	root-associated
	Ascomycota	Dothideomycetes	Strigulales	Strigulaceae	Puiggariella		Sistotrema	0
	Ascomycota	Dothideomycetes	Strigulales	Strigulaceae	Raciborskiella		#N/A	#N/A
	Ascomycota	Dothideomycetes	Strigulales	Strigulaceae	Racoplaca		Septoriella	0
	Ascomycota	Dothideomycetes	Strigulales	Strigulaceae	Serusiauxiella		Microdochium	foliar_endophyte
	Ascomycota	Dothideomycetes	Strigulales	Strigulaceae	Swinscowia		#N/A	#N/A
jrk11068	Ascomycota	Dothideomycetes	Strigulales	Tenuitholiascaceae	Tenuitholiascus		Paradevriesia	0
	Ascomycota	Dothideomycetes	Trypetheliales	Trypetheliaceae	Pseudobogoriella	wood_saprotroph	Papiliotrema	fungal_decomposer
	Ascomycota	Dothideomycetes	Trypetheliales	Trypetheliaceae	Schummia		#N/A	#N/A
	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Camporesiomyces		Bipolaris	litter_saprotroph
jrk11070	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Kevinhydea		#N/A	#N/A
	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Bellamyces		#N/A	#N/A
	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Fuscohilum		Fusarium	litter_saprotroph
	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Helicopsis		Ramularia	0
	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Neofusicladium		Occultifur	litter_saprotroph
	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Parafusicladium		Phaeosphaeria	0
	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Pinaceicola		#N/A	#N/A
	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Sterila		Nigrospora	0
	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Dimerosporiopsis		#N/A	#N/A
	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Fagicola		#N/A	#N/A
	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Fraxinicola	foliar_endophyte	Paraphoma	wood_saprotroph
jrk11071	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales family incertae sedis	Laeviomyces	fungal_decomposer	#N/A	#N/A
jrk11072	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Ajellomyces		Arizonaphlyctis	litter_saprotroph
	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Emydomyces	animal_decomposer	#N/A	#N/A
	Ascomycota	Eurotiomycetes	Sclerococcales	Dactylosporaceae	Pseudosclerococcum		Leptospora	0
jrk11073	Ascomycota	Laboulbeniomycetes	Laboulbeniales	Laboulbeniaceae	Bordea	animal_decomposer	#N/A	#N/A
jrk11074	Ascomycota	Laboulbeniomycetes	Laboulbeniales	Laboulbeniaceae	Thaxterimyces	animal_decomposer	#N/A	#N/A
	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Burrowsia		Tilletiopsis	litter_saprotroph
jrk11075	Ascomycota	Lecanoromycetes	Graphidales	Graphidaceae	Allographa		Arnium	0
jrk11076	Ascomycota	Lecanoromycetes	Graphidales	Graphidaceae	Cryptoschizotrema		Neosetophoma	foliar_endophyte
jrk11077	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Pulchrocladia		Tilletia	0
jrk11078	Ascomycota	Lecanoromycetes	Lecanorales	Lecanorales family incertae sedis	Myochroidea		#N/A	#N/A
jrk11079	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Neoprotoparmelia		#N/A	#N/A
	Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Namibialina		Colletotrichum	litter_saprotroph
	Ascomycota	Lecanoromycetes	Ostropales	Graphidaceae	Jocatoa		Minimedusa	fungal_decomposer
jrk11080	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Neofitzroyomyces		Phaeosphaeria	0
	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Neostictis		Fusarium	litter_saprotroph
	Ascomycota	Lecanoromycetes	Peltigerales	Pannariaceae	Atrophysma		#N/A	#N/A
jrk11081	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Dijigiella		Filobasidium	0
jrk11082	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Hosseusiella		Neosetophoma	foliar_endophyte
jrk11083	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Nevilleiella		#N/A	#N/A
jrk11084	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Rehmaniella		Saitozyma	0
jrk11085	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Teuvoahtiana		#N/A	#N/A
jrk11086	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Upretia		Neosetophoma	foliar_endophyte
	Ascomycota	Lecanoromycetes	Thelocarpales	Thelocarpaceae	Carneothele		Schizothecium	0
jrk11087	Ascomycota	Lecanoromycetes	Turquoiseomycetales	Turquoiseomycetaceae	Turquoiseomyces		Alternaria	litter_saprotroph
jrk11091	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Oidiopsis		Septoriella	0
jrk11092	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Typhulochaeta		#N/A	#N/A
jrk11093	Ascomycota	Leotiomycetes	Helotiales	Arachnopezizaceae	Arachnoscypha		Phaeosphaeria	0
	Ascomycota	Leotiomycetes	Helotiales	Chrysodiscaceae	Chrysodisca		Alternaria	litter_saprotroph
jrk11088	Ascomycota	Leotiomycetes	Helotiales	Cordieritidaceae	Annabella		Vishniacozyma	0
	Ascomycota	Leotiomycetes	Helotiales	Cordieritidaceae	Lawreyella	fungal_decomposer	Neoascochyta	litter_saprotroph
jrk11089	Ascomycota	Leotiomycetes	Helotiales	Cordieritidaceae	Phaeangella		Ascochyta	0
jrk11102	Ascomycota	Leotiomycetes	Helotiales	Discinellaceae	Geocoryne		Chaetosphaeronema	litter_saprotroph
jrk11095	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Chaetoscypha		Zymoseptoria	litter_saprotroph
jrk11096	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Eubelonis		Septoriella	0
jrk11097	Ascomycota	Leotiomycetes	Helotiales	Helotiales family incertae sedis	Arboricolonus	wood_saprotroph	#N/A	#N/A
jrk11094	Ascomycota	Leotiomycetes	Helotiales	Helotiales family incertae sedis	Asterocalyx		#N/A	#N/A
jrk11090	Ascomycota	Leotiomycetes	Helotiales	Helotiales family incertae sedis	Brefeldochium		Neofitzroyomyces	0
	Ascomycota	Leotiomycetes	Helotiales	Helotiales family incertae sedis	Kukwaea	fungal_decomposer	Eocronartium	0
jrk11105	Ascomycota	Leotiomycetes	Helotiales	Helotiales family incertae sedis	Pachydisca		#N/A	#N/A
jrk11106	Ascomycota	Leotiomycetes	Helotiales	Helotiales family incertae sedis	Patinellaria		#N/A	#N/A
jrk11107	Ascomycota	Leotiomycetes	Helotiales	Helotiales family incertae sedis	Phragmonaevia		Mrakiella	0
jrk11098	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Gamarada	soil_saprotroph	Neopseudolachnella	wood_saprotroph
jrk11104	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Scolecolachnum		Leptospora	0
jrk11099	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Tubolachnum		Apenidiella	plant_pathogen
jrk11100	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Tapesia		Cercospora	0
jrk11109	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	Phialina		#N/A	#N/A
jrk11101	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Ploettnerula		Pyrenochaetopsis	litter_saprotroph
	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Pseudolanzia		Waitea	litter_saprotroph
jrk08321	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Staheliella		Vishniacozyma	0
jrk11108	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Mycopappus		Neosetophoma	foliar_endophyte
	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Srinivasanomyces		Heterophoma	litter_saprotroph
jrk11103	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	Aotearoamyces		Mortierella	root-associated
	Ascomycota	Leotiomycetes	Leotiomycetes order incertae sedis	Leotiomycetes family incertae sedis	Blastosporium		Filobasidium	0
jrk11110	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Heufleria		#N/A	#N/A
jrk11111	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Mycomelanea		#N/A	#N/A
jrk11112	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Triblidiopsis	foliar_endophyte	Bulleribasidium	0
jrk11113	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Ascophanus		Ophiognomonia	0
jrk11114	Ascomycota	Pezizomycetes	Pezizales	Pezizales family incertae sedis	Dennisiopsis		Kondoa	0
	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geocavicola		#N/A	#N/A
jrk11115	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Lasiocupulina		Arnium	0
	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pseudocoprotus		#N/A	#N/A
jrk11116	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Pezizomycotina family incertae sedis	Pygmaeosphaera	fungal_decomposer	Aureobasidium	litter_saprotroph
	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycopsidaceae	Ascopersicus		Alternaria	litter_saprotroph
jrk11117	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Diploceras		Paraphaeosphaeria	0
jrk11118	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Disaeta		#N/A	#N/A
jrk11119	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Distononappendiculata		Phaeosphaeria	0
jrk11120	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Diversimediispora		Dioszegia	0
jrk11122	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Nonappendiculata		Ramularia	0
jrk11123	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Parabartalinia		#N/A	#N/A
jrk11124	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Pseudosarcostroma		Orbilia	animal_parasite
jrk11125	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Xenoseimatosporium		Dinemasporium	wood_saprotroph
jrk11126	Ascomycota	Sordariomycetes	Cephalothecales	Cephalothecaceae	Victoriomyces		Vishniacozyma	0
jrk11127	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Miyoshiella		Neosetophoma	foliar_endophyte
jrk11129	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriales family incertae sedis	Neonawawia		Bipolaris	litter_saprotroph
