"","Sample0547","Sample0588","Sample0509","Sample0579","Sample0543","Sample0553","Sample0516","Sample0546","Sample0550","Sample0582","Sample0586","Sample0545","Sample0513","Sample0552","Sample0548","Sample0578","Sample0549","Sample0517","Sample0587","Sample0581","Sample0544","Sample0510","Sample0506","Sample0585","Sample0583","Sample0584","Sample0580","Sample0542","Sample0512","Sample0551","Sample0590","Sample0507","Sample0508","Sample0511","Sample0514","Sample0515","Sample0284","Sample0267","Sample0283","Sample0319","Sample0285","Sample0281","Sample0317","Sample0328","Sample0321","Sample0282","Sample0279","Sample0286","Sample0323","Sample0289","Sample0325","Sample0287","Sample0326","Sample0322","Sample0324","Sample0318","Sample0320","Sample0290","Sample0288","Sample0327","Sample0472","Sample0475","Sample0471","Sample0470","Sample0467","Sample0466","Sample0477","Sample0474","Sample0478","Sample0473","Sample0469","Sample0468"
"OTU_7811",0,1,6,1,3,9,2,5,1,0,2,0,1,3,3,2,12,9,0,2,1,0,6,1,0,2,2,1,3,3,9,0,1,0,1,0,4,1,1,0,1,5,0,0,0,0,1,1,0,2,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,3,2,1,0
"OTU_4520",0,0,2,2,5,7,2,0,10,4,0,1,0,3,1,0,7,0,2,0,0,0,0,0,1,3,0,11,6,1,0,0,1,0,0,0,6,9,0,0,0,2,5,4,0,0,0,0,2,4,12,0,0,2,5,6,1,0,1,0,1,0,1,0,4,4,0,0,0,0,1,0
"OTU_979",0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,12,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,4,0,0,0,0,0,0,18,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_642",21,0,1,3,0,9,0,0,0,4,288,7,0,10,0,127,0,11,10,18,8,0,29,0,6,0,0,0,0,0,57,0,0,0,17,0,17,125,26,0,98,19,0,0,0,17,33,75,0,10,0,141,7,0,0,0,0,37,2,0,3,0,1,0,0,0,0,0,0,11,0,0
"OTU_2963",0,0,0,0,0,8,0,0,17,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6656",6,0,6,6,1,5,5,3,7,5,3,2,3,0,1,3,6,4,3,4,0,1,0,0,4,0,1,2,2,1,0,0,5,3,0,0,1,3,0,2,1,4,3,3,4,0,1,1,6,0,13,0,5,7,5,2,12,0,0,6,10,1,5,4,5,3,2,1,2,6,6,2
"OTU_1619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_1771",0,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1413",0,0,14,0,0,0,0,21,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"OTU_7130",0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2,2,1,1,0,0,0,1,1,0,0,0,2,0,5,8,3,0,1,3,1,0,0,7,1,1,0,0,0,5,0,0,2,2,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_4361",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,1,1
"OTU_1982",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"OTU_1043",0,0,21,6,0,109,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,0,0,0,0,0
"OTU_880",0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,23,0,0,0,21,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2280",0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,20,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2036",0,0,0,0,0,4,0,12,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,5,6,7,0,0,0,0,4,0,0,0,16,0,8,2,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1356",0,3,3,0,0,1,2,1,40,0,0,0,1,0,1,1,1,3,1,0,1,0,5,0,0,1,2,0,0,0,3,1,0,0,1,0,1,32,17,0,2,10,0,1,1,46,0,1,0,1,0,0,0,0,1,1,0,0,17,0,0,2,2,1,1,0,1,0,14,0,0,2
"OTU_1100",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_747",135,0,0,5,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,73,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_728",0,3,1,9,2,0,23,0,14,3,26,9,2,0,23,0,1,5,41,0,1,0,11,5,3,0,1,21,34,3,1,0,2,5,2,0,0,37,0,0,2,0,16,5,17,12,24,0,4,3,9,12,0,2,17,6,16,12,152,0,0,0,0,6,0,3,4,0,0,0,5,1
"OTU_1976",2,1,0,2,2,1,0,0,1,1,2,1,5,1,2,0,0,1,0,0,0,0,6,5,3,0,0,2,1,1,1,0,0,0,0,0,2,0,0,3,0,1,1,1,0,1,4,1,1,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0
"OTU_597",8,5,19,3,0,19,5,69,0,0,0,8,8,1,1,23,9,17,6,19,5,0,32,3,0,6,0,0,1,0,8,0,12,2,14,0,18,23,1,6,0,1,12,6,35,24,12,7,28,0,0,29,0,0,0,6,5,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1792",0,0,0,0,5,0,0,0,9,15,0,0,0,0,0,0,1,1,0,0,4,0,0,8,2,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,2,0,5,0,0,0,1,0,0
"OTU_7752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"OTU_1606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1855",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"OTU_2544",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_522",19,0,0,13,0,0,0,0,0,0,0,0,0,19,0,0,0,0,14,0,13,0,0,0,0,11,0,0,44,0,0,45,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4479",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_746",0,0,1,0,22,7,0,0,3,6,47,0,0,28,0,0,0,3,0,88,0,0,0,0,14,98,0,0,0,8,0,0,0,0,0,0,26,0,320,0,22,25,0,0,0,0,0,33,0,21,13,179,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"OTU_1735",0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6685",0,1,0,1,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,8,0,5,17,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,6
"OTU_1523",0,0,4,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,11,8,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_1182",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,7,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,7
"OTU_3992",0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
"OTU_1111",0,0,1,5,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,17,24,0,0,6,0,0,0,0,0,7,0,1,0,0,18,0,0,0,0,3,3
"OTU_3002",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_582",0,0,0,2,5,0,0,0,16,8,44,0,0,0,0,9,0,0,0,0,10,0,5,0,1,0,0,0,0,6,0,0,0,0,20,0,0,48,12,0,14,28,4,0,0,31,0,19,1,0,0,3,0,0,42,6,0,0,12,30,4,0,0,0,0,0,0,0,0,0,0,0
"OTU_3307",0,2,6,0,0,0,1,0,0,0,8,0,0,0,2,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,1,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,3,2,0,4
"OTU_2129",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_5731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1005",0,0,0,9,0,0,0,18,0,0,0,3,12,1,0,0,8,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,25,30,0,0,0,0,10,0,21,0,0,7,0,0,16,0,0,6,0,0,22,0,0,38,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_1952",0,0,0,21,0,11,0,0,3,0,0,2,4,0,0,0,0,0,12,0,0,1,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,16,0,0,12,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7401",0,3,26,0,0,0,2,1,0,0,0,0,0,1,14,0,20,7,2,0,0,0,0,0,0,0,2,0,1,0,2,0,4,0,2,0,0,0,0,0,0,0,0,7,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,3,4,2,1,11,1,48
"OTU_4253",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1110",2,0,0,5,0,0,7,3,0,2,0,0,0,0,0,0,0,0,0,0,3,0,45,0,0,2,0,9,0,0,3,0,0,0,2,0,0,5,0,28,0,0,11,0,0,0,3,2,29,0,0,0,14,8,7,4,11,0,0,0,0,0,20,2,0,0,0,0,0,4,0,0
"OTU_4012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_575",0,1,17,13,2,22,0,0,1,0,10,22,3,0,3,40,12,38,1,0,1,0,0,2,1,4,6,3,1,0,22,0,25,3,37,0,25,102,12,0,43,0,0,19,18,80,0,12,5,0,3,26,0,5,0,0,39,0,3,19,0,7,8,0,0,0,0,0,0,0,0,0
"OTU_5598",0,49,20,6,0,0,0,0,0,0,16,0,0,7,0,0,0,9,0,0,10,0,0,13,0,12,6,0,0,0,0,0,0,0,0,0,165,152,96,34,111,145,36,0,35,349,39,101,17,139,113,159,24,0,90,62,40,67,107,0,0,0,8,0,13,4,0,17,4,1,4,6
"OTU_586",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,20
"OTU_1431",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_966",0,0,0,0,0,0,13,0,0,0,0,7,0,10,3,0,0,2,0,0,24,0,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,118,24,39,26,12,0,0,30,36,0,0,0,0,18,6,0,0,0,0,0,23,19,0,0,0,0,0,2,0,0,0,0,0,0,0
"OTU_3410",0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1041",0,0,7,0,0,0,0,0,0,0,0,0,0,5,1,20,0,6,0,0,0,0,7,0,2,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,17,0,41,0,48,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"OTU_171",0,4,20,11,1,16,94,0,0,0,32,0,3,29,52,0,11,29,10,0,9,0,21,31,0,2,12,0,48,1,45,0,0,0,21,0,9,91,43,68,28,43,286,189,194,16,3,45,246,12,357,125,203,81,298,186,310,55,122,293,2,21,236,15,60,19,35,9,38,19,18,38
"OTU_591",0,0,0,0,12,0,0,0,21,23,0,0,0,0,0,0,0,0,0,0,0,19,0,0,30,0,0,34,0,20,0,0,0,6,0,0,0,12,12,0,12,15,0,0,0,7,9,0,0,22,0,7,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3079",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_930",0,0,0,0,9,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,5,0,0,0,0,0,23,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3836",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_427",0,0,0,0,0,0,3,0,25,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"OTU_1177",19,0,4,11,3,0,12,0,14,0,7,0,18,2,0,6,0,1,3,0,4,0,2,0,1,0,0,0,31,0,0,21,24,5,8,0,0,10,0,0,0,4,0,0,0,0,0,5,5,6,0,0,0,0,0,0,14,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0
"OTU_825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0
"OTU_213",0,1,0,1,1,15,0,0,15,1,6,0,0,7,0,17,0,0,2,10,2,3,0,0,7,6,0,0,4,5,0,0,0,7,6,0,11,0,6,0,0,26,0,0,0,0,0,0,0,15,0,0,6,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_2066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6599",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_733",0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2813",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_294",0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1620",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,10,0,0,0,0,0,0,9,7,11,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"OTU_1917",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_5759",0,4,10,0,0,1,2,0,0,1,0,0,1,0,1,0,3,4,0,4,0,0,0,0,0,1,2,0,0,0,3,0,1,0,1,0,0,6,1,1,0,1,1,0,1,1,0,1,2,0,1,1,3,0,0,1,1,1,0,1,0,0,4,3,3,1,0,2,1,1,3,2
"OTU_1686",0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,123,20,0,13,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1728",0,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_1372",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1315",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,23,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1049",0,2,0,0,29,0,0,0,18,0,0,0,0,4,0,0,0,0,22,0,0,15,0,0,6,0,7,35,0,22,0,0,0,0,0,0,0,40,0,0,12,0,0,0,0,6,10,21,0,4,0,0,0,7,19,0,0,5,23,0,4,0,0,0,0,0,2,0,0,0,0,0
"OTU_852",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,28,0,0,133,54,0,0,0,0,0,0,76,1,51,0,0,0,0,0,0,0,0,0,5,133,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1653",0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,4,0,0,2,1,0,0,0,0
"OTU_3229",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
