"","Sample0528","Sample0522","Sample0554","Sample0556","Sample0527","Sample0565","Sample0525","Sample0523","Sample0524","Sample0560","Sample0564","Sample0557","Sample0521","Sample0591","Sample0559","Sample0558","Sample0598","Sample0563","Sample0520","Sample0561","Sample0526","Sample0562","Sample0599","Sample0529","Sample0519","Sample0518","Sample0555","Sample0600","Sample0337","Sample0303","Sample0293","Sample0338","Sample0339","Sample0331","Sample0302","Sample0336","Sample0330","Sample0335","Sample0295","Sample0329","Sample0332","Sample0300","Sample0301","Sample0340","Sample0297","Sample0296","Sample0299","Sample0292","Sample0334","Sample0333","Sample0298","Sample0291","Sample0487","Sample0488","Sample0492","Sample0484","Sample0493","Sample0482","Sample0485","Sample0486","Sample0490","Sample0481","Sample0491","Sample0489"
"OTU_995",7,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,2,0,36,0,0,0,10,0,0,0,0,0,0,6,12,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0
"OTU_142",0,0,26,74,1,246,102,0,8,0,50,413,0,722,0,0,393,0,0,0,16,0,0,18,0,0,14,1,520,0,0,335,204,217,0,187,135,107,0,137,18,0,61,0,73,0,0,0,116,0,0,0,22,58,80,17,24,13,66,15,12,56,48,0
"OTU_34",125,596,116,146,85,480,242,160,12,51,60,388,650,514,29,61,62,20,99,64,31,449,0,143,401,40,8,0,32,10,79,20,38,77,1,142,6,3,5,28,70,26,5,0,0,0,0,13,0,2,23,59,0,29,0,22,0,1,5,21,0,5,0,0
"OTU_78",0,0,0,2700,5,521,345,32,775,0,1027,798,0,0,0,0,98,0,3,62,8,18,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0
"OTU_437",0,0,6,10,0,8,17,0,5,12,30,13,6,13,5,0,0,5,5,1,0,8,0,0,0,47,0,0,54,8,13,33,43,55,0,9,23,14,26,13,0,12,31,16,21,0,15,0,6,0,0,0,11,2,4,11,10,2,5,8,0,6,4,9
"OTU_467",0,0,0,0,0,0,0,0,26,60,113,0,0,67,2,18,221,0,10,0,36,4,0,27,17,0,0,0,12,0,0,25,53,0,0,206,344,0,0,0,0,0,12,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"OTU_516",0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,134,0,13,0,0,55,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,19,0,0,0,0
"OTU_1048",0,0,0,0,0,4,25,0,2,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,92,0,0,0,0,0,17,0,0,0,1,0,0,2,0,6,0,0,3,0
"OTU_182",0,0,0,0,23,4,0,0,0,2,0,0,235,21,30,168,0,10,31,42,301,10,0,15,123,88,11,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_117",36,0,0,0,0,0,0,84,0,454,0,0,0,8,0,0,61,75,430,0,0,0,0,0,0,0,123,3,0,7,15,0,0,0,2,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0
"OTU_300",23,85,319,10,6,7,0,27,6,12,13,9,0,2,6,0,0,11,2,56,24,27,0,23,3,0,0,0,27,0,0,5,27,78,0,64,0,0,0,30,8,0,0,0,0,17,0,0,18,31,0,0,8,0,5,5,9,0,16,6,0,6,1,0
"OTU_250",0,150,47,8,0,4,6,0,7,35,19,27,35,5,3,0,0,8,0,12,9,13,0,16,6,7,0,1,0,0,0,0,0,0,0,0,0,33,0,0,0,46,0,0,0,0,0,0,0,0,17,32,18,6,1,2,1,0,2,10,10,0,1,0
"OTU_28",191,659,681,1894,40,3856,2753,1177,1888,285,1897,5404,506,6630,430,123,1347,268,255,209,51,392,0,157,92,25,123,41,36,317,50,471,536,252,69,168,279,1,112,251,267,136,118,71,122,51,0,322,19,322,78,72,15,156,30,48,54,82,85,50,4,173,129,50
"OTU_147",2,45,74,1,19,0,0,0,0,0,0,0,55,0,47,86,0,3,0,10,77,0,0,21,54,26,0,0,18,22,25,0,0,19,0,0,4,0,39,0,0,0,0,0,0,0,0,0,0,9,0,33,0,0,0,0,0,0,0,0,6,0,11,0
"OTU_46",0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,29,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_67",713,0,0,46,15,0,0,14,1,1329,4,0,915,1,0,95,0,388,1481,269,139,24,0,8,72,29,190,4,0,58,0,134,14,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,20,0,1,0,0,0,0,0,0,0,19,0,0
"OTU_379",9,0,0,0,0,0,0,0,0,0,0,0,12,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,16,0,0,0,0,0,0,0,0,25,0,88,18,23,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_360",0,34,0,0,12,0,0,0,0,22,0,9,0,33,0,8,0,0,0,0,28,0,0,0,9,21,0,0,34,84,0,40,15,30,0,82,28,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,3,0,0,0,0,0,10,0,0,0,0,0
"OTU_119",160,75,45,11,20,22,181,68,81,126,71,47,192,443,15,3,59,45,99,178,133,75,0,82,23,118,0,2,0,8,14,37,0,66,98,0,9,52,0,25,9,53,6,0,0,60,0,21,0,89,26,43,1,9,3,0,31,0,8,27,0,0,0,0
"OTU_200",33,105,58,19,0,112,205,6,32,17,23,45,0,80,0,0,10,46,0,0,0,0,0,0,0,0,4,0,99,20,31,346,94,193,40,213,58,62,32,113,128,56,123,108,10,20,170,25,119,67,0,159,13,22,55,42,44,27,14,23,0,31,50,12
"OTU_910",0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,35,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_98",36,365,666,50,107,23,144,0,103,135,75,184,10,47,111,0,43,43,28,81,77,497,0,9,160,94,7,2,0,0,31,34,61,11,0,3,8,36,0,30,11,30,0,0,28,0,0,6,0,14,0,0,38,1,14,5,14,25,32,10,21,10,10,0
"OTU_66",0,51,55,15,0,10,0,0,210,16,0,0,223,97,1,5,0,40,0,537,19,0,0,266,0,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0
"OTU_5034",0,0,0,0,0,0,0,0,3,0,33,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_589",0,0,0,3,0,18,0,0,0,0,5,0,0,90,1,0,10,0,0,0,0,22,0,15,0,0,0,0,0,0,0,10,7,0,0,8,0,0,0,60,21,0,0,47,27,0,0,33,0,16,0,0,0,6,14,0,12,0,0,130,0,0,2,0
"OTU_6205",108,0,0,0,0,0,0,1,0,425,0,0,0,29,0,0,66,168,441,0,0,0,0,0,0,0,300,0,0,11,22,0,0,0,36,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_926",0,0,0,0,0,30,0,0,10,0,5,6,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,4,8,0,0,0,8,0,56,0,14
"OTU_1621",0,4,0,0,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"OTU_323",0,0,0,0,0,0,0,0,0,12,0,0,325,0,2,9,0,2,111,60,628,5,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_570",0,0,0,0,59,0,59,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1587",0,0,0,0,8,0,12,0,0,1,0,0,150,0,11,11,0,0,2,28,23,35,0,8,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_399",0,0,0,0,66,0,0,30,0,0,0,0,0,0,175,42,0,5,0,0,0,0,0,0,9,88,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_69",27,507,603,29,161,3,18,21,0,91,7,76,322,0,395,82,0,45,232,712,105,1213,0,38,274,18,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,39,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0
"OTU_7408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4525,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,0,5,0,0,2,11,0,7,0,0
"OTU_367",138,6,0,2,22,67,0,35,6,108,2,0,26,21,16,4,0,0,493,0,117,32,0,0,0,32,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
"OTU_125",41,0,0,3,131,0,12,13,4,52,11,8,0,2,661,130,0,0,21,21,37,25,0,0,127,371,27,0,7,136,17,15,49,45,0,26,8,0,102,92,193,700,42,33,67,59,50,49,0,0,121,36,4,0,2,4,6,1,0,2,0,1,5,0
"OTU_505",0,0,10,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,60,0,0,0,196,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_152",0,0,0,0,136,0,0,0,0,0,0,0,0,0,25,10,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6865",0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_325",26,22,0,0,0,0,0,0,0,0,0,0,2066,0,0,1,0,5,0,3,204,0,0,264,0,73,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_51",4,65,36,125,143,2,35,4,2,4,24,117,14,2,27,28,0,0,0,98,82,260,0,3,299,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_63",10,15,64,68,12,30,5,2,777,19,12,17,31,4,78,4,8,2,28,4,3,265,8533,0,96,16,0,10,0,0,0,0,5,0,13,0,0,18,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,1,3,0,0
"OTU_7152",0,0,0,0,1,0,1,1,0,1,0,3,0,1,26,33,0,0,0,0,0,0,0,0,0,61,0,0,1,1,0,0,0,0,0,1,0,14,0,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"OTU_224",4,62,0,0,47,0,0,0,0,4,0,0,9,4,39,205,11,0,1,28,153,0,0,42,63,0,0,0,0,0,0,0,15,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7605",0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,2,1,0,0,0,0
"OTU_783",6,0,0,6,33,0,1,0,0,16,0,0,0,1,0,0,0,0,16,12,15,0,0,0,0,0,0,0,0,0,0,0,18,0,0,43,0,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,8,0,1,4,0
"OTU_764",0,0,0,0,0,1,0,0,0,0,3,0,102,0,0,0,0,2,0,0,19,0,0,177,0,0,0,0,0,0,0,55,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4727",76,335,230,208,89,31,232,77,415,149,1680,346,100,649,67,13,602,88,83,211,14,496,0,68,123,57,11,5,165,51,65,37,16,7,1,7,16,37,0,40,64,2,138,33,0,0,0,0,183,0,0,0,106,60,25,33,72,23,133,135,45,89,11,30
"OTU_791",0,0,0,0,0,0,10,0,10,3,5,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,45,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,1,3,0,0,2,0,0
"OTU_3073",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_257",0,0,0,0,1,0,0,0,0,11,0,0,0,0,8,164,0,0,16,4,119,0,0,29,30,14,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,13,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_335",0,0,0,0,13,0,0,0,0,0,4,258,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,105,27,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,20,0,0,0,0,0,0
"OTU_140",26,106,0,22,0,57,118,19,34,0,34,63,24,25,3,0,13,1,3,0,0,4,0,0,0,92,0,0,90,0,67,216,104,177,159,64,88,40,27,45,102,40,391,51,217,36,0,0,0,19,84,0,18,4,16,18,4,16,0,11,2,83,18,2
"OTU_649",0,87,0,0,0,0,0,0,0,9,0,0,0,0,8,1,0,3,10,2,11,5,0,38,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_762",0,21,121,8,0,6,0,0,1,0,1,24,12,8,0,0,10,19,0,4,0,43,0,4,0,0,4,0,0,0,0,0,1,0,0,11,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,13,0,0,2,0,0,1,0
"OTU_935",0,0,36,0,0,0,0,11,4,21,0,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"OTU_25",300,0,53,28,8,96,48,0,180,19,40,33,0,100,4,3,62,0,216,7,11,14,0,79,31,13,9,0,18,0,0,12,0,0,0,0,13,1,0,0,0,0,247,0,0,0,0,0,0,0,0,0,8,2,7,0,3,30,11,5,0,0,5,2
"OTU_1534",0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"OTU_88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2151",7,86,67,267,0,359,259,41,358,3,106,277,69,634,0,0,1182,81,6,9,0,76,0,104,1,0,5,1,101,10,0,283,183,124,127,110,67,26,62,57,214,109,97,52,9,0,0,8,16,19,22,9,515,175,665,130,374,186,388,486,131,655,627,37
"OTU_269",31,0,0,0,0,0,0,53,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_743",0,0,0,0,0,0,0,7,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0
"OTU_611",0,0,0,0,0,29,0,0,0,0,2,10,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_1021",0,0,0,0,0,3,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1227",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"OTU_5821",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_175",18,0,21,0,34,0,0,0,0,64,0,0,55,0,138,285,0,0,45,1540,535,212,0,7,70,40,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_940",0,0,0,4,0,0,0,0,0,3,7,2,0,0,2,0,0,0,0,0,0,4,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1745",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6818",0,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"OTU_307",0,27,23,5,111,0,0,25,36,49,42,0,392,19,33,188,7,7,86,189,315,78,0,106,42,26,12,1,0,0,17,39,0,0,0,22,0,43,0,0,0,0,0,0,0,0,0,0,0,1,9,0,5,0,6,2,0,22,0,0,3,21,0,8
"OTU_364",0,178,0,54,0,0,0,0,0,0,0,0,278,0,0,198,0,0,0,140,242,39,1,379,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_406",2,90,462,0,0,0,0,29,0,0,0,0,23,0,0,9,0,9,16,11,0,44,0,0,0,0,0,0,0,0,0,12,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"OTU_251",0,0,0,0,5,0,0,0,0,0,2,0,0,0,13,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_734",0,0,0,0,0,4,0,0,5,6,0,20,0,10,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,37,0,0,0,0,47,0,40,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,8,1,0,3,0,8,0,28,0
"OTU_4112",7,0,1,3,0,0,0,0,1,42,1,0,13,7,0,1,2,12,10,6,6,1,0,6,1,1,3,0,0,0,0,6,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_96",18,0,167,0,0,0,0,703,0,18,0,0,0,1,3081,0,0,13,71,0,0,0,0,0,19,0,608,0,0,238,82,0,28,15,10,11,61,0,0,0,32,0,242,0,0,75,0,0,0,72,58,72,0,1,22,0,0,0,0,17,5,0,19,62
"OTU_219",17,10,63,4,29,0,0,0,0,5,0,0,149,0,409,21,0,0,151,268,139,592,0,69,19,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_661",6,0,0,0,0,0,0,0,0,0,0,0,112,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_38",30,189,430,102,276,0,106,7,0,58,6,54,1044,4,104,182,0,24,23,575,126,555,0,67,447,102,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,24,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1010",0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1863",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_186",0,0,0,3,9,9,12,20,2,21,13,8,26,5,25,15,0,10,0,20,57,0,0,8,21,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0
"OTU_1163",0,0,0,0,0,0,4,33,3,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_501",0,63,236,89,0,24,2,0,0,12,121,181,0,71,0,2,29,0,20,0,0,23,0,0,0,22,1,1,18,0,0,31,8,0,0,0,0,0,0,17,14,0,0,0,2,0,0,56,0,0,0,1,0,10,5,12,0,11,8,31,4,0,17,0
"OTU_2009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"OTU_1564",0,0,11,10,0,1,0,0,26,0,13,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,57,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20,0,0,0,0,0,0
"OTU_885",0,30,0,6,0,2,18,7,17,2,0,3,0,49,0,0,0,3,3,7,0,7,0,0,0,0,0,0,0,0,0,58,15,0,0,0,6,23,0,0,5,0,0,19,0,0,0,0,1,0,0,0,0,0,2,0,5,0,8,3,1,1,7,3
"OTU_166",12,0,0,0,37,0,0,34,0,191,0,0,0,5,4,0,0,66,17,23,0,0,0,0,42,0,111,0,0,0,0,0,22,0,0,0,0,0,0,0,0,61,0,0,0,92,58,157,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_178",91,0,0,2,0,0,0,76,0,61,81,0,0,1,0,0,0,82,490,0,15,0,0,10,0,0,256,0,0,119,0,0,0,9,0,0,0,0,35,0,0,0,38,0,116,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_138",347,0,0,0,0,0,0,52,0,125,0,17,0,0,0,0,43,22,264,0,0,3,0,0,13,5,43,0,13,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,24,0,0,0,0,0,44,0,0,0,6,0,0,0,0,0,0,0,0
"OTU_6",0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,11,11,2,0,0,0,0,1942,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,39,0,6,24,0,2,53,2,18,0,37
"OTU_474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_368",12,0,33,0,10,3,0,3,1,13,53,7,0,0,1,2,0,1,15,3,22,3,0,0,5,0,4,0,0,0,0,155,0,0,0,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"OTU_383",0,0,0,0,150,0,0,12,0,2,0,0,0,0,150,30,0,1,0,0,0,6,0,0,64,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_435",69,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,0,0,443,0,46,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0
