"","Sample0759","Sample0720","Sample0760","Sample0761","Sample0793","Sample0718","Sample0758","Sample0753","Sample0796","Sample0727","Sample0795","Sample0717","Sample0726","Sample0752","Sample0755","Sample0754","Sample0792","Sample0721","Sample0788","Sample0757","Sample0789","Sample0791","Sample0797","Sample0762","Sample0790","Sample0756","Sample0719","Sample0763","Sample0794","Sample0723","Sample0725","Sample0799","Sample0798","Sample0716","Sample0722","Sample0724","Sample0229","Sample0142","Sample0148","Sample0235","Sample0233","Sample0231","Sample0154","Sample0149","Sample0190","Sample0146","Sample0230","Sample0152","Sample0188","Sample0145","Sample0186","Sample0232","Sample0192","Sample0191","Sample0181","Sample0153","Sample0227","Sample0182","Sample0184","Sample0185","Sample0183","Sample0147","Sample0150","Sample0234","Sample0156","Sample0228","Sample0144","Sample0187","Sample0236","Sample0225","Sample0226","Sample0189"
"OTU_3259",0,0,1,0,132,0,0,80,602,153,0,37,122,0,20,14,1,0,104,103,64,0,0,107,488,169,0,0,1,0,166,4,42,30,0,0,20,0,19,173,0,48,12,1,247,7,0,0,8,14,42,40,105,12,73,0,0,14,15,318,0,11,2,0,0,0,0,357,0,190,0,0
"OTU_176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_59",47,0,0,125,133,120,568,111,0,77,0,19,58,0,0,0,0,0,0,0,0,0,40,0,106,130,0,0,0,0,0,15,0,0,80,0,0,23,26,0,0,0,6,4,0,59,46,13,17,32,49,0,1,0,12,2,0,18,65,25,0,653,4,0,17,0,53,5,0,0,0,0
"OTU_4607",0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"OTU_6277",0,0,0,0,5,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_104",0,0,0,0,0,0,0,0,43,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_89",0,0,4,0,0,0,400,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"OTU_223",0,0,0,348,0,0,109,238,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,6,641,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"OTU_55",0,0,0,0,0,0,0,0,21,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_419",0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_35",0,0,0,409,0,81,0,146,0,0,0,0,881,0,0,0,0,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_54",0,0,0,0,33,0,0,0,161,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,54,87,41,0,0,0,0,0,10,0,0,0,0,0,0,0,0,48,4,1,9,0,0,0,8,2,6,85,34,15,57,0,0,7,0,41,172,7,53,0,0,0,2,44,0,0,0,0
"OTU_401",0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_164",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,43,0,49,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_120",0,0,0,0,19,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_510",101,0,0,0,0,0,0,0,1203,0,0,66,0,0,0,0,0,0,216,0,287,156,0,0,0,0,0,60,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_130",0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_464",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_75",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_11",1679,90,468,1802,3399,2471,1547,2504,668,1127,165,243,685,131,66,881,0,1336,209,70,21,969,153,189,863,560,192,2,142,70,113,28,114,63,149,38,111,178,272,701,0,474,61,267,214,100,239,86,180,396,282,753,121,119,248,95,0,154,135,999,741,409,231,0,559,603,88,864,0,0,0,0
"OTU_377",0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1",5416,1544,2924,3188,2939,3877,3375,1354,733,4403,5200,9590,2912,2336,3900,1406,1723,3704,802,3057,4254,1751,2295,520,2657,411,740,499,1048,825,938,1055,485,233,707,1288,988,878,559,2189,0,1490,1074,951,3628,1722,1428,961,429,672,450,3415,1748,884,517,1568,0,469,839,717,3015,1061,1164,325,682,1,769,538,0,0,1,0
"OTU_189",0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_199",0,0,0,0,0,0,0,0,66,0,0,100,0,25,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
