jrk_template	Phylum	Class	Order	Family	GENUS	Secondary_lifestyle	Genus	
jrk11130	Ascomycota	Sordariomycetes	Coronophorales	Ceratostomataceae	Dactylidispora		#N/A	#N/A
jrk11131	Ascomycota	Sordariomycetes	Coronophorales	Ceratostomataceae	Echinusitheca		Dissoconium	plant_pathogen
jrk11132	Ascomycota	Sordariomycetes	Coronophorales	Ceratostomataceae	Pseudomicrothecium		#N/A	#N/A
jrk11136	Ascomycota	Sordariomycetes	Diaporthales	Cryphonectriaceae	Myrtonectria	wood_saprotroph	#N/A	#N/A
	Ascomycota	Sordariomycetes	Diaporthales	Cryphonectriaceae	Myrtoporthe	wood_saprotroph	Aureobasidium	litter_saprotroph
	Ascomycota	Sordariomycetes	Diaporthales	Diaporthales family incertae sedis	Kamalia		#N/A	#N/A
jrk11137	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Flavignomonia	wood_saprotroph	Paraphaeosphaeria	0
jrk11138	Ascomycota	Sordariomycetes	Diaporthales	Melanconiellaceae	Septomelanconiella		Sporobolomyces	0
jrk11139	Ascomycota	Sordariomycetes	Diaporthales	Melanconiellaceae	Sheathospora	wood_saprotroph	Didymella	litter_saprotroph
jrk11141	Ascomycota	Sordariomycetes	Diaporthales	Phaeoappendicosporaceae	Neophaeoappendicospora		Cercospora	0
jrk11142	Ascomycota	Sordariomycetes	Diaporthales	Pseudomelanconidaceae	Neopseudomelanconis		Phaeosphaeria	0
jrk11143	Ascomycota	Sordariomycetes	Diaporthomycetidae order incertae sedis	Diaporthomycetidae family incertae sedis	Aquimonospora		#N/A	#N/A
jrk11144	Ascomycota	Sordariomycetes	Diaporthomycetidae order incertae sedis	Diaporthomycetidae family incertae sedis	Proliferophorum		Dissoconium	plant_pathogen
jrk11145	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Brunneochlamydosporium		Dioszegia	0
jrk11146	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Brunneomyces		Microdochium	foliar_endophyte
jrk11147	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Chlamydosporiella		Ramularia	0
jrk11148	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Furcasterigmium		#N/A	#N/A
jrk11149	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Fuscohypha		Dinemasporium	wood_saprotroph
jrk11150	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Musidium	root-associated	Vishniacozyma	0
jrk11151	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Nigrocephalum		Neosetophoma	foliar_endophyte
jrk11152	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Paragibellulopsis		Zymoseptoria	litter_saprotroph
jrk11153	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Paramusicillium		Saitozyma	0
jrk11154	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Phialoparvum		Phomopsis	foliar_endophyte
jrk11155	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Sayamraella		Mortierella	root-associated
jrk11156	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Summerbellia		Stagonospora	0
jrk11157	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Theobromium		Pseudoophiobolus	wood_saprotroph
jrk11158	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Chrysonectria		#N/A	#N/A
	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Pilonectria		Dioszegia	0
jrk11159	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Helicocollum		Cryptocline	0
jrk11160	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Nigelia		#N/A	#N/A
jrk11161	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Romanoa		Hannaella	animal_decomposer
	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Neobaryopsis	fungal_decomposer	Pyrenophora	wood_saprotroph
jrk11162	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Kiflimonium		Acremonium	foliar_endophyte
jrk11163	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Stephanoma	fungal_decomposer	#N/A	#N/A
jrk11165	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Murinectria		Entyloma	0
jrk11166	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Neoeucasphaeria		Bipolaris	litter_saprotroph
jrk11167	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Parasarocladium		Vishniacozyma	0
jrk11168	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Hyalinostachys		#N/A	#N/A
jrk11169	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Bifusisporella	foliar_endophyte	#N/A	#N/A
jrk11170	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Setameliola	epiphyte	#N/A	#N/A
jrk11171	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Amphitrite		Tetraploa	wood_saprotroph
jrk11172	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Aniptosporopsis		Clonostachys	plant_pathogen
jrk11173	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Lautisporopsis		Ceratobasidium	litter_saprotroph
jrk11174	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Paraaniptodera		Cladosporium	plant_pathogen
jrk11175	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Fairmania		Robillarda	0
jrk11176	Ascomycota	Sordariomycetes	Microascales	Triadelphiaceae	Synnematotriadelphia		Neosetophoma	foliar_endophyte
jrk11179	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Afroraffaelea	arthropod-associated	#N/A	#N/A
	Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	Neomonodictys		#N/A	#N/A
jrk11180	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Allobotryotrichum		Phaeosphaeria	0
jrk11181	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Episternus		Nigrospora	0
jrk11182	Ascomycota	Sordariomycetes	Sordariomycetes order incertae sedis	Sordariomycetes family incertae sedis	Guarroa		Tricellula	0
	Ascomycota	Sordariomycetes	Sordariomycetes order incertae sedis	Sordariomycetes family incertae sedis	Phaeobotrys		Didymella	litter_saprotroph
jrk11183	Ascomycota	Sordariomycetes	Torpedosporales	Juncigenaceae	Elbamycella	litter_saprotroph	Karstenia	0
jrk11184	Ascomycota	Sordariomycetes	Xenospadicoidales	Xenospadicoidaceae	Neospadicoides	litter_saprotroph	Ramularia	0
	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Allodiatrype		Colletotrichum	litter_saprotroph
jrk11186	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Halocryptovalsa		Limonomyces	wood_saprotroph
jrk11187	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Neoeutypella		#N/A	#N/A
jrk11188	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Natonodosa		#N/A	#N/A
	Ascomycota	Sordariomycetes	Xylariales	Xylariales family incertae sedis	Xenoanthostomella		Alternariaster	wood_saprotroph
jrk11189	Ascomycota	Sordariomycetes	Xylariomycetidae order incertae sedis	Cainiaceae	Alishanica		Kurtzmanomyces	0
jrk11190	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae	Buerenia		Dissoconium	plant_pathogen
jrk11192	Basidiomycota	Agaricomycetes	Agaricales	Agaricales family incertae sedis	Lignomphalia		Vishniacozyma	0
jrk11193	Basidiomycota	Agaricomycetes	Agaricales	Agaricales family incertae sedis	Vanromburghia		#N/A	#N/A
jrk11194	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Limacellopsis		Fusarium	litter_saprotroph
jrk11195	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Zhuliangomyces		Cistella	litter_saprotroph
jrk11196	Basidiomycota	Agaricomycetes	Agaricales	Callistosporiaceae	Anupama		Periconia	foliar_endophyte
jrk11197	Basidiomycota	Agaricomycetes	Agaricales	Cystostereaceae	Rigidotubus		Phaeosphaeria	0
jrk11198	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Sinohygrocybe	soil_saprotroph	Ramularia	0
	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Paragymnopus	litter_saprotroph	Pseudogymnoascus	0
jrk11199	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Pusillomyces	litter_saprotroph	#N/A	#N/A
	Basidiomycota	Agaricomycetes	Agaricales	Porotheleaceae	Chrysomycena		Stagonospora	0
jrk11191	Basidiomycota	Agaricomycetes	Agaricales	Porotheleaceae	Leucoinocybe		Keissleriella	0
	Basidiomycota	Agaricomycetes	Agaricales	Porotheleaceae	Pulverulina		#N/A	#N/A
jrk11200	Basidiomycota	Agaricomycetes	Agaricales	Tubariaceae	Pleuromyces		Stagonospora	0
	Basidiomycota	Agaricomycetes	Agaricales 	Callistosporiaceae	Xerophorus	soil_saprotroph	#N/A	#N/A
jrk11201	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales family incertae sedis	Gelacantha		Cyphellophora	animal_parasite
jrk11202	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales family incertae sedis	Grammatus		Dioszegia	0
jrk11203	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales family incertae sedis	Hyalodon		Lectera	0
jrk11204	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales family incertae sedis	Hydrophana		Filobasidium	0
jrk11205	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales family incertae sedis	Mycostilla		Neosetophoma	foliar_endophyte
jrk11206	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales family incertae sedis	Myxariellum		Thelebolus	foliar_endophyte
jrk11207	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales family incertae sedis	Ofella		Bipolaris	litter_saprotroph
jrk11208	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales family incertae sedis	Protoacia		Stemphylium	litter_saprotroph
jrk11209	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales family incertae sedis	Stypellopsis		Schizothecium	0
jrk11210	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Indoporus		Neosetophoma	foliar_endophyte
jrk11211	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Ionosporus		Neosetophoma	foliar_endophyte
	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Longistriata		#N/A	#N/A
jrk11212	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Spongispora		#N/A	#N/A
	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	Neoacladium		Pseudopithomyces	litter_saprotroph
	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Bergerella	fungal_decomposer	#N/A	#N/A
jrk11213	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Laeticorticium		Alfaria	soil_saprotroph
	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Hydnoporia		#N/A	#N/A
jrk11214	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Grandinia		#N/A	#N/A
jrk11215	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Ranadivia		Symmetrospora	litter_saprotroph
jrk11216	Basidiomycota	Agaricomycetes	Polyporales	Incrustoporiaceae	Gloeoporellus		Radulidium	0
jrk11217	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Resiniporus		Diaporthe	litter_saprotroph
jrk11218	Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae	Kusaghiporia		Knufia	rock-inhabiting
jrk11220	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Hermanssonia		#N/A	#N/A
jrk11221	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Hydnophanerochaete		Neosetophoma	foliar_endophyte
jrk11222	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Pappia		Pestalotiopsis	0
jrk11223	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Stereophlebia		Scytalidium	litter_saprotroph
jrk11224	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Crepatura		Periconia	foliar_endophyte
jrk11225	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Efibulella		Neosetophoma	foliar_endophyte
jrk11226	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Odontoefibula		Monographella	0
jrk11227	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Cinereomycetella		#N/A	#N/A
jrk11228	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Dextrinoporus		Sistotrema	0
jrk11229	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Endopandanicola	foliar_endophyte	Phaeosphaeria	0
jrk11230	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Murinicarpus		#N/A	#N/A
jrk11231	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Pilatotrama		#N/A	#N/A
jrk11232	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Szczepkamyces		Exophiala	litter_saprotroph
jrk11233	Basidiomycota	Agaricomycetes	Polyporales	Polyporales family incertae sedis	Amaropostia		#N/A	#N/A
jrk11234	Basidiomycota	Agaricomycetes	Polyporales	Polyporales family incertae sedis	Calcipostia		Emericellopsis	0
jrk11235	Basidiomycota	Agaricomycetes	Polyporales	Polyporales family incertae sedis	Cyanosporus		#N/A	#N/A
jrk11236	Basidiomycota	Agaricomycetes	Polyporales	Polyporales family incertae sedis	Cystidiopostia		Septoriella	0
jrk11237	Basidiomycota	Agaricomycetes	Polyporales	Polyporales family incertae sedis	Fuscopostia		#N/A	#N/A
jrk11238	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Elaphroporia		#N/A	#N/A
	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Trianguloporus		Paramycosphaerella	0
jrk11239	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Trullella		#N/A	#N/A
	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Parapterulicium		Setophoma	unsepcified_saprotroph
jrk11241	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Confertextum		Inocybe	0
jrk11242	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Gloeosoma		Didymella	litter_saprotroph
jrk11243	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Matula		Stagonospora	0
jrk11244	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Agaricostilbaceae	Agaricostilbum		Orbilia	animal_parasite
	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Boekhoutia		#N/A	#N/A
	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Jianyuniaceae	Pseudosterigmatospora		Neosetophoma	foliar_endophyte
	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Jianyuniaceae	Sterigmatospora		#N/A	#N/A
jrk11245	Basidiomycota	Atractiellomycetes	Atractiellales	Phleogenaceae	Saccosoma		Peniophora	plant_pathogen
jrk11246	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Halobasidium		#N/A	#N/A
	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiales family incertae sedis	Begerowomyces		Neovaginatispora	0
	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiales family incertae sedis	Robertozyma		Neosetophoma	foliar_endophyte
	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes order incertae sedis	Cystobasidiomycetes family incertae sedis	Lichenozyma	fungal_decomposer	Vishniacozyma	0
jrk11247	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes order incertae sedis	Cystobasidiomycetes family incertae sedis	Queiroziella		Diaporthe	litter_saprotroph
	Basidiomycota	Cystobasidiomycetes	Spiculogloeales	Spiculogloeales family incertae sedis	Meniscomyces	soil_saprotroph	Uwebraunia	0
jrk11249	Basidiomycota	Microbotryomycetes	Heitmaniales	Heitmaniaceae	Heitmania		#N/A	#N/A
jrk11248	Basidiomycota	Microbotryomycetes	Heterogastridiales	Heterogastridiaceae	Krieglsteinera	fungal_decomposer	Septoria	litter_saprotroph
	Basidiomycota	Microbotryomycetes	Rosettozymales	Rosettozymaceae	Rosettozyma		Buckleyzyma	litter_saprotroph
jrk11250	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Cerradoa		#N/A	#N/A
jrk11251	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Vustinia		Keissleriella	0
	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Teunia	epiphyte	Phialocephala	root_endophyte
jrk11252	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Pascua		Claviceps	0
jrk11253	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Prillingera	epiphyte	Phyllozyma	litter_saprotroph
jrk11254	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Mycosarcoma	epiphyte	Cyphellophora	animal_parasite
	Chytridiomycota	Chytridiomycetes	Chytridiomycota order incertae sedis	Quaeritorhizaceae	Quaeritorhiza		#N/A	#N/A
jrk11255	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Sieverdingia	root-associated	#N/A	#N/A
jrk11256	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliglomus	root-associated	Parastagonospora	litter_saprotroph
jrk11257	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	root-associated	Exophiala	litter_saprotroph
jrk11258	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microkamienskia	root-associated	#N/A	#N/A
jrk11259	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Nanoglomus	root-associated	Neosetophoma	foliar_endophyte
jrk11260	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Orientoglomus	root-associated	Leptosphaeria	wood_saprotroph
	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Agriosomyces	litter_saprotroph	Papiliotrema	fungal_decomposer
	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Aklioshbomyces	litter_saprotroph	#N/A	#N/A
	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Capellomyces	litter_saprotroph	Periconia	foliar_endophyte
jrk11261	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Feramyces	litter_saprotroph	Paradevriesia	0
	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Ghazallomyces	litter_saprotroph	#N/A	#N/A
	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Joblinomyces	litter_saprotroph	Vishniacozyma	0
	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Khoyollomyces	litter_saprotroph	Vishniacozyma	0
jrk11262	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Liebetanzomyces	litter_saprotroph	Ophiognomonia	0
jrk11263	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Pecoramyces	litter_saprotroph	Uwebraunia	0
	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Tahromyces	litter_saprotroph	Tricellula	0
jrk11264	Rozellomycota	Microsporidea	Glugeida	Spragueidae	Pseudokabatana		Phaeosphaeria	0
jrk11265	Rozellomycota	Microsporidea	Nosematida	Nosematida family incertae sedis	Alternosema		Sclerostagonospora	plant_pathogen
jrk11266	Rozellomycota	Microsporidea	Nosematida	Nosematida family incertae sedis	Percutemincola		Penicillium	foliar_endophyte
	Rozellomycota	Rozellomycota class incertae sedis	Rozellomycota order incertae sedis	Rozellomycota family incertae sedis	Morellospora		Neoascochyta	litter_saprotroph
jrk11267	Rozellomycota	Rudimicrosporea	Metchnikovellida	Metchnikovellidae	Caulleryetta		Curvularia	litter_saprotroph
jrk11268	Zoopagomycota	Zoopagomycota class incertae sedis	Zoopagomycota order incertae sedis	Zoopagomycota family incertae sedis	Aenigmatomyces	fungal_decomposer	#N/A	#N/A
	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Cylindroaseptospora		Cercospora	0
	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Amphosoma	pollen_saprotroph	#N/A	#N/A
	Ascomycota	Sordariomycetes	Diaporthales	Stilbosporaceae	Prosthecium		Phaeosphaeria	0
	Ascomycota	Sordariomycetes	Glomerellales	Reticulascaceae	Chaetopsis		#N/A	#N/A
jrk08793	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Tumenectria		Leptospora	0
	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Brachychaeta		Filobasidium	0
	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chrysanthotrichum	dung_saprotroph	Cistella	litter_saprotroph
jrk08805	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Stolonocarpus		Stagonospora	0
	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Mastigobasidium	fungal_decomposer	Neosetophoma	foliar_endophyte
jrk09877	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Remleria		#N/A	#N/A
	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	Capturomyces		Neosetophoma	foliar_endophyte
	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	Variabilispora		Neoascochyta	litter_saprotroph
	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	Vexillomyces		Ceratobasidium	litter_saprotroph
jrk05348	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Muscodor	wood_saprotroph	#N/A	#N/A
	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Bryoperdon	bryophilous	Phaeosphaeria	0
	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Phaeopterula		#N/A	#N/A
	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Asero‘		Diaporthe	litter_saprotroph
	Basidiomycota	Agaricomycetes	Polyporales	Polyporales family incertae sedis	Ceraceohydnum		Phaeosphaeria	0
	Basidiomycota	Agaricomycetes	Polyporales	Polyporales family incertae sedis	Ceraceomerulius		Neosetophoma	foliar_endophyte
	Basidiomycota	Microbotryomycetes	Camptobasidiales	Camptobasidiaceae	Cryolevonia		Phaeosphaeria	0
	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Neopuccinia		Limonomyces	wood_saprotroph
	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Quasipucciniastrum		#N/A	#N/A
	Basidiomycota	Pucciniomycetes	Pucciniales	Raveneliaceae	Crossopsorella		Colletotrichum	litter_saprotroph
	Ascomycota	Dothideomycetes	Pleosporales	Longiostiolaceae	Shearia	plant_pathogen	Karstenia	0
	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Neocoleroa	wood_saprotroph	Diaporthe	litter_saprotroph
	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Sympodiella		Fusarium	litter_saprotroph
	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Ahmadea		Entyloma	0
	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Babosia		Neosetophoma	foliar_endophyte
	Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Tylocliostomum		#N/A	#N/A
	Ascomycota	Pezizomycetes	Pezizales	Geomoriaceae	Geomorium		#N/A	#N/A
	Ascomycota	Sordariomycetes	Sordariomycetes order incertae sedis	Junewangiaceae	Jennwenomyces		#N/A	#N/A
	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Fasciodontia		Cercospora	0
	Entomophthoromycota	Entomophthoromycetes	Entomophthorales	Ancylistaceae	Capillidium	animal_decomposer	Filobasidium	0
