"","Sample0934","Sample0891","Sample0864","Sample0926","Sample0900","Sample0893","Sample0897","Sample0860","Sample0857","Sample0895","Sample0862","Sample0892","Sample0889","Sample0894","Sample0896","Sample0854","Sample0899","Sample0898","Sample0859","Sample0933","Sample0861","Sample0858","Sample0863","Sample0890","Sample0853","Sample0856","Sample0855","Sample0935","Sample0416","Sample0409","Sample0456","Sample0461","Sample0414","Sample0411","Sample0462","Sample0415","Sample0369","Sample0413","Sample0406","Sample0463","Sample0464","Sample0374","Sample0453","Sample0408","Sample0376","Sample0373","Sample0379","Sample0460","Sample0407","Sample0459","Sample0458","Sample0377","Sample0412","Sample0380","Sample0465","Sample0372","Sample0455","Sample0410","Sample0368","Sample0378","Sample0375","Sample0370","Sample0417"
"OTU_467",0,6,0,4,50,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0
"OTU_516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1048",0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_182",0,14,243,0,0,1713,0,0,56,0,0,0,0,120,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_117",0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,28,0,0,106,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,65,0,0,0,0,0,0,0
"OTU_300",0,3,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_250",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
"OTU_28",0,639,86,1097,1201,177,606,1936,113,89,0,2029,0,0,133,45,3643,0,473,107,95,0,0,0,828,1,0,0,16,325,12,7,9,22,74,9,35,18,8,9,40,0,2,4,7,21,7,164,43,88,91,4,0,0,11,1,8,0,6,1,2,0,0
"OTU_147",0,34,67,5,0,7521,0,0,277,0,156,0,0,484,96,0,0,1,30,0,16,1,0,0,62,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"OTU_46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,3,0,0,0,0,0,0
"OTU_67",0,261,0,431,2,343,0,0,0,320,0,0,0,0,51,0,846,0,0,0,0,0,0,0,0,0,0,0,63,35,19,2,7,68,6,15,0,4,2,0,1,0,0,1,2,0,0,63,56,29,65,0,1,0,3,70,2,3,0,0,0,0,0
"OTU_379",0,0,0,0,0,896,0,0,0,0,0,0,0,0,0,0,9,0,0,0,45,0,0,0,0,0,0,0,5,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
"OTU_360",0,0,202,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,1,0,0,0,0,4,0,0,0
"OTU_119",0,188,0,236,61,0,0,82,0,0,0,95,0,0,0,0,170,0,195,27,0,0,0,0,29,0,0,0,4,10,1,0,8,12,7,8,1,3,2,0,7,2,0,1,4,1,0,10,38,13,6,1,0,3,0,1,1,0,3,5,0,0,0
"OTU_200",0,0,0,3,3,0,0,51,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,1,2,2,2,5,11,0,3,1,0,0,0,1,1,0,28,2,2,3,3,6,0,0,1,1,0,0,0,6,2,0,2,0
"OTU_910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_98",0,44,0,8,400,0,0,0,0,0,53,289,0,0,0,43,107,0,60,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,2,8,12,0,0,0,1,0,0,0,0,0,1,0,0
"OTU_66",0,6,151,9,5,406,137,0,1123,1506,0,0,2,0,0,0,0,764,16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_589",0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6205",0,0,0,28,0,0,0,1,0,876,0,0,0,0,0,0,0,0,0,0,0,0,59,6,0,0,0,2,0,1,0,0,1,0,15,0,0,2,35,0,4,0,0,0,3,2,1,1,4,9,27,3,0,0,1,135,0,0,0,3,0,0,0
"OTU_926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0
"OTU_1621",0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_323",0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_570",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1587",0,0,0,0,7,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"OTU_399",0,0,0,1,0,0,262,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_69",0,45,16,1,1436,44,23,0,72,261,37,319,0,0,13,71,252,0,74,0,24,0,0,0,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"OTU_7408",4549,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,14,2,0,3,1,0,0,0,6,2,1,10,2,0,0,0,2,2,0,0,0,0,0,8,0,21,0,0,0,0,0,0
"OTU_367",0,4,0,5,0,0,0,0,0,1,0,0,0,0,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0
"OTU_125",0,0,0,0,12,1986,184,0,339,0,0,18,0,960,0,770,38,0,0,0,187,14,0,0,0,50,10,0,8,20,0,0,12,4,5,13,0,0,2,3,0,0,0,0,0,13,0,0,0,0,1,0,0,2,0,1,0,2,0,5,0,0,0
"OTU_325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_51",0,2667,0,3,1285,320,0,4,0,0,43,908,0,1,0,1348,2972,0,15,0,0,0,0,0,0,0,0,8,0,0,0,1,0,1,0,3,0,0,2,0,1,0,1,0,0,30,1,0,0,0,3,0,0,0,0,0,4,0,0,2,0,0,0
"OTU_63",7991,43,0,7,122,57,82,8,304,0,0,106,0,0,0,0,25,0,54,0,0,47,0,0,0,0,0,1,0,1,5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
"OTU_7152",0,1,0,1,0,4,1,0,0,0,0,0,0,31,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_224",0,5,0,4,0,2021,0,0,0,0,0,0,0,109,0,0,0,0,0,0,20,0,0,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_783",0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_764",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4727",0,322,0,17,575,0,58,165,95,145,0,270,52,19,0,0,1276,0,90,1,0,0,0,0,13,0,1,0,1,2,0,0,4,0,11,4,0,5,2,3,5,0,4,3,0,0,0,8,0,18,73,0,0,0,3,0,2,0,0,0,1,2,0
"OTU_791",0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,2,0,0,0,0,0,0,0
"OTU_3073",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_257",0,0,0,0,0,2233,0,0,0,103,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_140",0,4,0,19,1,0,0,37,102,0,0,17,0,0,0,0,0,0,0,0,48,0,0,0,0,28,4,0,6,1,4,1,6,5,0,8,2,2,3,7,0,0,1,0,1,10,0,0,5,2,9,1,0,1,6,3,1,0,7,3,0,3,0
"OTU_649",0,0,0,0,0,396,67,0,0,0,1,0,0,41,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_762",0,11,0,0,1,0,0,0,0,0,0,43,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_935",0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_25",0,294,1,496,6109,36,0,32,0,310,0,1018,0,0,0,0,639,0,2722,154,0,0,241,0,0,0,0,0,1,72,9,14,0,1,6,0,5,0,1,10,3,0,4,0,6,9,1,3,2,18,20,1,1,0,5,0,6,0,0,0,0,0,0
"OTU_1534",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"OTU_2151",0,12,0,2,5,0,0,23,0,0,0,2,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,12,2,13,12,0,13,2,0,3,0,1,1,12,2,10,6,11,68,18,0,2,3,9,4,2,7,0,18,0,0,0
"OTU_269",0,3,0,19,0,0,0,0,0,0,0,5110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_743",0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_611",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1021",0,0,0,0,4,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
"OTU_5821",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_175",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_307",0,0,0,2,3,50,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"OTU_364",0,32,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_251",0,0,0,0,20,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0
"OTU_734",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
"OTU_4112",0,14,2,14,1,0,0,0,0,7,0,0,0,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,8,0,4,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"OTU_219",0,7,0,0,12,33,43,0,0,0,0,4,0,85,0,0,0,0,0,0,62,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_38",0,1096,163,93,2883,1044,0,14,443,1075,0,1921,16,65,0,234,395,0,184,0,0,167,0,0,0,0,0,16,0,0,0,0,3,1,17,11,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0
"OTU_1863",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_186",0,224,0,9,17,0,0,0,0,0,0,3,0,0,0,0,38,123,30,0,68,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_1163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_501",0,14,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,3,0,0,2,9,0,8,0,0,0,2,2,1,0,0,0,0,1,0
"OTU_47",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,10,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2016",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_885",0,1,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,1,0,0,0,0,2,4,3,0,1,0,2,0,0,0,0,0,0,0,0
"OTU_166",0,0,0,68,0,0,0,0,0,70,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,3,5,3,0,4,2,0,0,0,0,0,0,0,1,0,10,105,3,0,0,0,0,2,4,0,0,1,0,0,0,0
"OTU_3930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_178",0,0,0,11,3,0,0,0,0,403,0,0,0,0,0,0,0,0,79,0,0,0,0,136,0,0,0,1,1,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,10,0,1,1,7,0,0,0
"OTU_138",0,3,0,27,11,0,0,0,0,232,0,22,0,0,0,0,38,0,0,0,0,0,52,0,0,0,0,0,0,23,0,2,3,1,2,0,0,0,0,0,2,0,0,0,0,6,0,43,17,0,31,0,0,0,2,278,0,0,0,0,0,0,0
"OTU_6",1586,1,0,0,6,0,135,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,64,174,6,5,17,4,0,0,3,77,36,1,88,2,0,1,2,17,0,8,25,0,0,0,83,0,83,0,0,0,0,0,0
"OTU_368",0,383,0,15,37,0,0,0,0,2,0,196,0,0,0,40,292,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,1,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_383",0,0,0,0,0,47,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_37",0,34,0,25,32,0,0,3,0,0,0,54,0,0,0,0,16,0,27,27,0,0,0,25,0,2,0,0,15,313,18,19,27,38,67,21,6,23,8,29,8,3,2,18,7,2,10,13,33,39,35,0,9,1,15,9,30,14,6,5,4,2,0
"OTU_126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,147,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"OTU_5630",0,4,0,0,0,0,0,6,0,0,0,1,0,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_945",0,1,0,0,27,0,0,0,0,0,0,8,0,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_496",0,0,0,3,0,0,0,0,32,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_132",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"OTU_248",0,0,0,0,5,0,0,0,0,1,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,1,0,0,1,1,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_2399",0,13,0,18,4,152,0,0,0,145,0,5,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,18,5,6,0,0,1,0,3,0,0,1,1,0,0,2,2,0,6,0,0,0,4,0,0,1,0,1,0,0,0
"OTU_376",0,23,0,173,9,73,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,7,4,0,4,0,0,0,0,0,2,0,0,1,243,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_56",0,2100,17,4,1249,50,0,6,35,148,0,639,0,0,9,0,1108,0,167,37,0,0,0,0,0,0,0,0,0,3,2,0,18,0,41,3,0,3,4,1,7,0,2,0,1,4,3,48,88,3,3,0,0,2,2,9,0,3,0,2,0,0,0
"OTU_102",0,581,0,26,7547,0,0,0,0,2928,0,251,0,0,0,86,1431,0,501,89,0,0,609,78,29,244,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0
"OTU_369",0,0,0,0,1,649,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7336",0,0,0,0,4,0,1,0,1,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_605",0,4,0,2,82,0,0,16,0,0,0,60,32,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
