OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_54	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Corynesporascaceae_1	Corynespora_1	Corynespora cassiicola 
OTU_55	Fungi_1	Ascomycota_1	Sordariomycetes_1				
OTU_56	Fungi_1						
OTU_57	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Melanommataceae_1	Sporidesmiella_1	Sporidesmiella obovoidia 
OTU_58	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Corticiales_1	Corticiaceae_1	Waitea_1	Waitea arvalis 
OTU_59	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Melanommataceae_1	Sporidesmiella_1	
OTU_60	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Nectriaceae_1	Mariannaea_1	Mariannaea punicea 
OTU_61	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1			
OTU_62	Fungi_1	Basidiomycota_1	Tremellomycetes_1				
OTU_63	Fungi_1	Ascomycota_1	Sordariomycetes_1	Xylariales_1		Fusidium_1	
OTU_64	Fungi_1	Ascomycota_1	Sordariomycetes_1	Atractosporales_1	Conlariaceae_1	Conlarium_1	
OTU_65	Fungi_1	Olpidiomycota_1	Gs18_1				
OTU_66	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1			
OTU_67	Fungi_1	Chytridiomycota_1	Rhizophlyctidomycetes_1	Rhizophlyctidales_1	Rhizophlyctidaceae_1	Rhizophlyctis_1	
OTU_68	Fungi_1	Basidiomycota_1	Tremellomycetes_1	Cystofilobasidiales_1	Mrakiaceae_1	Mrakia_1	Mrakia frigida 
OTU_69	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Chaetomiaceae_1	Chaetomium_1	Chaetomium subspirilliferum 
OTU_70	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Hypocreaceae_1	Trichoderma_1	
OTU_71	Fungi_1						
OTU_72	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1	Paraphoma_1	
OTU_73	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Chaetomiaceae_1	Chaetomium_1	
OTU_74	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1		
OTU_75	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Nectriaceae_1	Mariannaea_1	
OTU_76	Fungi_1						
OTU_77	Fungi_1	Ascomycota_1	Orbiliomycetes_1	Orbiliales_1	Orbiliaceae_1	Arthrobotrys_1	
OTU_78	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Lasiosphaeriaceae_1	Cercophora_1	
OTU_79	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1			
OTU_80	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1	Neosetophoma_1	Neosetophoma guiyangensis 
OTU_81	Fungi_1						
OTU_82	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1	Linnemannia hyalina 	
OTU_83	Fungi_1	Ascomycota_1	Sordariomycetes_1	Glomerellales_1	Plectosphaerellaceae_1	Plectosphaerella_1	Plectosphaerella cucumerina 
OTU_84	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Chaetomiaceae_1	Apodus_1	
OTU_85	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1	Mortierella_1	
OTU_86	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1			
OTU_87	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1			
OTU_88	Fungi_1	Ascomycota_1	Dothideomycetes_1	Botryosphaeriales_1	Botryosphaeriaceae_1	Macrophomina_1	Macrophomina phaseolina 
OTU_89	Fungi_1						
OTU_90	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1	Mortierella_1	
OTU_91	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Podosporaceae_1		
OTU_92	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Stachybotryaceae_1	Albifimbria_1	Albifimbria verrucaria 
OTU_93	Fungi_1	Ascomycota_1	Pezizomycetes_1	Pezizales_1	Ascobolaceae_1	Ascobolus_1	
OTU_94	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Lentitheciaceae_1	Keissleriella_1	Keissleriella poagena 
OTU_95	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1	Rhizophydiaceae_1		
OTU_96	Fungi_1						
OTU_97	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Chaetomiaceae_1		
OTU_98	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Clavicipitaceae_1	Metacordyceps_1	Metacordyceps chlamydosporia 
OTU_99	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1	Neosetophoma_1	
OTU_100	Fungi_1	Ascomycota_1	Sordariomycetes_1	Chaetosphaeriales_1	Chaetosphaeriaceae_1	Dinemasporium_1	
OTU_101	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1			
OTU_102	Fungi_1	Chytridiomycota_1	Rhizophlyctidomycetes_1	Rhizophlyctidales_1	Sonoraphlyctidaceae_1	Sonoraphlyctis_1	
OTU_103	Fungi_1						
OTU_104	Fungi_1						
OTU_105	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Niessliaceae_1	Niesslia_1	Niesslia mucida 
OTU_106	Fungi_1	Mucoromycota_1	Mucoromycetes_1	Mucorales_1	Rhizopodaceae_1	Rhizopus_1	Rhizopus arrhizus 
OTU_107	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1			
OTU_108	Fungi_1						
OTU_109	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1	Paraphoma_1	Paraphoma radicina 
OTU_110	Fungi_1	Ascomycota_1	Dothideomycetes_1				
OTU_111	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Lasiosphaeriaceae_1	Schizothecium_1	
OTU_112	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Chaetomiaceae_1	Chaetomium_1	
OTU_113	Fungi_1						
OTU_114	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1	Rhizophydiaceae_1		
OTU_115	Fungi_1	Ascomycota_1	Sordariomycetes_1	Chaetosphaeriales_1	Chaetosphaeriaceae_1	Chaetosphaeria_1	
OTU_116	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1			
OTU_117	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1			
OTU_118	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1			
OTU_119	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Bionectriaceae_1	Clonostachys_1	
OTU_120	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1			
OTU_121	Fungi_1	Ascomycota_1	Sordariomycetes_1	Myrmecridiales_1	Myrmecridiaceae_1	Myrmecridium_1	
OTU_122	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Aspergillaceae_1	Talaromyces_1	
OTU_123	Fungi_1	Ascomycota_1	Dothideomycetes_1	Mycosphaerellales_1	Extremaceae_1	Extremopsis_1	Extremopsis radicicola 
OTU_124	Fungi_1						
OTU_125	Fungi_1	Basidiomycota_1	Tremellomycetes_1	Tremellales_1	Trimorphomycetaceae_1	Saitozyma_1	
OTU_126	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1	Linnemannia_1	Linnemannia amoeboidea 
OTU_127	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1	Hyaloscyphaceae_1	Hyaloscypha_1	
OTU_128	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1		
OTU_129	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Sporormiaceae_1	Preussia_1	
OTU_130	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1	Rhizophydiaceae_1		
OTU_131	Fungi_1	Ascomycota_1	Sordariomycetes_1	Trichosphaeriales_1	Trichosphaeriaceae_1	Nigrospora_1	
OTU_132	Fungi_1	Ascomycota_1	Sordariomycetes_1	Atractosporales_1	Conlariaceae_1	Conlarium_1	
OTU_133	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1	Helotiaceae_1	Helicodendron_1	
OTU_134	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1		Acremonium_1	Acremonium persicinum 
OTU_135	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Hypocreaceae_1	Trichoderma_1	
OTU_136	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Chaetomiaceae_1	Podospora_1	
OTU_137	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1	Paraphoma_1	Paraphoma ledniceana 
OTU_138	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1			
OTU_139	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Amniculicolaceae_1	Murispora_1	
OTU_140	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Chaetothyriales_1			
OTU_141	Fungi_1						
OTU_142	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Hypocreaceae_1	Trichoderma_1	
OTU_143	Fungi_1	Glomeromycota_1	Glomeromycetes_1	Glomerales_1	Glomeraceae_1	Septoglomus_1	
OTU_144	Fungi_1						
OTU_145	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1	Mortierella_1	
OTU_146	Fungi_1	Glomeromycota_1	Glomeromycetes_1	Glomerales_1	Glomeraceae_1		
OTU_147	Fungi_1						
OTU_148	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Trichocomaceae_1	Ascospirella_1	Ascospirella lutea 
OTU_149	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Dictyosporiaceae_1		
OTU_150	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Stachybotryaceae_1	Striaticonidium_1	Striaticonidium brachysporum 
OTU_151	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1	Neosetophoma_1	
OTU_152	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Chaetothyriales_1	Trichomeriaceae_1	Knufia_1	
OTU_153	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1	Helotiaceae_1	Hymenoscyphus_1	
OTU_154	Fungi_1	Chytridiomycota_1	Lobulomycetes_1	Lobulomycetales_1			
OTU_155	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1			
OTU_156	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Aspergillaceae_1	Talaromyces_1	Talaromyces purpureogenus 
OTU_157	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Nectriaceae_1	Thelonectria_1	
OTU_158	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1		Emericellopsis_1	
OTU_159	Fungi_1	Ascomycota_1	Dothideomycetes_1	Tubeufiales_1	Tubeufiaceae_1	Neohelicomyces_1	
OTU_160	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1			
OTU_161	Fungi_1	Basidiomycota_1	Cystobasidiomycetes_1	Cystobasidiales_1	Cystobasidiaceae_1	Occultifur_1	Occultifur kilbournensis 
OTU_162	Fungi_1	Ascomycota_1	Sordariomycetes_1	Glomerellales_1	Glomerellaceae_1	Colletotrichum_1	Colletotrichum lilii 
OTU_163	Fungi_1	Basidiomycota_1	Tremellomycetes_1	Cystofilobasidiales_1	Mrakiella_1	Mrakiella aquatica 	
OTU_164	Fungi_1	Basidiomycota_1	Classiculomycetes_1	Classiculales_1			
OTU_165	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1		Tricellula_1	
OTU_166	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1			
OTU_167	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1	Leotiaceae_1	Gorgomyces_1	
OTU_168	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Lasiosphaeriaceae_1	Schizothecium_1	
OTU_169	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Chaetomiaceae_1	Chaetomium_1	
OTU_170	Fungi_1	Ascomycota_1	Sordariomycetes_1		Junewangiaceae_1		
OTU_171	Fungi_1	Ascomycota_1	Pezizomycetes_1	Pezizales_1	Ascobolaceae_1	Ascobolus_1	
OTU_172	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Chaetothyriales_1	Herpotrichiellaceae_1	Exophiala_1	
OTU_173	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Aspergillaceae_1	Penicillium_1	
OTU_174	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1		Sarocladium_1	
OTU_175	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1	Hyaloscyphaceae_1	Cistella_1	
OTU_176	Fungi_1	Ascomycota_1	Sordariomycetes_1	Atractosporales_1	Conlariaceae_1	Conlarium_1	Conlarium sacchari 
OTU_177	Fungi_1	Ascomycota_1	Gs37_1				
OTU_178	Fungi_1	Ascomycota_1	Dothideomycetes_1	Capnodiales_1	Paradevriesiaceae_1	Paradevriesia_1	Paradevriesia pseudoamericana 
OTU_179	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1			
OTU_180	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Chaetomiaceae_1		
OTU_181	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Cantharellales_1	Ceratobasidiaceae_1	Ceratobasidium_1	
OTU_182	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Lasiosphaeriaceae_1	Schizothecium_1	
OTU_183	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1			
OTU_184	Fungi_1	Ascomycota_1	Dothideomycetes_1	Capnodiales_1	Paradevriesiaceae_1	Paradevriesia_1	Paradevriesia americana 
OTU_185	Fungi_1	Glomeromycota_1	Glomeromycetes_1	Glomerales_1	Glomeraceae_1		
OTU_186	Fungi_1						
OTU_187	Fungi_1	Glomeromycota_1					
OTU_188	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1	Mortierella_1	
OTU_189	Fungi_1						
OTU_190	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1			
OTU_191	Fungi_1	Ascomycota_1					
OTU_192	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1			
OTU_193	Fungi_1	Glomeromycota_1	Glomeromycetes_1	Glomerales_1	Glomeraceae_1	Microdominikia_1	
OTU_194	Fungi_1						
OTU_195	Fungi_1	Ascomycota_1	Pezizomycetes_1	Pezizales_1	Pyronemataceae_1	Pulvinula_1	
OTU_196	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Didymellaceae_1	Neoascochyta_1	Neoascochyta desmazieri 
OTU_197	Fungi_1	Ascomycota_1	Sordariomycetes_1		Junewangiaceae_1		
OTU_198	Fungi_1	Ascomycota_1	Pezizomycetes_1	Pezizales_1	Ascobolaceae_1	Ascobolus_1	
OTU_199	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Bombardiaceae_1	Ramophialophora_1	Ramophialophora humicola 
OTU_200	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Chaetomiaceae_1		
OTU_201	Fungi_1	Chytridiomycota_1	Rhizophlyctidomycetes_1	Rhizophlyctidales_1	Arizonaphlyctidaceae_1	Arizonaphlyctis_1	
OTU_202	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Lasiosphaeriaceae_1	Schizothecium_1	
OTU_203	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Clavicipitaceae_1	Marquandomyces_1	Marquandomyces marquandii 
OTU_204	Fungi_1	Ascomycota_1	Sordariomycetes_1	Glomerellales_1	Glomerellaceae_1	Colletotrichum_1	Colletotrichum graminicola 
OTU_205	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Chaetothyriales_1	Herpotrichiellaceae_1	Cladophialophora_1	
OTU_206	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1			
OTU_207	Fungi_1						
OTU_208	Fungi_1	Basidiomycota_1	Microbotryomycetes_1	Sporidiobolales_1	Sporidiobolaceae_1	Rhodotorula_1	Rhodotorula toruloides 
OTU_209	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Periconiaceae_1	Periconia_1	Periconia macrospinosa 
OTU_210	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1			
OTU_211	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Cantharellales_1	Clavulinaceae_1		
OTU_212	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1			
OTU_213	Fungi_1	Glomeromycota_1	Glomeromycetes_1	Glomerales_1	Glomeraceae_1	Septoglomus_1	
OTU_214	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1			
OTU_215	Fungi_1	Ascomycota_1	Sordariomycetes_1		Junewangiaceae_1		
OTU_216	Fungi_1	Basidiomycota_1	Tremellomycetes_1				
OTU_217	Fungi_1	Glomeromycota_1	Glomeromycetes_1	Glomerales_1	Glomeraceae_1		
OTU_218	Fungi_1	Ascomycota_1	Dothideomycetes_1	Mycosphaerellales_1	Mycosphaerellaceae_1		
OTU_219	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Chaetothyriales_1	Herpotrichiellaceae_1	Exophiala_1	Exophiala opportunistica 
OTU_220	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Mycenaceae_1	Mycena_1	
OTU_221	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Hypocreaceae_1	Trichoderma_1	
OTU_222	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Nectriaceae_1	Cosmospora_1	
OTU_223	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Tremellodendropsidales_1			
OTU_224	Fungi_1	Ascomycota_1	Sordariomycetes_1	Coniochaetales_1	Coniochaetaceae_1	Lecythophora_1	
OTU_225	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1	Mortierella_1	
OTU_226	Fungi_1	Ascomycota_1	Sordariomycetes_1	Pisorisporiales_1		Brocchiosphaera_1	Brocchiosphaera bulbiformis 
OTU_227	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1	Mortierella_1	
OTU_228	Fungi_1	Ascomycota_1	Laboulbeniomycetes_1	Pyxidiophorales_1			
OTU_229	Fungi_1	Ascomycota_1	Sordariomycetes_1	Microascales_1	Ceratocystidaceae_1	Ceratocystis_1	
OTU_230	Fungi_1	Glomeromycota_1					
OTU_231	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Chaetothyriales_1	Herpotrichiellaceae_1	Exophiala_1	
OTU_232	Fungi_1						
OTU_233	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Cantharellales_1	Ceratobasidiaceae_1		
OTU_234	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1			
OTU_235	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1	Mortierella_1	
OTU_236	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1			
OTU_237	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Didymosphaeriaceae_1		
OTU_238	Fungi_1	Glomeromycota_1	Glomeromycetes_1	Glomerales_1	Glomeraceae_1		
OTU_239	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Aspergillaceae_1	Aspergillus_1	Aspergillus parasiticus 
OTU_240	Fungi_1	Ascomycota_1					
OTU_241	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1		
OTU_242	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Chaetothyriales_1			
OTU_243	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Chaetothyriales_1			
OTU_244	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Phallales_1	Phallaceae_1		
OTU_245	Fungi_1	Ascomycota_1	Pezizomycetes_1	Pyronemataceae_1	Genea_1		
OTU_246	Fungi_1	Basidiomycota_1	Tremellomycetes_1	Tremellales_1	Bulleribasidiaceae_1	Hannaella_1	Hannaella luteola 
OTU_247	Fungi_1	Ascomycota_1	Pezizomycetes_1	Pezizales_1	Pezizaceae_1	Peziza_1	Peziza ninguis 
OTU_248	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Stachybotryaceae_1	Myrothecium_1	
OTU_249	Fungi_1						
OTU_250	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Mycenaceae_1	Mycena_1	
OTU_251	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1	Mortierella_1	
OTU_252	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Lasiosphaeriaceae_1	Cercophora_1	
OTU_253	Fungi_1	Ascomycota_1	Sordariomycetes_1	Coniochaetales_1	Coniochaetaceae_1	Coniochaeta_1	
OTU_254	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Polyporales_1	Ganodermataceae_1	Ganoderma_1	Ganoderma applanatum 
OTU_255	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1		Mirandina_1	
OTU_256	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1		
OTU_257	Fungi_1						
