#OTU ID	R3T2r1Csoil	R3T1r1Bsoil	R3T4r2Bsoil	V2T4r2Csoil	R6T1r1Bsoil	V2T2r1Asoil	R6T1r6Asoil	R3T2r1Asoil	R6T2r5Csoil	V2T4r1Csoil	V2T4r6Csoil	R3T1r5Asoil	R6T2r5Asoil	V2T2r5Asoil	R3T1r5Csoil	R6T1r2Asoil	R3T2r6Bsoil	R6T2r2Csoil	R3T1r6Asoil	V2T4r1Bsoil	R3T4r5Csoil	R3T4r5Asoil	R3T1r1Csoil	R6T2r6Bsoil	V2T1r6Bsoil	V2T4r2Asoil	R3T1r6Bsoil	V2T4r5Bsoil	R6T2r5Bsoil	R6T2r2Bsoil	R6T1r2Csoil	R6T1r5Bsoil	R3T2r2Csoil	V2T1r2Bsoil	V2T1r2Csoil	R3T1r2Csoil	V2T1r6Csoil	R3T4r1Bsoil	R6T1r1Csoil	R3T4r6Bsoil	R3T1r2Bsoil	R3T4r2Asoil	V2T2r2Bsoil	V2T4r5Csoil	R3T4r1Csoil	V2T1r2Asoil	R3T2r5Asoil	R6T2r6Asoil	R6T2r2Asoil	R6T2r1Asoil	R3T4r1Asoil	V2T2r6Asoil	R6T1r5Asoil	R3T1r1Asoil	R3T1r5Bsoil	V2T4r6Bsoil	V2T2r1Bsoil	V2T4r2Bsoil	V2T4r6Asoil	R3T4r6Csoil	R3T2r2Bsoil	V2T1r5Bsoil	V2T1r6Asoil	V2T2r6Bsoil	R3T4r6Asoil	V2T1r1Bsoil	R3T2r1Bsoil	R6T1r1Asoil	V2T2r5Bsoil	R6T1r6Csoil	R6T1r5Csoil	R6T1r6Bsoil	R3T4r5Bsoil	V2T4r5Asoil	V2T2r1Csoil	R3T4r2Csoil	R6T2r1Bsoil	R3T1r6Csoil	R6T1r2Bsoil	V2T2r2Asoil	V2T1r5Asoil	V2T4r1Asoil	V2T1r1Asoil	R3T1r2Asoil	V2T2r5Csoil	V2T1r1Csoil	R3T2r5Csoil	R6T2r1Csoil	R3T2r5Bsoil	V2T2r6Csoil	V2T1r5Csoil	R3T2r2Asoil	V2T2r2Csoil	R3T2r6Csoil	R6T4r5Bsoil	R6T2r6Csoil	R3T2r6Asoil	NC1soil	R6T4r5Csoil	R6T4r1Asoil
OTU_313	0	0	97	0	62	0	0	0	0	0	232	0	0	42	0	0	0	364	0	31	0	0	66	0	6	0	89	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	97	32	0	25	0	0	0	0	0	0	0	0	0	21	12	0	10	0	0	0	0	52	32	0	6	0	0	0	0	0	0	41	0	0	0	0	0	17	0	32	0	0	62	0	0	36	0	6	0	0	0	0	0	0	0	0
OTU_882	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	41	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0
OTU_324	0	13	52	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	944	0	0	0	0	62	0	25	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	17	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0
OTU_1580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	23	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	14	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
OTU_778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	111	340	0	0	0	0	50	0	32	0	0	0	0	10	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	240	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	42	0	0	0	0	0	0	0	0	0	19	389	0	0	6	0	0	8	33	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	29	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2435	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	49	0	0	0	0	0	0	0	22	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_532	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_625	10	0	0	0	0	0	0	0	0	27	172	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	32	0	60	0	0	44	0	18	0	0	0	0	0	0	0	0	142	0	0	31	0	0	0	0	0	0	20	44	23	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1236	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_386	0	0	50	22	0	0	7	114	0	0	182	45	0	8	0	0	0	0	38	0	0	7	5	0	9	0	125	0	0	0	14	0	12	0	0	0	75	0	0	9	0	0	2	0	0	0	15	0	0	0	0	0	0	0	0	0	53	15	0	0	0	0	43	11	82	0	0	0	5	5	0	0	0	19	0	0	0	0	0	0	47	0	0	0	0	0	14	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1181	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_822	2	13	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	21	0	232	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1206	0	30	0	114	0	0	47	88	0	0	0	24	49	0	0	0	165	0	46	3	233	11	119	63	7	0	50	0	0	29	91	361	68	0	0	34	0	82	13	35	0	0	0	0	95	0	27	104	1	0	0	156	193	0	106	0	0	34	117	185	0	0	0	31	6	0	13	0	5	33	0	0	0	114	157	62	0	0	0	1028	0	0	0	429	0	0	0	5	342	0	0	7	7	0	0	0	0	0	0	0
OTU_604	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	27	0	17	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	43	0	0	0	309	40	0	0	78	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	85	0	0	0	0	21	3	0	0	0	0	0	0	0
OTU_944	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	6	51	0	0	0	0	0	0	0	0	23	0	15	0	0	0	5	0	0	0	0	0	0	0	8	0	18	1	0	38	0	0	0	0	0	18	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1080	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_355	6	53	0	143	0	0	0	0	0	0	0	0	60	0	0	0	37	0	171	0	0	264	0	0	0	0	0	0	0	0	111	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_507	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	75	0	0	0	0	0	0	0	89	0	165	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_436	0	0	0	0	0	0	0	93	0	0	282	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0
OTU_633	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	64	0	0	0	80	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
OTU_594	0	0	0	17	11	0	0	0	0	0	0	44	0	0	0	0	0	0	78	0	0	0	0	0	0	0	82	0	0	75	12	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	57	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_820	1	8	0	0	0	0	0	0	37	0	0	1	0	6	0	5	0	55	0	31	42	9	0	0	1	0	6	26	0	0	4	31	0	17	0	0	11	19	0	0	0	0	20	0	0	4	0	0	0	4	42	0	0	1	83	0	0	22	0	0	4	2	2	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	7	2	0	0	0	4	0	0	0	0	0	2	5	0	0	0	0	0	0	0
OTU_485	4	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	13	0	0	0	0	0	0	0	49	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	220	0	0	0	0	0	0	0	30	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	25	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_761	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_955	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	9	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_438	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	46	425	19	154	0	0	0	0	0	0	6	0	0	0	0	0	0	40	0	0	0	0	256	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_734	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	39	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	3	0	22	0	0	0	0	0	80	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_919	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_140	0	0	384	19	56	0	122	0	33	0	0	0	30	0	0	0	9	0	95	0	0	0	0	0	6	112	0	7	2348	0	0	99	0	219	183	188	0	0	0	43	0	0	0	62	0	0	26	0	151	0	2130	0	0	83	10	0	0	73	0	0	334	0	0	0	0	0	0	31	0	84	12	0	0	0	0	0	0	49	0	0	0	0	0	416	0	30	0	275	0	83	0	0	0	0	0	0	0	1	0	0
OTU_570	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	24	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	33	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_520	0	0	0	12	0	0	0	0	0	0	0	0	44	0	0	0	0	0	87	0	0	57	110	0	0	0	62	0	0	0	31	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
OTU_353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	78	0	0	0	0	0	0	0	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	74	82	0	210	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0
OTU_338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU_519	0	0	512	0	0	0	0	0	0	0	13	0	0	0	0	0	0	5	0	0	0	0	2	173	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	21	0	0	5	0	0	0	2	0	0	0	0	0	62	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	0	0	127	2	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU_2467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_658	0	0	0	0	0	0	0	0	0	0	0	0	66	25	0	0	0	0	60	0	0	0	0	0	6	0	0	0	0	0	13	0	54	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_892	0	0	0	56	0	1	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_349	2	46	0	10	0	0	0	0	0	0	0	0	0	54	0	0	323	0	181	0	0	17	81	229	51	0	0	0	0	0	294	0	89	0	0	0	23	0	0	0	88	204	0	0	0	148	0	63	0	0	23	0	0	80	288	0	204	69	0	0	24	0	0	12	147	0	0	110	3	0	108	60	0	0	0	0	0	0	0	0	37	0	0	0	0	0	25	0	0	0	13	7	0	37	0	0	0	0	0	0
OTU_1815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	53	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0
OTU_2191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	2	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	6	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2434	0	0	0	1	0	0	0	3	0	0	0	3	1	0	9	0	0	143	0	0	0	0	0	0	0	0	1	1	0	0	9	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	22	3	0	0	5	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	105	0	0	0	0	0	3	0	5	0	5	0	3	0	0	0	0	0	0	0	0	0	0
OTU_284	14	10	15	7	100	0	0	33	180	78	28	63	84	20	128	43	38	84	17	110	154	9	2	0	31	0	0	0	91	13	24	12	74	0	106	85	4	11	1	0	5	0	0	5	0	6	0	14	4	0	17	21	36	143	41	77	92	11	61	2	16	2	21	0	8	0	0	47	11	8	114	17	22	0	0	15	0	0	0	3	0	2	0	0	0	49	3	0	0	4	0	19	0	2	0	0	0	0	0	0
