OTU_ID	Kingdom_RDP	Kingdom_BLAST	Kingdom_SINTAX	Kingdom_Consensus	Phylum_RDP	Phylum_BLAST	Phylum_SINTAX	Phylum_Consensus	Class_RDP	Class_BLAST	Class_SINTAX	Class_Consensus	Order_RDP	Order_BLAST	Order_SINTAX	Order_Consensus	Family_RDP	Family_BLAST	Family_SINTAX	Family_Consensus	Genus_RDP	Genus_BLAST	Genus_SINTAX	Genus_Consensus	Species_RDP	Species_BLAST	Species_SINTAX	Species_Consensus
OTU_1	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1			Ascomycota_1	Dothideomycetes_1			Dothideomycetes_1	Capnodiales_1			Capnodiales_1	Cladosporiaceae_1			Cladosporiaceae_1	Cladosporium_1			Cladosporium_1				
OTU_2	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1			Ascomycota_1	Dothideomycetes_1			Dothideomycetes_1	Pleosporales_1			Pleosporales_1	Didymellaceae_1			Didymellaceae_1	Didymella_1			Didymella_1	Didymella glomerata 			Didymella glomerata 
OTU_3	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1		Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1		Tremellomycetes_1	Tremellales_1	Tremellales_1		Tremellales_1	Rhynchogastremataceae_1	Rhynchogastremataceae_1		Rhynchogastremataceae_1	Papiliotrema_1	Papiliotrema_1		Papiliotrema_1	Papiliotrema flavescens 			Papiliotrema flavescens 
OTU_4	Fungi_1	Fungi_1	Fungi_1	Fungi_1		Basidiomycota_1		Basidiomycota_1		Tremellomycetes_1		Tremellomycetes_1		Tremellales_1		Tremellales_1		Bulleribasidiaceae_1		Bulleribasidiaceae_1		Hannaella_1		Hannaella_1				
OTU_5	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellales_1	Tremellales_1	Tremellales_1	Tremellales_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Hannaella_1	Hannaella_1	Hannaella_1	Hannaella_1	Hannaella oryzae 			Hannaella oryzae 
OTU_6	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellales_1	Tremellales_1	Tremellales_1	Tremellales_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Hannaella_1	Hannaella_1	Hannaella_1	Hannaella_1	Hannaella luteola 			Hannaella luteola 
OTU_7	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1			Ascomycota_1	Dothideomycetes_1			Dothideomycetes_1	Pleosporales_1			Pleosporales_1	Pleosporaceae_1			Pleosporaceae_1	Alternaria_1			Alternaria_1	Alternaria tenuissima 			Alternaria tenuissima 
OTU_8	Fungi_1	Fungi_1	Fungi_1	Fungi_1																								
OTU_9	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Sordariomycetes_1	Sordariomycetes_1		Sordariomycetes_1	Hypocreales_1	Hypocreales_1		Hypocreales_1	Nectriaceae_1	Nectriaceae_1		Nectriaceae_1		Fusarium_1		Fusarium_1				
OTU_10	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1		Ascomycota_1	Ascomycota_1	Sordariomycetes_1			Sordariomycetes_1	Glomerellales_1			Glomerellales_1	Plectosphaerellaceae_1			Plectosphaerellaceae_1	Plectosphaerella_1			Plectosphaerella_1	Plectosphaerella cucumerina 			Plectosphaerella cucumerina 
OTU_11	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Microbotryomycetes_1	Microbotryomycetes_1	Microbotryomycetes_1	Microbotryomycetes_1	Leucosporidiales_1			Leucosporidiales_1												
OTU_12	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Mycosphaerellales_1	Mycosphaerellales_1	Mycosphaerellales_1	Mycosphaerellales_1	Mycosphaerellaceae_1	Mycosphaerellaceae_1	Mycosphaerellaceae_1	Mycosphaerellaceae_1								
OTU_13	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Sordariomycetes_1	Sordariomycetes_1	Sordariomycetes_1	Sordariomycetes_1	Sordariales_1	Sordariales_1	Sordariales_1	Sordariales_1												
OTU_14	Fungi_1	Fungi_1	Fungi_1	Fungi_1																								
OTU_15	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1		Leotiomycetes_1		Leotiomycetes_1		Helotiales_1		Helotiales_1												
OTU_16	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Pleosporales_1	Pleosporales_1	Pleosporales_1	Pleosporales_1	Phaeosphaeriaceae_1	Phaeosphaeriaceae_1		Phaeosphaeriaceae_1								
OTU_17	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Cystobasidiomycetes_1	Tremellomycetes_1	Cystobasidiomycetes_1	Cystobasidiomycetes_1	Incertae_sedis	Tremellales_1	Cystobasidiomycetes_ord_incertae_sedis_1		Symmetrosporaceae_1	Bulleribasidiaceae_1	Symmetrosporaceae_1	Symmetrosporaceae_1	Symmetrospora_1	Hannaella_1	Symmetrospora_1	Symmetrospora_1	Symmetrospora coprosmae 			Symmetrospora coprosmae 
OTU_18	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Leotiomycetes_1	Leotiomycetes_1	Leotiomycetes_1	Leotiomycetes_1	Helotiales_1	Helotiales_1	Helotiales_1	Helotiales_1												
OTU_19	Fungi_1	Fungi_1	Fungi_1	Fungi_1		Basidiomycota_1		Basidiomycota_1		Tremellomycetes_1		Tremellomycetes_1		Tremellales_1		Tremellales_1		Bulleribasidiaceae_1		Bulleribasidiaceae_1		Vishniacozyma_1		Vishniacozyma_1				
OTU_20	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Pleosporales_1	Pleosporales_1	Pleosporales_1	Pleosporales_1		Phaeosphaeriaceae_1		Phaeosphaeriaceae_1		Neosetophoma_1		Neosetophoma_1				
OTU_21	Fungi_1	Fungi_1	Fungi_1	Fungi_1																								
OTU_22	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellales_1	Tremellales_1	Tremellales_1	Tremellales_1		Bulleraceae_1		Bulleraceae_1		Bullera_1		Bullera_1				
OTU_23	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Pleosporales_1	Pleosporales_1	Pleosporales_1	Pleosporales_1	Phaeosphaeriaceae_1	Phaeosphaeriaceae_1	Phaeosphaeriaceae_1	Phaeosphaeriaceae_1	Neosetophoma_1	Neosetophoma_1	Neosetophoma_1	Neosetophoma_1				
OTU_24	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Leotiomycetes_1	Leotiomycetes_1	Leotiomycetes_1	Leotiomycetes_1	Helotiales_1	Helotiales_1	Helotiales_1	Helotiales_1	Helotiaceae_1		Helotiaceae_1	Helotiaceae_1								
OTU_25	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1		Leotiomycetes_1		Leotiomycetes_1																
OTU_26	Fungi_1	Fungi_1	Fungi_1	Fungi_1																								
OTU_27	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Pleosporales_1	Pleosporales_1	Pleosporales_1	Pleosporales_1	Didymellaceae_1	Didymellaceae_1	Didymellaceae_1	Didymellaceae_1	Neoascochyta_1	Neoascochyta_1	Neoascochyta_1	Neoascochyta_1	Neoascochyta desmazieri 			Neoascochyta desmazieri 
OTU_28	Fungi_1	Fungi_1	Fungi_1	Fungi_1		Ascomycota_1	Ascomycota_1	Ascomycota_1		Sordariomycetes_1		Sordariomycetes_1		Glomerellales_1		Glomerellales_1		Plectosphaerellaceae_1		Plectosphaerellaceae_1								
OTU_29	Fungi_1	Fungi_1	Fungi_1	Fungi_1		Ascomycota_1	Ascomycota_1	Ascomycota_1		Sordariomycetes_1		Sordariomycetes_1		Hypocreales_1		Hypocreales_1		Incertae_sedis		Incertae_sedis		Sarocladium_1		Sarocladium_1				
OTU_30	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellales_1	Tremellales_1	Tremellales_1	Tremellales_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Vishniacozyma_1	Vishniacozyma_1	Vishniacozyma_1	Vishniacozyma_1				
OTU_31	Fungi_1	Fungi_1	Fungi_1	Fungi_1																								
OTU_32	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Leotiomycetes_1	Leotiomycetes_1	Leotiomycetes_1	Leotiomycetes_1	Helotiales_1	Helotiales_1	Helotiales_1	Helotiales_1	Incertae_sedis			Incertae_sedis	Tricellula_1			Tricellula_1				
OTU_33	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellales_1	Tremellales_1	Tremellales_1	Tremellales_1	Rhynchogastremataceae_1	Rhynchogastremataceae_1	Rhynchogastremataceae_1	Rhynchogastremataceae_1	Papiliotrema_1		Papiliotrema_1	Papiliotrema_1	Papiliotrema frias 			Papiliotrema frias 
OTU_34	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Pleosporales_1	Pleosporales_1	Pleosporales_1	Pleosporales_1	Lentitheciaceae_1	Lentitheciaceae_1	Lentitheciaceae_1	Lentitheciaceae_1	Keissleriella_1		Keissleriella_1	Keissleriella_1	Keissleriella poagena 			Keissleriella poagena 
OTU_35	Fungi_1	Fungi_1	Fungi_1	Fungi_1		Basidiomycota_1		Basidiomycota_1		Tremellomycetes_1		Tremellomycetes_1		Filobasidiales_1		Filobasidiales_1		Filobasidiaceae_1		Filobasidiaceae_1								
OTU_36	Fungi_1	Fungi_1	Fungi_1	Fungi_1		Ascomycota_1		Ascomycota_1		Dothideomycetes_1		Dothideomycetes_1		Pleosporales_1		Pleosporales_1		Phaeosphaeriaceae_1		Phaeosphaeriaceae_1		Neosetophoma_1		Neosetophoma_1				
OTU_37	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellales_1	Tremellales_1	Tremellales_1	Tremellales_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Hannaella_1	Hannaella_1	Hannaella_1	Hannaella_1	Hannaella zeae 			Hannaella zeae 
OTU_38	Fungi_1	Fungi_1	Fungi_1	Fungi_1		Basidiomycota_1	Basidiomycota_1	Basidiomycota_1		Tremellomycetes_1		Tremellomycetes_1		Tremellales_1		Tremellales_1		Bulleribasidiaceae_1		Bulleribasidiaceae_1		Vishniacozyma_1		Vishniacozyma_1				
OTU_39	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Pleosporales_1	Pleosporales_1	Pleosporales_1	Pleosporales_1	Phaeosphaeriaceae_1	Phaeosphaeriaceae_1	Phaeosphaeriaceae_1	Phaeosphaeriaceae_1	Neosetophoma_1	Neosetophoma_1	Neosetophoma_1	Neosetophoma_1	Neosetophoma buxi 			Neosetophoma buxi 
OTU_40	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1			Ascomycota_1	Sordariomycetes_1			Sordariomycetes_1	Hypocreales_1			Hypocreales_1	Nectriaceae_1			Nectriaceae_1	Fusarium_1			Fusarium_1	Fusarium equiseti 			Fusarium equiseti 
OTU_41	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Pleosporales_1	Pleosporales_1	Pleosporales_1	Pleosporales_1	Phaeosphaeriaceae_1	Phaeosphaeriaceae_1	Phaeosphaeriaceae_1	Phaeosphaeriaceae_1	Leptospora_1	Leptospora_1	Leptospora_1	Leptospora_1				
OTU_42	Fungi_1	Fungi_1	Fungi_1	Fungi_1		Ascomycota_1		Ascomycota_1		Dothideomycetes_1		Dothideomycetes_1		Pleosporales_1		Pleosporales_1		Didymellaceae_1		Didymellaceae_1		Neoascochyta_1		Neoascochyta_1				
OTU_43	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1		Ascomycota_1	Ascomycota_1	Dothideomycetes_1		Dothideomycetes_1	Dothideomycetes_1	Pleosporales_1		Pleosporales_1	Pleosporales_1	Melanommataceae_1		Melanommataceae_1	Melanommataceae_1			Herpotrichia_1	Herpotrichia_1				
OTU_44	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Cystofilobasidiales_1	Cystofilobasidiales_1	Cystofilobasidiales_1	Cystofilobasidiales_1	Cystofilobasidiaceae_1	Cystofilobasidiaceae_1	Cystofilobasidiaceae_1	Cystofilobasidiaceae_1	Cystofilobasidium_1	Cystofilobasidium_1	Cystofilobasidium_1	Cystofilobasidium_1	Cystofilobasidium macerans 			Cystofilobasidium macerans 
OTU_45	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellales_1	Tremellales_1	Tremellales_1	Tremellales_1	Trimorphomycetaceae_1	Trimorphomycetaceae_1	Trimorphomycetaceae_1	Trimorphomycetaceae_1	Saitozyma_1	Saitozyma_1	Saitozyma_1	Saitozyma_1				
OTU_46	Fungi_1	Fungi_1	Fungi_1	Fungi_1																								
OTU_47	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Agaricomycetes_1	Agaricomycetes_1	Agaricomycetes_1	Agaricomycetes_1	Hymenochaetales_1	Hymenochaetales_1	Hymenochaetales_1	Hymenochaetales_1	Rickenellaceae_1	Rickenellaceae_1	Rickenellaceae_1	Rickenellaceae_1	Resinicium_1	Resinicium_1	Resinicium_1	Resinicium_1	Resinicium friabile 			Resinicium friabile 
OTU_48	Fungi_1	Fungi_1	Fungi_1	Fungi_1		Basidiomycota_1	Basidiomycota_1	Basidiomycota_1		Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1		Tremellales_1	Tremellales_1	Tremellales_1		Bulleribasidiaceae_1		Bulleribasidiaceae_1		Vishniacozyma_1		Vishniacozyma_1				
OTU_49	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Dothideales_1	Dothideales_1		Dothideales_1		Saccotheciaceae_1		Saccotheciaceae_1								
OTU_50	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Sordariomycetes_1	Sordariomycetes_1	Sordariomycetes_1	Sordariomycetes_1	Xylariales_1	Xylariales_1	Xylariales_1	Xylariales_1	Amphisphaeriaceae_1	Amphisphaeriaceae_1	Amphisphaeriaceae_1	Amphisphaeriaceae_1	Microdochium_1	Microdochium_1	Microdochium_1	Microdochium_1				
OTU_51	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Sordariomycetes_1	Sordariomycetes_1	Sordariomycetes_1	Sordariomycetes_1	Hypocreales_1	Hypocreales_1		Hypocreales_1	Nectriaceae_1	Nectriaceae_1		Nectriaceae_1		Fusarium_1		Fusarium_1				
OTU_52	Fungi_1	Fungi_1	Fungi_1	Fungi_1		Ascomycota_1		Ascomycota_1		Dothideomycetes_1		Dothideomycetes_1		Pleosporales_1		Pleosporales_1		Phaeosphaeriaceae_1		Phaeosphaeriaceae_1		Leptospora_1		Leptospora_1				
OTU_53	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1		Pleosporales_1		Pleosporales_1		Phaeosphaeriaceae_1		Phaeosphaeriaceae_1								
OTU_54	Fungi_1	Fungi_1	Fungi_1	Fungi_1																								
OTU_55	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Pleosporales_1	Pleosporales_1	Pleosporales_1	Pleosporales_1	Didymellaceae_1	Didymellaceae_1	Didymellaceae_1	Didymellaceae_1								
OTU_56	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellales_1	Tremellales_1	Tremellales_1	Tremellales_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Vishniacozyma_1	Vishniacozyma_1	Vishniacozyma_1	Vishniacozyma_1				
OTU_57	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellales_1	Tremellales_1	Tremellales_1	Tremellales_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Dioszegia_1	Dioszegia_1	Dioszegia_1	Dioszegia_1	Dioszegia zsoltii 			Dioszegia zsoltii 
OTU_58	Viridiplantae_1	Viridiplantae_1	Viridiplantae_1	Viridiplantae_1	Anthophyta_1	Anthophyta_1	Anthophyta_1	Anthophyta_1		Eudicotyledonae_1		Eudicotyledonae_1		Fabales_1		Fabales_1		Fabaceae_1		Fabaceae_1								
OTU_59	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Microbotryomycetes_1	Microbotryomycetes_1	Microbotryomycetes_1	Microbotryomycetes_1	Sporidiobolales_1	Sporidiobolales_1	Sporidiobolales_1	Sporidiobolales_1	Sporidiobolaceae_1	Sporidiobolaceae_1	Sporidiobolaceae_1	Sporidiobolaceae_1	Rhodotorula_1	Rhodotorula_1		Rhodotorula_1	Rhodotorula babjevae 			Rhodotorula babjevae 
OTU_60	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellales_1	Tremellales_1	Tremellales_1	Tremellales_1	Bulleribasidiaceae_1		Bulleribasidiaceae_1	Bulleribasidiaceae_1	Vishniacozyma_1		Vishniacozyma_1	Vishniacozyma_1				
OTU_61	Fungi_1	Fungi_1	Fungi_1	Fungi_1																								
OTU_62	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Filobasidiales_1	Filobasidiales_1	Filobasidiales_1	Filobasidiales_1	Filobasidiaceae_1	Filobasidiaceae_1	Filobasidiaceae_1	Filobasidiaceae_1	Filobasidium_1	Filobasidium_1	Filobasidium_1	Filobasidium_1	Filobasidium chernovii 			Filobasidium chernovii 
OTU_63	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Filobasidiales_1	Filobasidiales_1	Filobasidiales_1	Filobasidiales_1	Filobasidiaceae_1	Filobasidiaceae_1	Filobasidiaceae_1	Filobasidiaceae_1	Filobasidium_1	Filobasidium_1	Filobasidium_1	Filobasidium_1	Filobasidium oeirense 			Filobasidium oeirense 
OTU_64	Fungi_1	Fungi_1	Fungi_1	Fungi_1																								
OTU_65	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellales_1	Tremellales_1	Tremellales_1	Tremellales_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Vishniacozyma_1	Vishniacozyma_1	Vishniacozyma_1	Vishniacozyma_1	Vishniacozyma dimennae 			Vishniacozyma dimennae 
OTU_66	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Pleosporales_1	Pleosporales_1	Pleosporales_1	Pleosporales_1	Phaeosphaeriaceae_1	Phaeosphaeriaceae_1	Phaeosphaeriaceae_1	Phaeosphaeriaceae_1	Ophiosphaerella_1	Ophiosphaerella_1	Ophiosphaerella_1	Ophiosphaerella_1	Ophiosphaerella taiwanica 			Ophiosphaerella taiwanica 
OTU_67	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellales_1	Tremellales_1	Tremellales_1	Tremellales_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Vishniacozyma_1	Vishniacozyma_1	Vishniacozyma_1	Vishniacozyma_1				
OTU_68	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Exobasidiomycetes_1	Exobasidiomycetes_1	Exobasidiomycetes_1	Exobasidiomycetes_1	Entylomatales_1	Entylomatales_1	Entylomatales_1	Entylomatales_1	Entylomataceae_1	Entylomataceae_1	Entylomataceae_1	Entylomataceae_1	Tilletiopsis_1	Tilletiopsis_1	Tilletiopsis_1	Tilletiopsis_1	Tilletiopsis washingtonensis 			Tilletiopsis washingtonensis 
OTU_69	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1		Ascomycota_1	Ascomycota_1	Dothideomycetes_1		Dothideomycetes_1	Dothideomycetes_1	Pleosporales_1		Pleosporales_1	Pleosporales_1	Sporormiaceae_1		Sporormiaceae_1	Sporormiaceae_1	Preussia_1		Preussia_1	Preussia_1				
OTU_70	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Pleosporales_1	Pleosporales_1	Pleosporales_1	Pleosporales_1	Phaeosphaeriaceae_1	Phaeosphaeriaceae_1	Phaeosphaeriaceae_1	Phaeosphaeriaceae_1	Phaeosphaeria_1	Phaeosphaeria_1	Phaeosphaeria_1	Phaeosphaeria_1				
OTU_71	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes_1	Pleosporales_1	Pleosporales_1	Pleosporales_1	Pleosporales_1	Phaeosphaeriaceae_1	Phaeosphaeriaceae_1	Phaeosphaeriaceae_1	Phaeosphaeriaceae_1	Paraophiobolus_1		Paraophiobolus_1	Paraophiobolus_1	Paraophiobolus arundinis 			Paraophiobolus arundinis 
OTU_72	Fungi_1	Fungi_1	Fungi_1	Fungi_1		Basidiomycota_1		Basidiomycota_1		Tremellomycetes_1		Tremellomycetes_1		Tremellales_1		Tremellales_1		Bulleribasidiaceae_1		Bulleribasidiaceae_1		Vishniacozyma_1		Vishniacozyma_1				
OTU_73	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellales_1	Tremellales_1	Tremellales_1	Tremellales_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Dioszegia_1	Dioszegia_1	Dioszegia_1	Dioszegia_1				
OTU_74	Fungi_1	Fungi_1	Fungi_1	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes_1	Tremellales_1	Tremellales_1	Tremellales_1	Tremellales_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Vishniacozyma_1	Vishniacozyma_1		Vishniacozyma_1	Vishniacozyma dimennae 			Vishniacozyma dimennae 
