#OTU ID	R3T2r2Cleaf	V2T4r6Bleaf	R3T1r5Cleaf	R6T1r2Bleaf	R6T2r1Bleaf	R3T2r1Bleaf	R3T1r6Cleaf	V2T4r6Aleaf	V2T1r1Cleaf	R3T2r6Cleaf	R3T4r1Cleaf	V2T2r6Bleaf	R3T4r6Cleaf	R6T2r6Bleaf	V2T4r2Cleaf	R3T4r1Aleaf	V2T4r5Bleaf	V2T1r5Cleaf	V2T1r6Bleaf	R3T1r1Cleaf	V2T4r5Aleaf	V2T1r2Cleaf	R3T4r5Aleaf	R3T1r2Bleaf	R3T1r5Aleaf	R3T4r6Bleaf	R3T4r2Aleaf	R3T2r2Bleaf	R3T2r5Cleaf	R6T2r2Bleaf	R3T2r2Aleaf	R6T2r5Cleaf	V2T2r5Bleaf	R3T1r1Aleaf	R3T2r6Bleaf	V2T4r2Bleaf	R3T1r5Bleaf	R3T2r5Aleaf	V2T1r5Bleaf	R3T2r5Bleaf	V2T1r6Aleaf	R6T1r6Cleaf	V2T4r2Aleaf	V2T2r6Cleaf	R6T2r6Aleaf	V2T1r2Aleaf	R6T2r2Aleaf	V2T1r1Aleaf	R6T4r1Aleaf	V2T2r2Bleaf	V2T2r2Aleaf	R6T2r5Bleaf	V2T2r1Aleaf	R3T4r2Cleaf	R6T2r2Cleaf	R3T4r2Bleaf	R3T1r2Cleaf	R3T1r1Bleaf	R3T4r6Aleaf	R6T2r5Aleaf	R6T1r1Bleaf	R3T2r1Cleaf	V2T1r5Aleaf	R3T1r2Aleaf	R6T2r1Cleaf	R6T4r5Bleaf	V2T4r1Cleaf	R6T1r2Aleaf	R3T4r5Bleaf	V2T4r5Cleaf	R3T4r5Cleaf	V2T1r1Bleaf	R6T1r5Bleaf	R6T4r5Cleaf	R3T2r1Aleaf	R6T2r1Aleaf	R6T1r6Bleaf	V2T2r5Aleaf	R6T1r6Aleaf	V2T1r6Cleaf	R6T1r5Cleaf	R3T1r6Bleaf	V2T4r6Cleaf	V2T1r2Bleaf	R3T2r6Aleaf	R6T2r6Cleaf	V2T2r1Bleaf	V2T4r1Bleaf	R6T1r1Aleaf	R6T1r2Cleaf	V2T4r1Aleaf	R6T1r1Cleaf	V2T2r1Cleaf	R3T1r6Aleaf	V2T2r2Cleaf	R6T1r5Aleaf	V2T2r5Cleaf	V2T2r6Aleaf	R3T4r1Bleaf	R6T4r6Aleaf	NC1leaf
OTU_1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_575	10	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	175	0	0	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	23	0	0	0	47	9	0	0	0	0	2	0	0	0	0	0	31	0	0	0	0	0	0	11	0	37	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	18	0	17	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_263	0	0	0	0	7	0	0	0	0	0	25	0	0	7	0	63	14	0	0	0	2	0	0	0	0	24	55	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	14	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	47	0	0	8	0	70	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0
OTU_88	105	366	0	7	31	1	1	0	54	5	81	0	5	2	3	0	1	31	154	81	2	158	391	128	14	5	0	82	29	0	0	6	80	8	188	0	49	0	2	0	3	0	0	0	85	159	0	178	2	26	0	0	17	0	1	12	32	0	138	27	12	207	1	0	0	17	15	11	0	97	4	4	6	0	44	0	29	81	33	51	0	12	12	13	2	0	0	0	13	25	12	15	8	3	0	0	0	52	57	0	0
OTU_285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	131	0	0	0	0	101	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	100	0	0
OTU_710	0	0	0	0	11	9	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	32	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	5	0	0	9	0	6	0	0	0	0	9	3	18	0	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	101	0	24	0	0	0	0	0	0	0	0	0	0
OTU_514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_112	145	57	114	50	67	43	51	7	20	28	0	6	27	7	37	165	0	0	20	60	96	92	43	30	35	0	31	0	0	0	0	35	9	219	14	260	182	3	39	47	6	1	27	19	46	22	119	0	7	0	28	52	29	7	1	0	40	26	7	10	4	15	9	75	28	0	92	35	13	48	115	0	84	0	0	32	0	32	5	38	0	83	7	145	3	69	23	21	10	146	0	0	2	13	0	11	166	0	4	0	0
OTU_1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_354	0	0	0	25	9	0	4	0	0	6	2	2	0	7	0	0	4	0	0	0	1	0	0	7	0	3	0	0	14	0	0	15	0	27	2	0	23	0	0	6	0	0	9	9	0	15	24	5	10	0	4	0	0	0	1	0	0	0	7	0	0	0	11	0	3	0	0	0	0	0	0	1	4	0	0	24	0	0	0	2	5	0	0	22	4	29	0	0	3	0	0	0	15	3	0	9	0	0	0	0	0
OTU_192	0	0	0	61	24	13	12	7	0	0	0	3	43	0	0	0	4	0	2	18	10	16	13	20	0	0	10	0	0	0	0	0	13	0	7	0	2	3	2	0	0	0	0	10	20	0	0	0	37	0	25	92	0	0	2	0	0	0	0	0	7	0	0	4	0	50	0	38	15	0	0	0	110	0	0	0	0	0	0	0	0	3	0	0	0	6	0	15	0	6	0	0	8	0	0	1	0	0	0	0	0
OTU_753	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	20	0	0	0	0	7	0	0	0	0	0	5	3	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_189	0	0	0	0	0	0	165	0	0	0	0	0	17	0	0	0	0	0	0	5	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	9	0	39	0	0	0	56	0	0	0	0	13	0	54	70	0	7	0	0	0	0	0	0	0	0	27	0	10	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	24	0	0	0	0	0	0	18	0	0	2	0	0	0	0	0
OTU_1021	0	0	0	0	4	3	19	0	0	2	5	8	3	4	0	0	2	0	4	23	12	1	6	0	0	9	19	0	0	0	0	1	0	7	4	1	0	6	22	34	0	0	0	37	1	0	1	0	26	0	35	0	3	1	1	0	0	2	2	16	0	0	6	13	2	0	3	0	0	0	9	0	29	0	0	0	0	1	0	1	0	19	0	2	0	7	0	0	0	0	0	0	1	1	0	3	1	0	0	0	0
OTU_691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0
OTU_231	0	9	0	141	0	69	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	44	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_202	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	83	0	0	0	0	2	0	0	0	0	0	0	2	0	53	0	0	0	0	0	0	0	0	12	0	0	0	0	2	0	112	0	35	0	28	18	77	12	0	0	1	0	0	6	0	0	0	0	0	7	0	6	4	0	0	0	0	4	0	0	0	13	0	3	0	0	0	37	0	0	5	12	0	6	0	0	0	0	0	0	0	0	0	0
OTU_547	0	0	0	6	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_167	0	0	102	18	1	3	5	0	8	15	15	0	0	1	0	0	0	2	1	3	0	0	0	8	0	0	7	81	0	10	0	45	30	16	0	17	21	1	26	1	3	0	23	3	0	2	0	1	0	3	0	18	18	2	10	2	0	0	0	0	3	0	44	26	0	0	1	11	11	5	30	11	73	0	3	15	0	0	24	1	5	9	0	22	5	4	0	8	5	5	3	0	2	0	0	0	36	0	0	0	0
OTU_333	0	0	0	0	3	2	0	0	0	0	0	0	0	0	24	0	0	9	4	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	5	0	0	0	3	0	0	0	0	3	0	0	0	0	2	23	0	0	5	1	9	8	0	0	0	0	6	0	0	23	0	9	0	0	0	0	0	10	0	14	0	0	0	0	0	0	0	0	0	12	0	5	0	0	0	0	0	0	14	0	0
OTU_1859	0	0	2	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	2	7	0	0	0	2	0	0	0	2	3	3	1	0	0	0	0	1	0	0	0	0	0	0	2	6	0	0	2	8	0	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	4	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	9	0	0	2	0	0	0	0	2	1	0	0	0	0
OTU_527	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_121	91	5	0	0	0	85	0	91	0	0	0	0	0	0	0	0	0	38	0	0	0	5	0	76	85	0	0	0	90	15	0	14	0	45	2	0	0	0	14	0	22	0	0	0	5	4	0	127	0	19	0	0	14	103	112	14	93	0	1	15	28	1	0	0	0	0	4	0	0	66	61	36	0	0	46	0	0	4	183	0	152	0	0	0	141	2	7	64	85	8	152	0	0	4	0	0	0	0	13	0	0
OTU_757	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_239	0	0	80	20	1	3	30	2	0	16	6	28	2	2	0	223	0	0	0	32	24	0	4	5	0	15	55	0	6	0	0	49	0	0	1	2	22	3	33	45	0	0	0	164	4	1	98	0	33	2	4	22	6	2	2	0	0	3	26	4	17	1	15	95	19	0	2	35	14	0	6	0	74	0	0	33	0	0	7	0	0	53	37	28	4	51	0	16	0	0	0	0	23	34	3	6	0	0	0	1	0
OTU_378	0	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	12	0	5	0	0	6	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0	3	0	1	0	0	0	0	11	9	0	14	0	0	18	0	1	0	0	0	0	3	0	8	0	0	0	0	48	0	0	0	0	6	1	0	0	0	0	0	0	0	0
OTU_310	0	0	0	0	0	0	0	0	0	0	0	1	30	0	0	0	0	0	0	6	9	0	0	0	0	5	6	0	0	0	0	0	0	0	13	0	0	0	0	36	0	0	0	0	0	0	1	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	41	0	0	0	0	0
OTU_149	0	0	0	33	43	0	0	0	0	32	21	0	0	0	0	0	0	0	0	0	0	0	6	353	0	0	0	0	0	0	0	0	26	0	0	0	0	0	16	0	0	292	0	0	0	8	5	0	0	0	0	18	0	0	10	0	0	0	0	7	5	0	0	0	0	0	0	0	104	9	0	0	10	0	2	0	0	0	3	15	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
OTU_247	136	0	0	0	18	23	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	16	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	4	0	0	0	27	0	0	0	0	4	0	0	0	0	0	0	4	0	1	11	0	7	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	10	0	0	4	0	0	0	29	0	0	57	0	0	0	0	0	0	0	0	0	0	0
OTU_256	4	214	0	50	2	0	1	0	2	0	1	0	1	4	0	0	0	0	0	4	0	0	2	0	17	0	0	44	0	0	0	20	12	20	7	18	0	1	16	2	0	45	5	1	0	5	0	0	0	11	5	9	62	0	0	0	0	1	4	0	0	25	0	0	0	0	6	14	8	0	36	0	3	0	0	41	8	2	0	18	0	2	0	9	0	1	1	0	0	0	0	0	2	2	0	2	16	0	0	0	0
OTU_152	118	17	21	41	5	18	3	61	0	10	8	6	10	2	0	0	0	91	20	12	6	0	9	36	6	1	15	14	23	17	9	0	7	17	14	0	0	1	0	0	2	0	0	7	20	12	11	33	12	0	14	0	33	29	7	10	23	11	0	3	5	17	4	26	0	0	14	18	61	6	9	0	15	0	6	0	10	0	1	5	22	2	0	12	13	2	15	0	28	0	6	0	15	9	6	6	0	0	10	0	0
OTU_2464	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_214	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	33	43	0	0	0	0	11	0	0	0	0	0	2	0	0	18	0	0	0	5	0	0	0	1	0	26	0	1	82	0	43	2	50	0	0	0	0	0	0	0	0	0	74	1	0	0	0	0	0	0	0	0	17	0	2	0	0	0	0	0	20	0	11	0	0	14	0	0	0	0	0	0	37	0	45	0	0	0	0	0	5	0	0	0
OTU_1904	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	9	0	0	0	0	0	0	5	0	0	4	0	0	1	0	0	0	0	0	7	4	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_293	0	0	0	12	5	0	0	0	0	9	0	39	0	0	4	15	0	0	3	0	0	6	3	2	10	24	0	0	0	0	10	0	13	0	1	14	19	1	0	14	0	18	12	0	10	61	14	1	0	0	2	0	7	0	1	0	0	1	3	0	0	43	3	1	6	0	0	0	0	0	12	0	2	0	0	23	0	3	0	6	0	3	0	7	0	0	0	0	1	0	0	3	13	1	0	1	7	0	0	0	0
OTU_122	0	151	1	12	113	0	0	23	0	0	20	31	6	10	0	0	28	0	119	29	65	0	91	1	102	2	12	0	1	0	61	12	0	197	16	0	0	10	2	5	0	0	0	0	0	0	0	0	11	0	1	0	12	9	0	0	12	36	76	65	0	165	25	0	0	11	0	0	0	0	1	0	11	0	0	52	0	57	0	0	35	16	0	0	27	0	0	0	0	0	8	2	25	0	0	28	24	0	0	0	0
OTU_1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_197	20	0	0	0	68	23	0	35	0	0	6	0	0	0	0	0	0	24	14	0	0	0	0	9	2	0	0	0	16	8	18	52	0	20	5	0	0	0	0	0	37	0	18	7	0	0	0	32	0	5	65	0	5	8	49	4	26	0	0	39	5	0	0	1	0	0	1	0	20	68	3	23	0	0	18	15	0	0	14	0	34	0	3	0	18	0	0	54	47	0	0	0	0	0	50	0	0	0	0	0	0
OTU_160	0	0	38	0	0	0	8	0	0	0	0	0	0	0	0	0	12	0	0	0	3	0	0	0	0	0	0	0	70	0	0	0	0	629	1	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_199	0	4	82	90	0	0	14	2	44	0	4	0	0	0	0	0	0	0	0	0	0	1	0	34	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	18	0	0	0	5	17	53	0	7	0	0	0	0	0	0	2	0	0	0	0	10	0	0	0	6	0	0	5	0	0	0	0	0	75	0	46	60	0	0	0	0	0	0	0	0	0	0	0	10	15	0	0	10	0	0	3	0	0	0	0	0	0
OTU_115	100	0	0	0	36	0	0	7	0	0	67	0	1	11	4	0	0	111	161	3	3	81	9	214	0	0	0	0	21	48	0	0	0	0	65	0	0	4	0	2	0	0	0	0	75	29	0	165	241	46	0	0	0	0	0	5	0	9	42	157	0	4	9	1	0	10	11	0	0	88	0	17	0	0	28	0	0	6	2	14	43	2	0	36	7	0	25	4	6	15	149	24	13	3	10	0	0	67	7	0	0
OTU_109	27	38	0	0	0	7	0	28	0	0	0	0	0	0	7	0	0	4	20	2	0	0	0	3	39	0	0	0	15	5	36	1	87	0	0	83	147	0	0	0	0	0	1382	0	0	1	0	13	0	12	0	18	0	1	5	0	18	0	0	3	0	0	0	0	0	0	14	93	0	308	1	0	0	0	0	0	0	0	2	0	70	0	88	85	2	0	0	27	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
OTU_295	0	18	0	34	4	0	0	0	23	23	0	0	0	0	3	36	0	0	14	4	0	2	9	0	2	0	0	23	0	0	28	63	8	37	14	0	46	2	0	0	0	0	42	1	0	1	0	0	0	0	2	6	15	0	1	0	0	14	2	2	1	17	0	0	0	0	3	11	6	2	20	0	6	0	0	63	19	1	0	0	0	6	13	24	0	0	0	0	0	1	4	20	0	2	0	0	10	0	0	0	0
OTU_430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_195	2	0	0	45	14	0	3	0	0	7	8	24	0	9	0	38	0	0	0	19	12	0	5	0	5	4	9	0	201	0	0	0	0	0	9	6	0	4	0	4	0	1	6	18	4	2	0	0	24	0	16	11	13	7	0	0	0	0	28	6	0	0	6	31	0	0	8	0	3	0	0	0	15	0	0	38	0	12	0	23	0	14	0	13	0	0	0	1	0	0	16	0	9	9	0	54	6	0	2	0	0
OTU_179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	163	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0
OTU_225	0	0	21	0	13	0	0	1	0	14	0	0	0	0	4	3	0	28	5	0	0	0	1	11	91	1	0	1	0	6	7	18	0	0	10	0	0	0	0	0	0	0	90	0	0	4	0	55	0	1	0	0	6	0	0	2	2	0	0	5	0	10	0	0	0	0	0	7	0	18	0	2	0	0	16	0	0	0	8	29	0	3	0	0	0	0	0	3	3	7	0	0	0	0	0	0	0	0	0	0	0
OTU_114	10	106	0	0	83	0	0	0	142	0	15	0	0	0	113	0	0	0	201	48	5	91	75	0	161	3	0	0	0	7	0	0	13	0	30	0	0	1	0	2	0	0	0	0	55	59	0	0	0	0	13	0	15	1	0	0	0	44	30	49	0	95	0	21	23	0	99	0	26	0	0	12	0	0	0	0	187	26	0	0	0	32	0	0	1	0	115	0	0	43	0	44	17	8	21	0	0	214	44	0	0
OTU_1248	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_376	3	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	2	0	0	5	0	0	0	4	0	0	0	0	0	2	0	9	0	0	76	0	0	0	0	2	0	0	0	0	0	4	8	0	0	0	7	2	24	0	4	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	21	0	6	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0
OTU_539	9	0	27	16	7	0	0	0	0	3	3	5	1	5	42	0	12	0	0	2	1	7	4	0	0	6	5	0	0	0	0	41	18	21	0	16	7	4	0	2	0	0	15	0	2	4	12	0	2	0	11	20	15	0	0	0	0	0	22	3	0	12	41	0	0	18	0	0	2	0	14	0	15	0	0	26	0	1	0	2	0	0	0	3	0	9	0	0	0	8	0	0	41	3	0	3	0	0	28	1	0
OTU_2580	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0
OTU_240	0	10	47	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	3	0	0	0	6	0	8	9	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	12	28	0	383	0	0	0	0	0	0	0	0	0	0	101	14	0	0	0	0	0
OTU_627	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1173	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_404	11	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
