jrk_template	Phylum	Class	Order	Family	GENUS	primary_lifestyle	Secondary_lifestyle	Genus	
jrk04422	Basidiomycota	Agaricomycetes	Agaricales	Niaceae	Lachnella	wood_saprotroph			
jrk04885	Basidiomycota	Agaricomycetes	Agaricales	Niaceae	Maireina	wood_saprotroph			
jrk05086	Basidiomycota	Agaricomycetes	Agaricales	Niaceae	Merismodes	wood_saprotroph			
jrk05748	Basidiomycota	Agaricomycetes	Agaricales	Niaceae	Nia	wood_saprotroph			
jrk06351	Basidiomycota	Agaricomycetes	Agaricales	Niaceae	Peyronelina	litter_saprotroph			
jrk09367	Basidiomycota	Agaricomycetes	Agaricales	Niaceae	Woldmaria	litter_saprotroph			
jrk02168	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	Crucibulum	litter_saprotroph			
jrk02282	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	Cyathus	litter_saprotroph			
jrk05372	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	Mycocalia	litter_saprotroph			
jrk05749	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	Nidula	litter_saprotroph			
jrk05750	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	Nidularia	litter_saprotroph			
jrk00450	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Anthracophyllum	wood_saprotroph			
jrk01445	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Caripia	wood_saprotroph			
jrk02026	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Connopus	litter_saprotroph			
jrk03599	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopanella	wood_saprotroph			
jrk03602	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	litter_saprotroph			
jrk04017	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Hymenoporus	litter_saprotroph			
jrk04571	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula	wood_saprotroph			
jrk04911	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Marasmiellus	litter_saprotroph			
jrk05361	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Mycetinis	litter_saprotroph			
jrk05665	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Neonothopanus	wood_saprotroph			
jrk05904	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Omphalotus	wood_saprotroph			
jrk07578	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Rhodocollybia	litter_saprotroph			
jrk00119	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Acurtis	soil_saprotroph			
jrk00374	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Anastrophella	litter_saprotroph			
jrk00594	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	litter_saprotroph	plant_pathogen		
jrk01754	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Cibaomyces	wood_saprotroph			
jrk02148	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Cribbea	soil_saprotroph			
jrk02201	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Cryptomarasmius	litter_saprotroph			
jrk02297	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Cylindrobasidium	wood_saprotroph			
jrk02326	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Cyptotrama	wood_saprotroph			
jrk02383	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Dactylosporina	litter_saprotroph			
jrk02498	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Desarmillaria	plant_pathogen	wood_saprotroph		
jrk02988	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Epicnaphus	wood_saprotroph			
jrk03210	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Flammulina	wood_saprotroph			
jrk09589	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Gloeocystidium	wood_saprotroph			
jrk03462	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Gloiocephala	litter_saprotroph			
jrk03581	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Guyanagaster	wood_saprotroph	plant_pathogen		
jrk04016	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Hymenopellis	wood_saprotroph			
jrk04417	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Laccariopsis	soil_saprotroph			
jrk04908	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Manuripia	litter_saprotroph			
jrk05307	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Mucidula	wood_saprotroph	plant_pathogen		
jrk05354	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Mycaureola	algal_parasite			
jrk09564	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Mycotribulus	litter_saprotroph			
jrk05509	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Naiadolina	litter_saprotroph			
jrk05988	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Oudemansiella	wood_saprotroph			
jrk06199	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Paraxerula	litter_saprotroph			
jrk06586	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Physalacria	wood_saprotroph	litter_saprotroph		
jrk06881	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Ponticulomyces	wood_saprotroph			
jrk06978	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Protoxerula	litter_saprotroph			
jrk07558	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Rhizomarasmius	litter_saprotroph			
jrk07588	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Rhodotus	wood_saprotroph	plant_pathogen		
jrk08463	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Strobilurus	litter_saprotroph			
jrk09472	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Xerula	plant_pathogen	wood_saprotroph		
jrk00148	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Agaricochaete	soil_saprotroph			
jrk00460	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Antromycopsis	wood_saprotroph			
jrk03892	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	wood_saprotroph	nematophagous		
jrk04708	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Lignomyces	wood_saprotroph			
jrk05554	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Nematoctonus	wood_saprotroph	nematophagous		
jrk06776	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	wood_saprotroph	nematophagous		
jrk07502	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Resupinatus	wood_saprotroph			
jrk01661	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Chamaeota	wood_saprotroph			
jrk06791	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	litter_saprotroph			
jrk09373	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Volvariella	litter_saprotroph			
jrk09375	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Volvopluteus	litter_saprotroph			
jrk01872	Basidiomycota	Agaricomycetes	Agaricales	Porotheleaceae	Clitocybula	wood_saprotroph			
jrk03388	Basidiomycota	Agaricomycetes	Agaricales	Porotheleaceae	Gerronema	wood_saprotroph			
jrk03997	Basidiomycota	Agaricomycetes	Agaricales	Porotheleaceae	Hydropus	litter_saprotroph	wood_saprotroph		
jrk04985	Basidiomycota	Agaricomycetes	Agaricales	Porotheleaceae	Megacollybia	litter_saprotroph	wood_saprotroph		
jrk06504	Basidiomycota	Agaricomycetes	Agaricales	Porotheleaceae	Phloeomana	wood_saprotroph			
jrk06904	Basidiomycota	Agaricomycetes	Agaricales	Porotheleaceae	Porotheleum	wood_saprotroph			
jrk09070	Basidiomycota	Agaricomycetes	Agaricales	Porotheleaceae	Trogia	wood_saprotroph			
jrk02042	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	soil_saprotroph			
jrk02043	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	soil_saprotroph			
jrk02334	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Cystoagaricus	wood_saprotroph			
jrk03337	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Gasteroagaricoides	litter_saprotroph			
jrk03904	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Homophron	wood_saprotroph			
jrk03917	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Hormographiella	unspecified_saprotroph			
jrk04300	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Kauffmania	wood_saprotroph			
jrk04427	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Lacrymaria	litter_saprotroph			
jrk04862	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Macrometrula	soil_saprotroph			
jrk06169	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Parasola	soil_saprotroph			
jrk06986	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	wood_saprotroph	litter_saprotroph		
jrk07519	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Rhacophyllus	wood_saprotroph			
jrk09135	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Typhrasa	wood_saprotroph			
jrk01874	Basidiomycota	Agaricomycetes	Agaricales	Pseudoclitocybaceae	Clitopaxillus	litter_saprotroph			
jrk03702	Basidiomycota	Agaricomycetes	Agaricales	Pseudoclitocybaceae	Harmajaea	litter_saprotroph			
jrk05350	Basidiomycota	Agaricomycetes	Agaricales	Pseudoclitocybaceae	Musumecia	litter_saprotroph			
jrk06822	Basidiomycota	Agaricomycetes	Agaricales	Pseudoclitocybaceae	Pogonoloma	litter_saprotroph			
jrk07045	Basidiomycota	Agaricomycetes	Agaricales	Pseudoclitocybaceae	Pseudoclitocybe	litter_saprotroph			
jrk00107	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Actiniceps	litter_saprotroph			
jrk00129	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Adustomyces	wood_saprotroph			
jrk00214	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Allantula	wood_saprotroph			
jrk01651	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Chaetotyphula	litter_saprotroph			
jrk02087	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Coronicium	litter_saprotroph			
jrk02418	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Deflexula	wood_saprotroph			
jrk05092	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Merulicium	wood_saprotroph	litter_saprotroph		
	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Myrmecopterula	wood_saprotroph	litter_saprotroph		
jrk07283	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Pterula	litter_saprotroph			
jrk07284	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Pterulicium	wood_saprotroph			
jrk00801	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Auriculariopsis	wood_saprotroph			
jrk06893	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Porodisculus	plant_pathogen	wood_saprotroph		
jrk07853	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	wood_saprotroph	litter_saprotroph		
jrk02339	Basidiomycota	Agaricomycetes	Agaricales	Squamanitaceae	Cystoderma	litter_saprotroph			
jrk00753	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Athelidium	wood_saprotroph			
jrk02156	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Cristinia	wood_saprotroph			
extra taxons new Karl Henrik and Jenni	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Cyanobasidium	wood_saprotroph			
extra taxons new Karl Henrik and Jenni	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Dacryobasidium	litter_saprotroph			
jrk09588	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Lindtneria	wood_saprotroph			
jrk04978	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Mayamontana	soil_saprotroph			
jrk05398	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Mycolindtneria	wood_saprotroph			
jrk05449	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Myriococcum	unspecified_saprotroph			
jrk08385	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Stephanospora	soil_saprotroph			
jrk00157	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Agrocybe	soil_saprotroph			
jrk01084	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Bogbodia	litter_saprotroph	bryophilous		
jrk01160	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Brauniella	soil_saprotroph			
jrk02416	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Deconica	litter_saprotroph			
jrk09566	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Hemipholiota	wood_saprotroph			
jrk09567	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Hypholoma	wood_saprotroph			
jrk09568	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Kuehneromyces	wood_saprotroph			
jrk04635	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Leratiomyces	litter_saprotroph			
jrk05045	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Melanotus	wood_saprotroph			
jrk09569	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Nematoloma	wood_saprotroph			
jrk09570	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Nivatogastrium	wood_saprotroph			
jrk09571	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Phaeonematoloma	soil_saprotroph	bryophilous		
jrk06516	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	wood_saprotroph	litter_saprotroph		
jrk06972	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Protostropharia	dung_saprotroph			
jrk07087	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pseudogymnopilus	wood_saprotroph			
jrk08479	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Stropharia	litter_saprotroph			
jrk08565	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Synnematomyces	wood_saprotroph			
jrk09572	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Weraroa	litter_saprotroph			
jrk00182	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Albomagister	unspecified			
jrk02071	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Corneriella	soil_saprotroph			
jrk02474	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Dennisiomyces	unspecified_saprotroph			
jrk04659	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Leucopaxillus	litter_saprotroph	plant_pathogen		
jrk06908	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Porpoloma	ectomycorrhizal			
jrk09585	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Pseudoporpoloma	soil_saprotroph			
jrk07237	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Pseudotricholoma	unspecified_saprotroph			
jrk08985	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	ectomycorrhizal			
jrk02286	Basidiomycota	Agaricomycetes	Agaricales	Tubariaceae	Cyclocybe	wood_saprotroph			
jrk03209	Basidiomycota	Agaricomycetes	Agaricales	Tubariaceae	Flammulaster	litter_saprotroph			
jrk03795	Basidiomycota	Agaricomycetes	Agaricales	Tubariaceae	Hemistropharia	wood_saprotroph			
jrk06008	Basidiomycota	Agaricomycetes	Agaricales	Tubariaceae	Pachylepyrium	wood_saprotroph			
jrk06401	Basidiomycota	Agaricomycetes	Agaricales	Tubariaceae	Phaeomarasmius	wood_saprotroph			
jrk09095	Basidiomycota	Agaricomycetes	Agaricales	Tubariaceae	Tubaria	litter_saprotroph			
jrk04827	Basidiomycota	Agaricomycetes	Agaricales	Typhulaceae	Lutypha	wood_saprotroph			
jrk04867	Basidiomycota	Agaricomycetes	Agaricales	Typhulaceae	Macrotyphula	litter_saprotroph	wood_saprotroph		
jrk06648	Basidiomycota	Agaricomycetes	Agaricales	Typhulaceae	Pistillaria	litter_saprotroph			
jrk06649	Basidiomycota	Agaricomycetes	Agaricales	Typhulaceae	Pistillina	litter_saprotroph			
jrk09123	Basidiomycota	Agaricomycetes	Agaricales	Typhulaceae	Tygervalleyomyces	plant_pathogen	litter_saprotroph		
jrk09136	Basidiomycota	Agaricomycetes	Agaricales	Typhulaceae	Typhula	plant_pathogen	litter_saprotroph		
jrk00171	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Akenomyces	litter_saprotroph			
jrk00190	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Aldridgea	wood_saprotroph			
jrk00616	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Arthrodochium	litter_saprotroph			
jrk00635	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Arualis	litter_saprotroph			
jrk01055	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Blasiphalia	moss_symbiont	liverwort-associated		
jrk01517	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Cenangiomyces	litter_saprotroph			
jrk01533	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Ceraceopsis	wood_saprotroph			
jrk01765	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Cilicia	soil_saprotroph			
jrk02098	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Corticomyces	wood_saprotroph			
jrk02169	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Cruciger	wood_saprotroph			
jrk02465	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Dendrosporomyces	unspecified_saprotroph			
jrk02871	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Ellula	wood_saprotroph			
jrk03168	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Fibulocoela	litter_saprotroph			
jrk03172	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Fibulotaeniella	unspecified_saprotroph			
jrk03384	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Geotrichopsis	mycoparasite	fungal_decomposer		
jrk03450	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Gloeomucro				
jrk03460	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Gloeosynnema	wood_saprotroph			
jrk03471	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Glomerulomyces	wood_saprotroph			
jrk03483	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Glutinoagger	litter_saprotroph			
jrk03642	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Hallenbergia	wood_saprotroph			
extra taxons new Karl Henrik and Jenni	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Hemmesomyces	wood_saprotroph			
jrk04025	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Hyphobasidiofera	wood_saprotroph			
jrk04139	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Ingoldiella	litter_saprotroph			
jrk04154	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Intextomyces	wood_saprotroph			
jrk04371	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Korupella	wood_saprotroph			
jrk05207	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Minostroscyta	wood_saprotroph			
jrk05439	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Mylittopsis	wood_saprotroph			
jrk05976	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Osteomorpha	wood_saprotroph			
jrk06021	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Pagidospora	protistan_parasite	animal_parasite		
jrk06175	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Parastereopsis	ectomycorrhizal			
jrk06511	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Phlyctibasidium	wood_saprotroph			
jrk07319	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Purpureocorticium	wood_saprotroph			
jrk07346	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Pycnovellomyces	litter_saprotroph			
jrk07488	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Repetobasidiellum	litter_saprotroph			
jrk07490	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Repetobasidium	wood_saprotroph			
jrk08643	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Taiwanoporia	wood_saprotroph			
jrk08865	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Titaeella	mycoparasite	fungal_decomposer		
jrk08925	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Trechinothus	wood_saprotroph			
jrk09029	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Tricladiomyces	unspecified_saprotroph			
jrk09040	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Trimitiella	wood_saprotroph	litter_saprotroph		
jrk09107	Basidiomycota	Agaricomycetes	Agaricomycetes order incertae sedis	Agaricomycetes family incertae sedis	Tubulicrinopsis	wood_saprotroph			
jrk00343	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Amyloathelia	wood_saprotroph			
jrk00346	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Amylocorticiellum	wood_saprotroph			
jrk00347	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Amylocorticium	wood_saprotroph			
extra taxons new Karl Henrik and Jenni	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Amylodontia	wood_saprotroph			
jrk00360	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Amyloxenasma	wood_saprotroph			
jrk00417	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Anomoloma	wood_saprotroph			
jrk00419	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Anomoporia	wood_saprotroph			
jrk01532	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Ceraceomyces	wood_saprotroph			
jrk04049	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Hypochniciellum	wood_saprotroph			
jrk04177	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Irpicodon	wood_saprotroph			
jrk06782	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Plicaturopsis	wood_saprotroph			
jrk06809	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Podoserpula	wood_saprotroph			
jrk08009	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Serpulomyces	wood_saprotroph			
jrk00319	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	ectomycorrhizal			
jrk00750	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelia	lichen_parasite	fungal_decomposer		
jrk00752	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelicium	wood_saprotroph			
jrk00754	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelocystis	wood_saprotroph			
jrk00756	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelopsis	wood_saprotroph			
jrk01263	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Butlerelfia	plant_pathogen	wood_saprotroph		
jrk01271	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Byssocorticium	ectomycorrhizal			
extra taxons new Karl Henrik and Jenni	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Caerulicium	unspecified			
jrk02854	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Elaphocephala	wood_saprotroph			
jrk03169	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Fibulomyces	wood_saprotroph			
jrk09590	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Fibulorhizoctonia	wood_saprotroph			
jrk04048	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Hypochnella	wood_saprotroph			
jrk04628	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Leptosporomyces	wood_saprotroph			
jrk04761	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Lobulicium	wood_saprotroph			
jrk04833	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Lyoathelia	wood_saprotroph			
jrk05067	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Melzericium	wood_saprotroph			
jrk05422	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Mycostigma	wood_saprotroph			
jrk06623	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	ectomycorrhizal			
jrk07278	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Pteridomyces	wood_saprotroph			
jrk07900	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Sclerotium	plant_pathogen			
jrk08638	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Taeniospora	unspecified_saprotroph			
jrk08948	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Tretomyces	ectomycorrhizal			
jrk09129	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Tylospora	ectomycorrhizal			
jrk03832	Basidiomycota	Agaricomycetes	Auriculariales	Agaricomycetes family incertae sedis	Heteroacanthella	wood_saprotroph			
jrk00519	Basidiomycota	Agaricomycetes	Auriculariales	Aporpiaceae	Aporpium	wood_saprotroph			
jrk00325	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Amphistereum	wood_saprotroph			
jrk00800	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	wood_saprotroph			
