OTU,Genus,PRIMARY TROPHIC GUILD
OTU_2762,#N/A,#N/A
OTU_2763,Archaeorhizomyces,soil_saprotroph
OTU_4677,#N/A,#N/A
OTU_5863,#N/A,#N/A
OTU_1733,#N/A,#N/A
OTU_3282,Westerdykella,dung_saprotroph
OTU_4220,#N/A,#N/A
OTU_6043,#N/A,#N/A
OTU_5787,#N/A,#N/A
OTU_1695,#N/A,#N/A
OTU_3180,#N/A,#N/A
OTU_2577,#N/A,#N/A
OTU_3186,#N/A,#N/A
OTU_2970,Diversispora,arbuscular_mycorrhizal
OTU_2993,Glomus,arbuscular_mycorrhizal
OTU_2590,Bipolaris,plant_pathogen
OTU_6568,Lasionectriopsis,#N/A
OTU_2776,#N/A,#N/A
OTU_6990,Diversispora,arbuscular_mycorrhizal
OTU_3422,#N/A,#N/A
OTU_4200,#N/A,#N/A
OTU_1791,Ceratobasidium,plant_pathogen
OTU_3166,#N/A,#N/A
OTU_3393,#N/A,#N/A
OTU_5680,#N/A,#N/A
OTU_4465,Penicillium,unspecified_saprotroph
OTU_3574,Hyaloscypha,litter_saprotroph
OTU_3231,Rhodotorula,unspecified_saprotroph
OTU_4015,#N/A,#N/A
OTU_5453,#N/A,#N/A
OTU_2086,Glomus,arbuscular_mycorrhizal
OTU_4381,#N/A,#N/A
OTU_4987,#N/A,#N/A
OTU_3914,Septoglomus,arbuscular_mycorrhizal
OTU_3564,#N/A,#N/A
OTU_2526,#N/A,#N/A
OTU_2471,Cystolepiota,soil_saprotroph
OTU_2263,Grammothele,wood_saprotroph
OTU_3660,#N/A,#N/A
OTU_6417,#N/A,#N/A
OTU_4481,#N/A,#N/A
OTU_5190,#N/A,#N/A
OTU_2524,Paraglomus,arbuscular_mycorrhizal
OTU_4166,Septoglomus,arbuscular_mycorrhizal
OTU_7694,#N/A,#N/A
OTU_3370,#N/A,#N/A
OTU_3705,#N/A,#N/A
OTU_7462,#N/A,#N/A
OTU_5370,#N/A,#N/A
OTU_6082,#N/A,#N/A
OTU_5878,Archaeorhizomyces,soil_saprotroph
OTU_4717,Phlyctis,lichenized
OTU_7784,Hyaloscypha,litter_saprotroph
OTU_6044,Gigaspora,arbuscular_mycorrhizal
OTU_6422,#N/A,#N/A
OTU_4782,Glomus,arbuscular_mycorrhizal
OTU_1887,#N/A,#N/A
OTU_5155,#N/A,#N/A
OTU_1922,#N/A,#N/A
OTU_6710,#N/A,#N/A
OTU_4654,Glomus,arbuscular_mycorrhizal
OTU_7836,Gigaspora,arbuscular_mycorrhizal
OTU_3511,Thelonectria,litter_saprotroph
OTU_4611,Glomus,arbuscular_mycorrhizal
OTU_6712,Claroideoglomus,arbuscular_mycorrhizal
OTU_5602,#N/A,#N/A
OTU_6045,Sclerostagonospora,litter_saprotroph
OTU_5600,#N/A,#N/A
OTU_7031,Phyllachora,plant_pathogen
OTU_2727,#N/A,#N/A
OTU_2801,#N/A,#N/A
OTU_3299,#N/A,#N/A
OTU_6390,#N/A,#N/A
OTU_7748,#N/A,#N/A
OTU_6114,#N/A,#N/A
OTU_6234,Gigaspora,arbuscular_mycorrhizal
OTU_3889,#N/A,#N/A
OTU_7404,#N/A,#N/A
OTU_5170,Cryptocoryneum,wood_saprotroph
OTU_3838,#N/A,#N/A
OTU_5061,Ceratobasidium,plant_pathogen
OTU_4723,#N/A,#N/A
OTU_7660,Anthopsis,soil_saprotroph
OTU_1965,Mortierella,soil_saprotroph
OTU_3009,#N/A,#N/A
OTU_3839,#N/A,#N/A
OTU_7377,Glomus,arbuscular_mycorrhizal
OTU_6109,Peziza,soil_saprotroph
OTU_6778,Coniochaeta,unspecified_saprotroph
OTU_3234,Atractiella,unspecified_saprotroph
OTU_5784,#N/A,#N/A
OTU_5788,#N/A,#N/A
OTU_7850,#N/A,#N/A
OTU_5686,#N/A,#N/A
OTU_4344,#N/A,#N/A
OTU_4519,#N/A,#N/A
OTU_2823,Diversispora,arbuscular_mycorrhizal
OTU_5471,Mortierella,soil_saprotroph
OTU_7793,#N/A,#N/A
OTU_2631,Geotrichum,nectar/tap_saprotroph
OTU_3706,Paraglomus,arbuscular_mycorrhizal
OTU_5860,Diversispora,arbuscular_mycorrhizal
OTU_7101,#N/A,#N/A
OTU_2959,Papulaspora,wood_saprotroph
OTU_895,#N/A,#N/A
OTU_4471,#N/A,#N/A
OTU_7165,#N/A,#N/A
OTU_1123,Dominikia,arbuscular_mycorrhizal
OTU_4064,Volutella,plant_pathogen
OTU_6394,#N/A,#N/A
OTU_2960,Geotrichum,nectar/tap_saprotroph
OTU_7106,Geopora,ectomycorrhizal
OTU_4693,Paraglomus,arbuscular_mycorrhizal
OTU_7789,Auxarthron,soil_saprotroph
OTU_7078,Cetraspora,arbuscular_mycorrhizal
OTU_2961,Archaeorhizomyces,soil_saprotroph
OTU_7777,Sebacina,ectomycorrhizal
OTU_6241,#N/A,#N/A
OTU_7778,Cladophialophora,soil_saprotroph
OTU_6691,Phyllachora,plant_pathogen
OTU_3434,#N/A,#N/A
OTU_2616,#N/A,#N/A
OTU_6665,#N/A,#N/A
OTU_4805,Geesterania,wood_saprotroph
OTU_4195,Rigidoporus,wood_saprotroph
OTU_4820,#N/A,#N/A
OTU_3874,#N/A,#N/A
OTU_5709,Rhodotorula,unspecified_saprotroph
OTU_4154,#N/A,#N/A
OTU_7801,#N/A,#N/A
OTU_7391,#N/A,#N/A
OTU_1674,#N/A,#N/A
OTU_4349,Hyphoderma,wood_saprotroph
OTU_7799,#N/A,#N/A
OTU_5300,#N/A,#N/A
OTU_2594,#N/A,#N/A
OTU_5858,Laburnicola,wood_saprotroph
OTU_6049,Paraphoma,plant_pathogen
OTU_5164,Blackwellomyces,animal_parasite
OTU_3659,Malassezia,soil_saprotroph
OTU_3886,#N/A,#N/A
OTU_7378,Glomus,arbuscular_mycorrhizal
OTU_3607,#N/A,#N/A
OTU_5697,#N/A,#N/A
OTU_7380,#N/A,#N/A
OTU_5028,Glomus,arbuscular_mycorrhizal
OTU_5220,Geminibasidium,soil_saprotroph
OTU_4309,#N/A,#N/A
OTU_5463,Gigaspora,arbuscular_mycorrhizal
OTU_2040,#N/A,#N/A
OTU_1065,#N/A,#N/A
OTU_7669,#N/A,#N/A
OTU_3599,Cladosporium,litter_saprotroph
OTU_7763,#N/A,#N/A
OTU_3664,Lapidomyces,unspecified_saprotroph
OTU_7039,#N/A,#N/A
OTU_6640,Chalara,litter_saprotroph
OTU_2163,Cladorrhinum,unspecified_saprotroph
OTU_6377,Canariomyces,soil_saprotroph
OTU_6169,#N/A,#N/A
OTU_5667,Cortinarius,ectomycorrhizal
OTU_5141,Neosetophoma,litter_saprotroph
OTU_3553,#N/A,#N/A
OTU_4963,Ilyonectria,plant_pathogen
OTU_5889,Phallus,soil_saprotroph
OTU_4758,#N/A,#N/A
OTU_3769,Glomus,arbuscular_mycorrhizal
OTU_4298,#N/A,#N/A
OTU_6729,#N/A,#N/A
OTU_2436,Archaeospora,arbuscular_mycorrhizal
OTU_4144,#N/A,#N/A
OTU_5795,Microdominikia,arbuscular_mycorrhizal
OTU_6374,#N/A,#N/A
OTU_4747,Peziza,soil_saprotroph
OTU_5097,#N/A,#N/A
OTU_5238,Dipodascus,nectar/tap_saprotroph
OTU_6249,#N/A,#N/A
OTU_5168,#N/A,#N/A
OTU_6438,Chloridium,litter_saprotroph
OTU_6237,#N/A,#N/A
OTU_3227,#N/A,#N/A
OTU_4740,Kappamyces,pollen_saprotroph
OTU_2689,Diversispora,arbuscular_mycorrhizal
OTU_6787,#N/A,#N/A
OTU_5263,#N/A,#N/A
OTU_5652,Ramophialophora,soil_saprotroph
OTU_5650,Podospora,dung_saprotroph
OTU_7400,Chromelosporium,soil_saprotroph
OTU_7137,#N/A,#N/A
OTU_7698,#N/A,#N/A
OTU_5446,#N/A,#N/A
OTU_6460,Epulorhiza,litter_saprotroph
OTU_5575,#N/A,#N/A
OTU_4505,#N/A,#N/A
OTU_3640,Diversispora,arbuscular_mycorrhizal
OTU_3926,Archaeorhizomyces,soil_saprotroph
OTU_3958,Mycena,litter_saprotroph
OTU_7797,#N/A,#N/A
OTU_6380,#N/A,#N/A
OTU_6746,#N/A,#N/A
OTU_5384,Glomus,arbuscular_mycorrhizal
OTU_2673,Chaetosphaeria,litter_saprotroph
OTU_6524,#N/A,#N/A
OTU_2456,Pectenia,lichenized
OTU_6095,Bullera,unspecified_saprotroph
OTU_4842,#N/A,#N/A
OTU_6560,Dentiscutata,arbuscular_mycorrhizal
OTU_3521,#N/A,#N/A
OTU_3191,#N/A,#N/A
OTU_5816,#N/A,#N/A
OTU_6626,#N/A,#N/A
OTU_6788,Sarocladium,plant_pathogen
OTU_5162,#N/A,#N/A
OTU_7198,#N/A,#N/A
OTU_1212,#N/A,#N/A
OTU_6035,Cyberlindnera,nectar/tap_saprotroph
OTU_5804,#N/A,#N/A
OTU_7072,#N/A,#N/A
OTU_6304,#N/A,#N/A
OTU_6490,#N/A,#N/A
OTU_2211,Mortierella,soil_saprotroph
OTU_5269,#N/A,#N/A
OTU_5920,#N/A,#N/A
OTU_6366,#N/A,#N/A
OTU_5312,#N/A,#N/A
OTU_5761,#N/A,#N/A
OTU_6718,Idriella,litter_saprotroph
OTU_7823,Efibulobasidium,litter_saprotroph
OTU_4696,Pythium,plant_pathogen
OTU_3065,#N/A,#N/A
OTU_3355,#N/A,#N/A
OTU_7409,Glomus,arbuscular_mycorrhizal
OTU_4119,Trichoglossum,soil_saprotroph
OTU_7768,Parastagonospora,plant_pathogen
OTU_3830,#N/A,#N/A
OTU_7398,Laburnicola,wood_saprotroph
OTU_4369,Mortierella,soil_saprotroph
OTU_5309,#N/A,#N/A
OTU_1940,#N/A,#N/A
OTU_5883,Glomus,arbuscular_mycorrhizal
OTU_7420,#N/A,#N/A
OTU_5896,Apodus,dung_saprotroph
OTU_5089,Mariannaea,wood_saprotroph
OTU_3655,Tolypocladium,animal_parasite
OTU_6311,Lophiostoma,wood_saprotroph
OTU_4849,#N/A,#N/A
OTU_3039,Glomus,arbuscular_mycorrhizal
OTU_7062,#N/A,#N/A
OTU_6076,#N/A,#N/A
OTU_4929,Staphylotrichum,soil_saprotroph
OTU_7783,#N/A,#N/A
OTU_5777,#N/A,#N/A
OTU_7795,#N/A,#N/A
OTU_7386,#N/A,#N/A
OTU_6727,#N/A,#N/A
OTU_5086,Clavispora,litter_saprotroph
OTU_6431,#N/A,#N/A
OTU_4378,#N/A,#N/A
OTU_5573,#N/A,#N/A
OTU_5004,Calcarisporiella,soil_saprotroph
OTU_4504,#N/A,#N/A
OTU_6245,#N/A,#N/A
OTU_6368,#N/A,#N/A
OTU_6250,#N/A,#N/A
OTU_7856,#N/A,#N/A
OTU_7099,Cladosporium,litter_saprotroph
OTU_2770,Pervetustus,arbuscular_mycorrhizal
OTU_7413,#N/A,#N/A
OTU_5272,#N/A,#N/A
OTU_6396,#N/A,#N/A
OTU_7813,#N/A,#N/A
OTU_7414,#N/A,#N/A
OTU_6719,Dendryphiella,plant_pathogen
OTU_3520,#N/A,#N/A
OTU_2186,#N/A,#N/A
OTU_6445,#N/A,#N/A
OTU_5267,#N/A,#N/A
OTU_5922,#N/A,#N/A
OTU_5833,#N/A,#N/A
OTU_4815,#N/A,#N/A
OTU_5939,#N/A,#N/A
OTU_7094,#N/A,#N/A
OTU_1632,#N/A,#N/A
OTU_7091,Mortierella,soil_saprotroph
OTU_6968,Hymenoscyphus,litter_saprotroph
OTU_7136,#N/A,#N/A
OTU_7839,Tomentella,ectomycorrhizal
OTU_5915,#N/A,#N/A
OTU_7447,Mortierella,soil_saprotroph
OTU_7051,Tomentella,ectomycorrhizal
OTU_5412,#N/A,#N/A
OTU_6228,#N/A,#N/A
OTU_5966,Phialocephala,soil_saprotroph
OTU_5325,Phyllachora,plant_pathogen
OTU_4712,Scytalidium,wood_saprotroph
OTU_3170,#N/A,#N/A
OTU_7110,Phyllachora,plant_pathogen
OTU_6934,#N/A,#N/A
OTU_3486,#N/A,#N/A
OTU_3173,Operculomyces,pollen_saprotroph
OTU_6384,#N/A,#N/A
OTU_5182,#N/A,#N/A
OTU_4640,#N/A,#N/A
OTU_2408,#N/A,#N/A
OTU_6487,#N/A,#N/A
OTU_7662,Sympodiella,litter_saprotroph
OTU_5635,Podospora,dung_saprotroph
OTU_7147,#N/A,#N/A
OTU_5838,#N/A,#N/A
OTU_5056,#N/A,#N/A
OTU_6235,Dactylaria,animal_parasite
OTU_7456,#N/A,#N/A
OTU_7372,Coleophoma,plant_pathogen
OTU_5391,Helicosporium,wood_saprotroph
OTU_7432,Fusarium,plant_pathogen
OTU_4533,#N/A,#N/A
OTU_3197,Glomus,arbuscular_mycorrhizal
OTU_7648,#N/A,#N/A
OTU_5344,#N/A,#N/A
OTU_1708,#N/A,#N/A
OTU_3767,#N/A,#N/A
OTU_5951,#N/A,#N/A
OTU_6054,#N/A,#N/A
OTU_5765,Phyllachora,plant_pathogen
OTU_4536,Apiotrichum,soil_saprotroph
OTU_7082,#N/A,#N/A
OTU_4735,Ampelomyces,plant_pathogen
OTU_5564,#N/A,#N/A
OTU_1630,#N/A,#N/A
OTU_1669,#N/A,#N/A
OTU_7303,Arthrobotrys,animal_parasite
OTU_5927,#N/A,#N/A
OTU_7749,Archaeorhizomyces,soil_saprotroph
OTU_5567,#N/A,#N/A
OTU_3216,Candida,nectar/tap_saprotroph
OTU_5029,#N/A,#N/A
OTU_7755,Cercophora,dung_saprotroph
OTU_6923,Entrophospora,arbuscular_mycorrhizal
OTU_6427,#N/A,#N/A
OTU_1964,#N/A,#N/A
OTU_579,Cyberlindnera,nectar/tap_saprotroph
OTU_1663,#N/A,#N/A
OTU_1958,#N/A,#N/A
OTU_1175,Penicillium,unspecified_saprotroph
OTU_2302,#N/A,#N/A
OTU_1363,#N/A,#N/A
OTU_4787,#N/A,#N/A
OTU_7113,#N/A,#N/A
OTU_1160,#N/A,#N/A
OTU_1913,#N/A,#N/A
OTU_484,Gorgomyces,litter_saprotroph
OTU_768,#N/A,#N/A
OTU_3694,#N/A,#N/A
OTU_2060,#N/A,#N/A
OTU_3857,#N/A,#N/A
OTU_2051,#N/A,#N/A
OTU_6730,#N/A,#N/A
OTU_1961,Cutaneotrichosporon,animal_parasite
OTU_1945,#N/A,#N/A
OTU_2021,#N/A,#N/A
OTU_884,#N/A,#N/A
OTU_5331,#N/A,#N/A
OTU_3523,#N/A,#N/A
OTU_2083,#N/A,#N/A
OTU_3799,#N/A,#N/A
OTU_2769,#N/A,#N/A
OTU_2111,#N/A,#N/A
OTU_1605,#N/A,#N/A
OTU_2301,#N/A,#N/A
OTU_3212,#N/A,#N/A
OTU_2223,#N/A,#N/A
OTU_1902,#N/A,#N/A
OTU_6426,#N/A,#N/A
OTU_6806,#N/A,#N/A
OTU_1295,#N/A,#N/A
OTU_1599,#N/A,#N/A
OTU_1323,#N/A,#N/A
OTU_1436,#N/A,#N/A
OTU_6194,#N/A,#N/A
OTU_2267,#N/A,#N/A
OTU_2205,#N/A,#N/A
OTU_2351,Betamyces,pollen_saprotroph
OTU_1474,Preussia,dung_saprotroph
OTU_1306,Scutellinia,wood_saprotroph
OTU_3406,#N/A,#N/A
OTU_2113,#N/A,#N/A
OTU_2753,#N/A,#N/A
OTU_2535,#N/A,#N/A
OTU_1119,#N/A,#N/A
OTU_1894,#N/A,#N/A
OTU_3062,Eocronartium,plant_pathogen
OTU_7202,Mortierella,soil_saprotroph
OTU_3054,#N/A,#N/A
OTU_1514,#N/A,#N/A
OTU_2591,#N/A,#N/A
OTU_3247,#N/A,#N/A
OTU_1538,#N/A,#N/A
OTU_1853,#N/A,#N/A
OTU_1637,#N/A,#N/A
OTU_1389,#N/A,#N/A
OTU_3367,Pisolithus,ectomycorrhizal
OTU_4583,#N/A,#N/A
OTU_2237,#N/A,#N/A
OTU_6595,Minimedusa,lichen_parasite
OTU_2007,Sporidesmiella,wood_saprotroph
OTU_7324,#N/A,#N/A
OTU_1322,#N/A,#N/A
OTU_3090,Kappamyces,pollen_saprotroph
OTU_2633,#N/A,#N/A
OTU_6713,Monographella,plant_pathogen
OTU_3024,Coniochaeta,unspecified_saprotroph
OTU_7162,Trichoderma,mycoparasite
OTU_2506,Cladorrhinum,unspecified_saprotroph
OTU_4094,Archaeospora,arbuscular_mycorrhizal
OTU_1753,Mortierella,soil_saprotroph
OTU_1287,#N/A,#N/A
OTU_1247,Apodospora,unspecified_saprotroph
OTU_761,Paramicrothyrium,epiphyte
OTU_3060,#N/A,#N/A
OTU_3835,#N/A,#N/A
OTU_1527,Hyaloscypha,litter_saprotroph
OTU_2153,Kurtzmanomyces,unspecified_saprotroph
OTU_3960,Pleuroascus,dung_saprotroph
OTU_1168,Minimedusa,lichen_parasite
OTU_2422,#N/A,#N/A
OTU_1656,#N/A,#N/A
OTU_1638,#N/A,#N/A
OTU_6323,#N/A,#N/A
OTU_2259,#N/A,#N/A
OTU_1950,#N/A,#N/A
OTU_1749,Coniochaeta,unspecified_saprotroph
OTU_5262,#N/A,#N/A
OTU_2548,#N/A,#N/A
OTU_4940,Constantinomyces,unspecified_saprotroph
OTU_2303,Filobasidium,unspecified_saprotroph
OTU_1310,#N/A,#N/A
OTU_2488,#N/A,#N/A
OTU_2310,#N/A,#N/A
OTU_2127,#N/A,#N/A
OTU_2444,#N/A,#N/A
OTU_4926,Dissophora,soil_saprotroph
OTU_4203,Mortierella,soil_saprotroph
OTU_5201,Catillaria,lichenized
OTU_2329,#N/A,#N/A
OTU_4358,#N/A,#N/A
OTU_4266,#N/A,#N/A
OTU_3200,#N/A,#N/A
OTU_2233,#N/A,#N/A
OTU_1032,#N/A,#N/A
OTU_2690,#N/A,#N/A
OTU_2029,#N/A,#N/A
OTU_2177,Tuber,ectomycorrhizal
OTU_7734,#N/A,#N/A
OTU_2454,Magnaporthiopsis,unspecified_pathotroph
OTU_1842,#N/A,#N/A
OTU_2741,#N/A,#N/A
OTU_2572,#N/A,#N/A
OTU_2192,#N/A,#N/A
OTU_3106,#N/A,#N/A
OTU_3196,Schizothecium,dung_saprotroph
OTU_3333,#N/A,#N/A
OTU_3151,#N/A,#N/A
OTU_2258,#N/A,#N/A
OTU_2692,Penicillium,unspecified_saprotroph
OTU_2728,Betamyces,pollen_saprotroph
OTU_4005,#N/A,#N/A
OTU_2064,#N/A,#N/A
OTU_1892,#N/A,#N/A
OTU_2339,#N/A,#N/A
OTU_6142,#N/A,#N/A
OTU_1901,#N/A,#N/A
OTU_1521,Scutellinia,wood_saprotroph
OTU_2872,#N/A,#N/A
OTU_3404,#N/A,#N/A
OTU_1589,Paracremonium,animal_parasite
OTU_4136,#N/A,#N/A
OTU_4462,Capronia,soil_saprotroph
OTU_3304,Kappamyces,pollen_saprotroph
OTU_4091,Betamyces,pollen_saprotroph
OTU_2999,#N/A,#N/A
OTU_2242,#N/A,#N/A
OTU_2654,#N/A,#N/A
OTU_2356,Schroeteria,0
OTU_525,Ascobolus,litter_saprotroph
OTU_4561,Acremonium,unspecified_saprotroph
OTU_2585,Kappamyces,pollen_saprotroph
OTU_6606,Badarisama,0
OTU_2381,Hymenoscyphus,litter_saprotroph
OTU_2202,#N/A,#N/A
OTU_3458,#N/A,#N/A
OTU_4990,#N/A,#N/A
OTU_2070,Cystofilobasidium,litter_saprotroph
OTU_3439,#N/A,#N/A
OTU_2699,Aquapeziza,wood_saprotroph
OTU_2778,#N/A,#N/A
OTU_2934,Amanita,ectomycorrhizal
OTU_3066,Coniochaeta,unspecified_saprotroph
OTU_2020,#N/A,#N/A
OTU_2268,#N/A,#N/A
OTU_3117,#N/A,#N/A
OTU_3454,Preussia,dung_saprotroph
OTU_2912,#N/A,#N/A
OTU_7657,#N/A,#N/A
OTU_4948,Cadophora,litter_saprotroph
OTU_6100,#N/A,#N/A
OTU_4702,Oliveonia,wood_saprotroph
OTU_2592,#N/A,#N/A
OTU_2869,#N/A,#N/A
OTU_4070,#N/A,#N/A
OTU_2796,Coniochaeta,unspecified_saprotroph
OTU_3787,#N/A,#N/A
OTU_5690,#N/A,#N/A
OTU_1953,#N/A,#N/A
OTU_1507,#N/A,#N/A
OTU_2278,#N/A,#N/A
OTU_1979,Endophragmiella,wood_saprotroph
OTU_2472,#N/A,#N/A
OTU_2019,#N/A,#N/A
OTU_3722,#N/A,#N/A
OTU_2944,#N/A,#N/A
OTU_2114,Cladorrhinum,unspecified_saprotroph
OTU_5003,#N/A,#N/A
OTU_1533,#N/A,#N/A
OTU_3094,#N/A,#N/A
OTU_4446,Trichoderma,mycoparasite
OTU_2531,Cladorrhinum,unspecified_saprotroph
OTU_2977,#N/A,#N/A
OTU_3623,#N/A,#N/A
OTU_4427,#N/A,#N/A
OTU_7066,#N/A,#N/A
OTU_4206,#N/A,#N/A
OTU_6520,#N/A,#N/A
OTU_4097,Paramicrothyrium,epiphyte
OTU_3328,Halenospora,wood_saprotroph
OTU_3804,Aspergillus,unspecified_saprotroph
OTU_2853,Phoma,plant_pathogen
OTU_2512,#N/A,#N/A
OTU_2091,Fibroporia,wood_saprotroph
OTU_2931,#N/A,#N/A
OTU_4410,Aspergillus,unspecified_saprotroph
OTU_1996,Eleutherascus,soil_saprotroph
OTU_4192,Sporidesmiella,wood_saprotroph
OTU_2354,#N/A,#N/A
OTU_5038,#N/A,#N/A
OTU_2265,#N/A,#N/A
OTU_4435,#N/A,#N/A
OTU_2334,#N/A,#N/A
OTU_2279,#N/A,#N/A
OTU_4973,#N/A,#N/A
OTU_5242,Mortierella,soil_saprotroph
OTU_2793,#N/A,#N/A
OTU_3436,Preussia,dung_saprotroph
OTU_4093,#N/A,#N/A
OTU_6920,#N/A,#N/A
OTU_6357,Kappamyces,pollen_saprotroph
OTU_6021,#N/A,#N/A
OTU_4251,#N/A,#N/A
OTU_3450,#N/A,#N/A
OTU_5007,Hyphodiscus,mycoparasite
OTU_3148,#N/A,#N/A
OTU_2376,#N/A,#N/A
OTU_6974,#N/A,#N/A
OTU_2461,#N/A,#N/A
OTU_6682,#N/A,#N/A
OTU_3427,Nemania,wood_saprotroph
OTU_2498,#N/A,#N/A
OTU_3017,Arachnomyces,animal_parasite
OTU_3788,#N/A,#N/A
OTU_2664,#N/A,#N/A
OTU_7368,#N/A,#N/A
OTU_3892,Glomus,arbuscular_mycorrhizal
OTU_4106,#N/A,#N/A
OTU_4077,#N/A,#N/A
OTU_3348,Linnemannia,#N/A
OTU_2630,#N/A,#N/A
OTU_3689,#N/A,#N/A
OTU_2305,#N/A,#N/A
OTU_2685,Paraglomus,arbuscular_mycorrhizal
OTU_2588,Scytalidium,wood_saprotroph
OTU_2902,#N/A,#N/A
OTU_5486,#N/A,#N/A
OTU_3143,#N/A,#N/A
OTU_5033,Kappamyces,pollen_saprotroph
OTU_2843,#N/A,#N/A
OTU_3908,Keissleriella,wood_saprotroph
OTU_3308,#N/A,#N/A
OTU_7731,#N/A,#N/A
OTU_2647,#N/A,#N/A
OTU_3129,#N/A,#N/A
OTU_2179,#N/A,#N/A
OTU_3430,Idriella,litter_saprotroph
OTU_2642,Coniochaeta,unspecified_saprotroph
OTU_7339,#N/A,#N/A
OTU_3413,#N/A,#N/A
OTU_3790,Protrudomyces,pollen_saprotroph
OTU_2347,#N/A,#N/A
OTU_4191,#N/A,#N/A
OTU_5032,Tulasnella,litter_saprotroph
OTU_3083,#N/A,#N/A
OTU_5005,#N/A,#N/A
OTU_4170,#N/A,#N/A
OTU_6342,#N/A,#N/A
OTU_4190,#N/A,#N/A
OTU_3395,#N/A,#N/A
OTU_5700,#N/A,#N/A
OTU_2124,#N/A,#N/A
OTU_6565,Perenniporia,wood_saprotroph
OTU_5067,Penicillium,unspecified_saprotroph
OTU_3184,#N/A,#N/A
OTU_4438,Kurtzmanomyces,unspecified_saprotroph
OTU_2157,Sporormiella,litter_saprotroph
OTU_3632,#N/A,#N/A
OTU_2874,#N/A,#N/A
OTU_2867,#N/A,#N/A
OTU_4467,#N/A,#N/A
OTU_2022,Fusicolla,mycoparasite
OTU_2971,#N/A,#N/A
OTU_3130,#N/A,#N/A
OTU_4843,#N/A,#N/A
OTU_4912,#N/A,#N/A
OTU_3194,#N/A,#N/A
OTU_4759,#N/A,#N/A
OTU_7775,#N/A,#N/A
OTU_2892,#N/A,#N/A
OTU_5959,#N/A,#N/A
OTU_4063,#N/A,#N/A
OTU_3547,Apiosordaria,dung_saprotroph
OTU_4612,#N/A,#N/A
OTU_5080,#N/A,#N/A
OTU_2434,#N/A,#N/A
OTU_3528,#N/A,#N/A
OTU_2881,#N/A,#N/A
OTU_3243,#N/A,#N/A
OTU_4009,#N/A,#N/A
OTU_5879,#N/A,#N/A
OTU_4076,#N/A,#N/A
OTU_7652,#N/A,#N/A
OTU_2920,#N/A,#N/A
OTU_7711,Mortierella,soil_saprotroph
OTU_5521,Claroideoglomus,arbuscular_mycorrhizal
OTU_3077,#N/A,#N/A
OTU_7656,#N/A,#N/A
OTU_5477,#N/A,#N/A
OTU_6315,Kappamyces,pollen_saprotroph
OTU_4188,#N/A,#N/A
OTU_2933,Tetragoniomyces,mycoparasite
OTU_4893,#N/A,#N/A
OTU_3586,#N/A,#N/A
OTU_5722,#N/A,#N/A
OTU_4557,#N/A,#N/A
OTU_5527,#N/A,#N/A
OTU_5506,#N/A,#N/A
OTU_3519,Phomatospora,wood_saprotroph
OTU_2326,#N/A,#N/A
OTU_6525,Neosetophoma,litter_saprotroph
OTU_5045,#N/A,#N/A
OTU_5710,#N/A,#N/A
OTU_2222,Schizothecium,dung_saprotroph
OTU_7673,#N/A,#N/A
OTU_5214,#N/A,#N/A
OTU_6333,#N/A,#N/A
OTU_4992,#N/A,#N/A
OTU_3904,Arnium,dung_saprotroph
OTU_6153,#N/A,#N/A
OTU_3726,#N/A,#N/A
OTU_3178,#N/A,#N/A
OTU_5539,#N/A,#N/A
OTU_3326,#N/A,#N/A
OTU_2849,Acaulium,animal_parasite
OTU_5713,#N/A,#N/A
OTU_7772,#N/A,#N/A
OTU_2982,Keissleriella,wood_saprotroph
OTU_2648,#N/A,#N/A
OTU_4443,#N/A,#N/A
OTU_6320,#N/A,#N/A
OTU_5401,#N/A,#N/A
OTU_4457,Paraphoma,plant_pathogen
OTU_2505,#N/A,#N/A
OTU_3933,#N/A,#N/A
OTU_2870,#N/A,#N/A
OTU_2983,#N/A,#N/A
OTU_2330,#N/A,#N/A
OTU_4450,#N/A,#N/A
OTU_4601,#N/A,#N/A
OTU_3673,#N/A,#N/A
OTU_7750,#N/A,#N/A
OTU_7149,#N/A,#N/A
OTU_4177,#N/A,#N/A
OTU_5419,#N/A,#N/A
OTU_7244,Monographella,plant_pathogen
OTU_6584,#N/A,#N/A
OTU_3037,#N/A,#N/A
OTU_4420,Ascobolus,litter_saprotroph
OTU_5014,#N/A,#N/A
OTU_5672,#N/A,#N/A
OTU_5288,#N/A,#N/A
OTU_4635,#N/A,#N/A
OTU_5410,#N/A,#N/A
OTU_4901,#N/A,#N/A
OTU_3505,#N/A,#N/A
OTU_2570,Paragibellulopsis,litter_saprotroph
OTU_3925,#N/A,#N/A
OTU_4546,#N/A,#N/A
OTU_2807,Chlamydocillium,soil_saprotroph
OTU_6152,#N/A,#N/A
OTU_5760,#N/A,#N/A
OTU_3845,#N/A,#N/A
OTU_5734,#N/A,#N/A
OTU_6186,#N/A,#N/A
OTU_4452,#N/A,#N/A
OTU_7134,#N/A,#N/A
OTU_2871,#N/A,#N/A
OTU_6455,#N/A,#N/A
OTU_2441,Daldinia,wood_saprotroph
OTU_3114,#N/A,#N/A
OTU_5811,#N/A,#N/A
OTU_3176,#N/A,#N/A
OTU_5767,#N/A,#N/A
OTU_3662,#N/A,#N/A
OTU_4007,#N/A,#N/A
