jrk_template	Phylum	Class	Order	Family	GENUS	primary_lifestyle	Secondary_lifestyle	Genus	
jrk01898	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Clypeostroma	litter_saprotroph		Fusarium	plant_pathogen
jrk01903	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Cocciscia	lichenized		Dendrothele	wood_saprotroph
jrk01906	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Coccochora	wood_saprotroph		#N/A	#N/A
jrk01907	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Coccochorina	wood_saprotroph		Paraconiothyrium	wood_saprotroph
jrk01910	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Coccodothis	plant_pathogen	litter_saprotroph	Protomyces	plant_pathogen
jrk01983	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Comesella	plant_pathogen	litter_saprotroph	Penicillium	unspecified_saprotroph
jrk01994	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Condylospora	litter_saprotroph		#N/A	#N/A
jrk02137	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Crauatamyces	litter_saprotroph		Hyphoderma	wood_saprotroph
jrk02165	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Crotone	plant_pathogen	litter_saprotroph	Efibula	wood_saprotroph
jrk02181	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Cryomyces	unspecified_saprotroph	rock-inhabiting	Acanthobasidium	wood_saprotroph
jrk02293	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Cyclotheca	litter_saprotroph		Anthracocystis	plant_pathogen
jrk02375	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Dactuliophora	plant_pathogen	litter_saprotroph	#N/A	#N/A
jrk02409	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Dawsomyces	litter_saprotroph		#N/A	#N/A
jrk02410	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Dawsophila	litter_saprotroph		#N/A	#N/A
jrk02492	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Dermatodothis	plant_pathogen	litter_saprotroph	Erythrobasidium	mycoparasite
jrk02532	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Dianesea	plant_pathogen	litter_saprotroph	Phragmotaenium	plant_pathogen
jrk02568	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Dictyoasterina	litter_saprotroph		#N/A	#N/A
jrk02579	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Dictyodochium	plant_pathogen	wood_saprotroph	#N/A	#N/A
jrk02588	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Dictyopeltis	litter_saprotroph		Chaetomium	litter_saprotroph
jrk02598	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Dictyostomiopelta	litter_saprotroph		#N/A	#N/A
jrk02599	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Dictyothyriella	litter_saprotroph		Exobasidium	plant_pathogen
jrk02600	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Dictyothyrina	litter_saprotroph		#N/A	#N/A
jrk02601	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Dictyothyrium	litter_saprotroph		#N/A	#N/A
jrk02615	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Didymocyrtidium	wood_saprotroph		Epichloe	foliar_endophyte
jrk02617	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Didymolepta	wood_saprotroph		#N/A	#N/A
jrk02618	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Didymopleella	wood_saprotroph		#N/A	#N/A
jrk02639	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Dilophospora	plant_pathogen	litter_saprotroph	Colletotrichum	plant_pathogen
jrk02669	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Diplochorina	wood_saprotroph		Phaeosphaeria	litter_saprotroph
jrk02764	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Dothideopsella	wood_saprotroph		Kavinia	wood_saprotroph
jrk02771	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Dothivalsaria	wood_saprotroph		#N/A	#N/A
jrk02777	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Drepanospora	wood_saprotroph		Phaeococcomyces	unspecified_saprotroph
jrk02782	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Dubitatio	wood_saprotroph		Mollisia	plant_pathogen
jrk02784	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Dubujiana	litter_saprotroph		#N/A	#N/A
jrk02835	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Echinothecium	lichen_parasite	fungal_decomposer	#N/A	#N/A
jrk02869	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Ellismarsporium			Neosetophoma	litter_saprotroph
jrk02873	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Elmerinula	plant_pathogen	litter_saprotroph	Fusarium	plant_pathogen
jrk02937	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Endosporium	litter_saprotroph		#N/A	#N/A
jrk02946	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Englerodothis	plant_pathogen	litter_saprotroph	#N/A	#N/A
jrk02983	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Epibelonium	litter_saprotroph		#N/A	#N/A
jrk03033	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Eriothyrium	litter_saprotroph		Alternaria	plant_pathogen
jrk03069	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Eumela	plant_pathogen	litter_saprotroph	Symmetrospora	epiphyte
jrk03073	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Eupelte	epiphyte	plant_pathogen	#N/A	#N/A
jrk03096	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Excipulariopsis	wood_saprotroph		Tilletiopsis	plant_pathogen
jrk03099	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Exiliseptum	lichenized		Neosetophoma	litter_saprotroph
jrk03117	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Extrusothecium	wood_saprotroph		Skeletocutis	wood_saprotroph
jrk03295	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Fusicladiella	unspecified_saprotroph		Leptospora	litter_saprotroph
jrk03395	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Gibberidea	plant_pathogen		Diaporthe	plant_pathogen
jrk03406	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Gilletiella			#N/A	#N/A
jrk03427	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Globoa			Neosetophoma	litter_saprotroph
jrk03437	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Globulina			Papiliotrema	mycoparasite
jrk03446	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Gloeodiscus			Colletotrichum	plant_pathogen
jrk03525	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Govindua	unspecified_saprotroph		Limonomyces	plant_pathogen
jrk03556	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Griggsia	plant_pathogen		#N/A	#N/A
jrk03675	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Hansfordiellopsis	lichen_parasite	fungal_decomposer	Cytospora	plant_pathogen
jrk03678	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Hansfordiopsis	unspecified_saprotroph		Taphrina	plant_pathogen
jrk03684	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Haplobasidion	plant_pathogen		Lophiostoma	wood_saprotroph
jrk03701	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Harknessiella			#N/A	#N/A
jrk03714	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Hassea	lichenized		Ramularia	plant_pathogen
jrk03770	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Helminthopeltis	unspecified_saprotroph		Akenomyces	litter_saprotroph
jrk03813	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Heptameria			Chaetomidium	dung_saprotroph
jrk03814	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Heptaster			#N/A	#N/A
jrk03851	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Heterosphaeriopsis			#N/A	#N/A
jrk03866	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Hidakaea	unspecified_saprotroph		Penicillium	unspecified_saprotroph
jrk03948	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Hyalocrea	mycoparasite	fungal_decomposer	Sporobolomyces	mycoparasite
jrk03964	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Hyaloscolecostroma	unspecified_saprotroph		#N/A	#N/A
jrk03967	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Hyalosphaera	plant_pathogen	litter_saprotroph	Keissleriella	wood_saprotroph
jrk03970	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Hyalotheles	plant_pathogen		Hannaella	animal_parasite
jrk04046	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Hypobryon	moss_symbiont		#N/A	#N/A
jrk04089	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Hysteropsis			#N/A	#N/A
jrk04187	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Isomunkia			#N/A	#N/A
jrk04207	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Jaffuela	unspecified_saprotroph		Peziza	soil_saprotroph
jrk04260	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Kabatia	unspecified_saprotroph		#N/A	#N/A
jrk04384	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Kriegeriella	plant_pathogen		Paradevriesia	0
jrk04393	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Kullhemia			Lyomyces	wood_saprotroph
jrk04402	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Kusanobotrys	sooty_mold	litter_saprotroph	#N/A	#N/A
jrk04455	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Lanatosphaera	lichen_parasite	fungal_decomposer	#N/A	#N/A
jrk04496	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Lazarenkoa	plant_pathogen		Trichoderma	mycoparasite
jrk04511	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Lautitia	unspecified_saprotroph		Neosetophoma	litter_saprotroph
jrk04557	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Lembosiopeltis	foliar_endophyte	litter_saprotroph	Gliomastix	unspecified_saprotroph
jrk04637	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Letendraeopsis	unspecified_saprotroph		Antrodiopsis	wood_saprotroph
jrk04670	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Leveillella	foliar_endophyte	litter_saprotroph	#N/A	#N/A
jrk04671	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Leveillina			Neosetophoma	litter_saprotroph
jrk04716	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Limaciniopsis			#N/A	#N/A
jrk04728	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Lineolata	unspecified_saprotroph		Neosetophoma	litter_saprotroph
jrk04735	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Linopeltis	plant_pathogen		Plagiostoma	wood_saprotroph
jrk04788	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Lophiella	unspecified_saprotroph		#N/A	#N/A
jrk04790	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Lophionema	unspecified_saprotroph		#N/A	#N/A
jrk04810	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Lucidascocarpa	unspecified_saprotroph		#N/A	#N/A
jrk04846	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Macowaniella	foliar_endophyte	litter_saprotroph	Neosetophoma	litter_saprotroph
jrk04883	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Maheshwaramyces	foliar_endophyte	litter_saprotroph	#N/A	#N/A
jrk04884	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Maireella			Hypoxylon	wood_saprotroph
jrk04887	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Malacaria	mycoparasite	fungal_decomposer	Diaporthe	plant_pathogen
jrk04903	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Manginula	plant_pathogen		#N/A	#N/A
jrk04949	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Massariola			#N/A	#N/A
jrk04973	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Maublancia	unspecified_saprotroph		#N/A	#N/A
jrk05058	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Melioliphila	mycoparasite	fungal_decomposer	#N/A	#N/A
jrk05072	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Mendoziopeltis	unspecified_saprotroph		Serendipita	root_endophyte
jrk05138	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Microcyclella			#N/A	#N/A
jrk05147	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Microdothella			#N/A	#N/A
jrk05223	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Mitopeltis	unspecified_saprotroph		Alternaria	plant_pathogen
jrk05260	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Monoblastiopsis	lichenized		Penicillium	unspecified_saprotroph
jrk05269	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Monodictys	lichen_parasite	foliar_endophyte	#N/A	#N/A
jrk05280	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Montagnella	plant_pathogen		Malassezia	soil_saprotroph
jrk05294	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Moriolomyces			Neosetophoma	litter_saprotroph
jrk05335	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Muricopeltis	unspecified_saprotroph		#N/A	#N/A
jrk05343	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Muroia	unspecified_saprotroph		Acrospermum	litter_saprotroph
jrk05382	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Mycocryptospora			Biappendiculispora	litter_saprotroph
jrk05383	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Mycodidymella	plant_pathogen		Steccherinum	wood_saprotroph
jrk05390	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Mycoglaena	unspecified_saprotroph		#N/A	#N/A
jrk05409	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Mycoporellum	lichenized		Kondoa	unspecified_saprotroph
jrk05411	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Mycoporopsis			#N/A	#N/A
jrk05428	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Mycothyridium			Stypella	wood_saprotroph
jrk05445	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Myriangiopsis			Papiliotrema	mycoparasite
jrk05460	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Myriostigmella			Constantinomyces	unspecified_saprotroph
jrk05478	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Mytilostoma			#N/A	#N/A
jrk05591	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Neocladophialophora	wood_saprotroph		Aspergillus	unspecified_saprotroph
jrk05607	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Neodactylaria			#N/A	#N/A
jrk05668	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Neoovularia	plant_pathogen		Schizoxylon	unspecified_saprotroph
jrk05700	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Neoramularia	plant_pathogen		#N/A	#N/A
jrk05713	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Neosporidesmium	wood_saprotroph		Neosetophoma	litter_saprotroph
jrk05730	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Neottiosporina	litter_saprotroph		Pseudocoleophoma	plant_pathogen
jrk05736	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Neoventuria			Neosetophoma	litter_saprotroph
jrk05903	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Omphalospora	unspecified_saprotroph		Neosetophoma	litter_saprotroph
jrk05906	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Oncopodiella	wood_saprotroph		Didymella	plant_pathogen
jrk05932	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Ophioirenina	plant_pathogen		#N/A	#N/A
jrk05943	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Ophiotrichum			Tyrannosorus	wood_saprotroph
jrk06215	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Parmulariella			#N/A	#N/A
jrk06221	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Paropodia			Neosetophoma	litter_saprotroph
jrk06234	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Passeriniella	wood_saprotroph		Rhizoctonia	plant_pathogen
jrk06235	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Passerinula			Genolevuria	unspecified_saprotroph
jrk06244	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Pauahia	plant_pathogen		#N/A	#N/A
jrk06269	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Peltaster	plant_pathogen		Didymella	plant_pathogen
jrk06270	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Peltasterella			Saitozyma	soil_saprotroph
jrk06284	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Pendulispora	unspecified_saprotroph		Penicillium	unspecified_saprotroph
jrk06314	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Perischizon	plant_pathogen		Liberomyces	foliar_endophyte
jrk06321	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Peroschaeta			#N/A	#N/A
jrk06344	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Petrakina	foliar_endophyte	litter_saprotroph	#N/A	#N/A
jrk06345	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Petrakiopeltis	unspecified_saprotroph		#N/A	#N/A
jrk06380	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Phaeocyrtidula			Mucor	soil_saprotroph
jrk06409	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Phaeopeltosphaeria	wood_saprotroph		Pyrenophora	plant_pathogen
jrk06424	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Phaeosclera	litter_saprotroph		Neosetophoma	litter_saprotroph
jrk06430	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Phaeosperma			Tomentella	ectomycorrhizal
jrk06438	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Phaeostigme	plant_pathogen		#N/A	#N/A
jrk06444	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Phaeotomasellia			#N/A	#N/A
jrk06461	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Phanerococculus			Scytalidium	wood_saprotroph
jrk06493	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Philobryon	moss_symbiont		#N/A	#N/A
jrk06494	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Philonectria	mycoparasite	fungal_decomposer	Neosetophoma	litter_saprotroph
jrk06525	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Phragmaspidium	unspecified_saprotroph		#N/A	#N/A
jrk06541	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Phragmoscutella			Phaeoacremonium	plant_pathogen
jrk06544	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Phragmosperma	plant_pathogen		Meniscomyces	epiphyte
jrk06554	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Phycorella	lichenized		Neosetophoma	litter_saprotroph
jrk06590	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Physalosporopsis			#N/A	#N/A
jrk06641	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Pirozynskia	foliar_endophyte	litter_saprotroph	Diaporthe	plant_pathogen
jrk06659	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Placoasterina	foliar_endophyte	litter_saprotroph	#N/A	#N/A
jrk06663	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Placodothis			#N/A	#N/A
jrk06666	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Placomelan	plant_pathogen		#N/A	#N/A
jrk06672	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Placosphaeria	plant_pathogen		Mycena	litter_saprotroph
jrk06687	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Plagiostromella			#N/A	#N/A
jrk06722	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Plejobolus	litter_saprotroph		#N/A	#N/A
jrk06727	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Plenotrichaius	plant_pathogen		#N/A	#N/A
jrk06735	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Pleomerium	plant_pathogen		Stagonospora	plant_pathogen
jrk06745	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Pleotrichiella	plant_pathogen		#N/A	#N/A
jrk06761	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Pleuropassalora			#N/A	#N/A
jrk06844	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Polycyclinopsis	unspecified_saprotroph		Bulleribasidium	unspecified_saprotroph
jrk06867	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Polyrhizon	plant_pathogen		#N/A	#N/A
jrk06872	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Polysporidiella			#N/A	#N/A
jrk06876	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Polystomellopsis			Cyphellophora	litter_saprotroph
